ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
106,1992,1992-10-11,6,29.346,ATL,@,MIA,L 17-21,,,,,,0.0%,
107,1992,1992-10-18,7,29.353,ATL,@,SFO,L 17-56,,,,,,0.0%,
108,1992,1992-11-01,8,30.001,ATL,,RAM,W 30-28,,,,,,0.0%,
109,1992,1992-11-09,9,30.009,ATL,,SFO,L 3-41,,,,,,0.0%,
110,1992,1992-11-15,10,30.015,ATL,,PHO,W 20-17,,,,,,0.0%,
111,1992,1992-11-22,11,30.022,ATL,@,BUF,L 14-41,,,,,,0.0%,
112,1992,1992-11-29,12,30.029,ATL,,NWE,W 34-0,,,,,,0.0%,
113,1992,1992-12-03,13,30.033,ATL,@,NOR,L 14-22,,,,,,0.0%,
114,1992,1992-12-13,14,30.043,ATL,@,TAM,W 35-7,,,,,,0.0%,
115,1992,1992-12-21,15,30.051,ATL,,DAL,L 17-41,,,,,,0.0%,
116,1992,1992-12-27,16,30.057,ATL,@,RAM,L 27-38,,,,,,0.0%,
117,1993,1993-09-05,1,30.309,DET,,ATL,W 30-13,,0,0,,0,0.0%,
118,1993,1993-09-12,2,30.316,DET,@,NWE,W 19-16,,0,0,,0,0.0%,
119,1993,1993-09-19,3,30.323,DET,@,NOR,L 3-14,,0,0,,0,0.0%,
120,1993,1993-09-26,4,30.330,DET,,PHO,W 26-20,,0,0,,0,0.0%,
121,1993,1993-10-03,5,30.337,DET,@,TAM,L 10-27,,0,0,,0,0.0%,
122,1993,1993-10-17,6,30.351,DET,,SEA,W 30-10,,0,0,,0,0.0%,
123,1993,1993-10-24,7,30.358,DET,@,RAM,W 16-13,,0,0,,0,0.0%,
124,1993,1993-10-31,8,31.000,DET,@,MIN,W 30-27,,0,0,,0,0.0%,
125,1993,1993-11-07,9,31.007,DET,,TAM,W 23-0,1,1,-4,-4.00,0,100.0%,-4.00
126,1993,1993-11-21,10,31.021,DET,@,GNB,L 17-26,,0,0,,0,0.0%,
127,1993,1993-11-25,11,31.025,DET,,CHI,L 6-10,,0,0,,0,0.0%,
128,1993,1993-12-05,12,31.035,DET,,MIN,L 0-13,,0,0,,0,0.0%,
129,1993,1993-12-12,13,31.042,DET,@,PHO,W 21-14,,0,0,,0,0.0%,
130,1993,1993-12-19,14,31.049,DET,,SFO,L 17-55,,0,0,,0,0.0%,
131,1993,1993-12-26,15,31.056,DET,@,CHI,W 20-14,,0,0,,0,0.0%,
132,1993,1994-01-02,16,31.063,DET,,GNB,W 30-20,,0,0,,0,0.0%,
