ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1985,1985-09-08,1,22.312,ATL,,DET,L 27-28,,,,,,,
2,1985,1985-09-15,2,22.319,ATL,@,SFO,L 16-35,,,,,,,
3,1985,1985-09-29,4,22.333,ATL,@,RAM,L 6-17,,,,,,,
4,1985,1985-10-06,5,22.340,ATL,,SFO,L 17-38,,,,,,,
5,1985,1985-10-13,6,22.347,ATL,@,SEA,L 26-30,,,,,,,
6,1985,1985-10-20,7,22.354,ATL,,NOR,W 31-24,,,,,,,
7,1985,1985-10-27,8,22.361,ATL,@,DAL,L 10-24,,,,,,,
8,1985,1985-11-03,9,23.003,ATL,,WAS,L 10-44,,,,,,,
9,1985,1985-11-10,10,23.010,ATL,@,PHI,L 17-23,,,,,,,
10,1985,1985-11-17,11,23.017,ATL,,RAM,W 30-14,,,,,,,
11,1985,1985-11-24,12,23.024,ATL,@,CHI,L 0-36,,,,,,,
12,1985,1985-12-01,13,23.031,ATL,,RAI,L 24-34,,,,,,,
13,1985,1985-12-08,14,23.038,ATL,@,KAN,L 10-38,,,,,,,
14,1985,1985-12-15,15,23.045,ATL,,MIN,W 14-13,,,,,,,
15,1985,1985-12-22,16,23.052,ATL,@,NOR,W 16-10,,,,,,,
16,1986,1986-09-07,1,23.311,ATL,@,NOR,W 31-10,,,,,,,
17,1986,1986-09-14,2,23.318,ATL,,STL,W 33-13,,,,,,,
18,1986,1986-09-21,3,23.325,ATL,@,DAL,W 37-35,,,,,,,
19,1986,1986-09-28,4,23.332,ATL,@,TAM,W 23-20,,,,,,,
20,1986,1986-10-05,5,23.339,ATL,,PHI,L 0-16,,,,,,,
21,1986,1986-10-12,6,23.346,ATL,,RAM,W 26-14,,,,,,,
22,1986,1986-10-19,7,23.353,ATL,,SFO,T 10-10,,,,,,,
23,1986,1986-10-26,8,23.360,ATL,@,RAM,L 7-14,,,,,,,
24,1986,1986-11-02,9,24.002,ATL,@,NWE,L 17-25,,,,,,,
25,1986,1986-11-09,10,24.009,ATL,,NYJ,L 14-28,,,,,,,
26,1986,1986-11-16,11,24.016,ATL,,CHI,L 10-13,,,,,,,
27,1986,1986-11-23,12,24.023,ATL,@,SFO,L 0-20,,,,,,,
28,1986,1986-11-30,13,24.030,ATL,@,MIA,W 20-14,,,,,,,
29,1986,1986-12-07,14,24.037,ATL,,IND,L 23-28,,,,,,,
30,1986,1986-12-14,15,24.044,ATL,,NOR,L 9-14,,,,,,,
31,1986,1986-12-21,16,24.051,ATL,@,DET,W 20-6,,,,,,,
32,1987,1987-09-13,1,24.317,ATL,@,TAM,L 10-48,,,,,,,
33,1987,1987-09-20,2,24.324,ATL,,WAS,W 21-20,,,,,,,
34,1987,1987-10-25,6,24.359,ATL,@,HOU,L 33-37,,,,,,,
35,1987,1987-11-01,7,25.001,ATL,,NOR,L 0-38,,,,,,,
36,1987,1987-11-08,8,25.008,ATL,@,CLE,L 3-38,,,,,,,
37,1987,1987-11-15,9,25.015,ATL,,CIN,L 10-16,,,,,,,
38,1987,1987-11-22,10,25.022,ATL,@,MIN,L 13-24,,,,,,,
39,1987,1987-11-29,11,25.029,ATL,,STL,L 21-34,,,,,,,
40,1987,1987-12-06,12,25.036,ATL,@,DAL,W 21-10,,,,,,,
41,1987,1987-12-13,13,25.043,ATL,@,RAM,L 0-33,,,,,,,
42,1987,1987-12-20,14,25.050,ATL,@,SFO,L 7-35,,,,,,,
43,1987,1987-12-27,15,25.057,ATL,,DET,L 13-30,,,,,,,
44,1988,1988-09-04,1,25.309,ATL,@,DET,L 17-31,,,,,,,
45,1988,1988-09-11,2,25.316,ATL,,NOR,L 21-29,,,,,,,
46,1988,1988-09-18,3,25.323,ATL,@,SFO,W 34-17,,,,,,,
47,1988,1988-09-25,4,25.330,ATL,@,DAL,L 20-26,,,,,,,
48,1988,1988-10-02,5,25.337,ATL,,SEA,L 20-31,,,,,,,
49,1988,1988-10-09,6,25.344,ATL,,RAM,L 0-33,,,,,,,
50,1988,1988-10-16,7,25.351,ATL,@,DEN,L 14-30,,,,,,,
51,1988,1988-10-23,8,25.358,ATL,,NYG,L 16-23,,,,,,,
52,1988,1988-10-30,9,25.365,ATL,@,PHI,W 27-24,,,,,,,
53,1988,1988-11-06,10,26.006,ATL,,GNB,W 20-0,,,,,,,
54,1988,1988-11-13,11,26.013,ATL,,SDG,L 7-10,,,,,,,
55,1988,1988-11-20,12,26.020,ATL,@,RAI,W 12-6,,,,,,,
56,1988,1988-11-27,13,26.027,ATL,,TAM,W 17-10,,,,,,,
57,1988,1988-12-04,14,26.034,ATL,,SFO,L 3-13,,,,,,,
58,1989,1989-09-10,1,26.314,ATL,,RAM,L 21-31,,,,,,,
59,1989,1989-09-17,2,26.321,ATL,,DAL,W 27-21,,,,,,,
60,1989,1989-09-24,3,26.328,ATL,@,IND,L 9-13,,,,,,,
61,1989,1989-10-01,4,26.335,ATL,@,GNB,L 21-23,,,,,,,
62,1989,1989-10-08,5,26.342,ATL,@,RAM,L 14-26,,,,,,,
63,1989,1989-10-15,6,26.349,ATL,,NWE,W 16-15,,,,,,,
64,1989,1989-10-22,7,26.356,ATL,@,PHO,L 20-34,,,,,,,
65,1989,1989-10-29,8,26.363,ATL,@,NOR,L 13-20,,,,,,,
66,1989,1989-11-05,9,27.005,ATL,,BUF,W 30-28,,,,,,,
67,1989,1989-11-12,10,27.012,ATL,@,SFO,L 3-45,,,,,,,
68,1989,1989-11-19,11,27.019,ATL,,NOR,L 17-26,,,,,,,
69,1989,1989-11-26,12,27.026,ATL,@,NYJ,L 7-27,,,,,,,
70,1989,1989-12-03,13,27.033,ATL,,SFO,L 10-23,,,,,,,
71,1989,1989-12-17,15,27.047,ATL,,WAS,L 30-31,,,,,,,
72,1989,1989-12-24,16,27.054,ATL,,DET,L 24-31,,,,,,,
73,1990,1990-09-09,1,27.313,ATL,,HOU,W 47-27,,,,,,,
74,1990,1990-09-16,2,27.320,ATL,@,DET,L 14-21,,,,,,,
75,1990,1990-09-23,3,27.327,ATL,@,SFO,L 13-19,,,,,,,
76,1990,1990-10-07,4,27.341,ATL,,NOR,W 28-27,,,,,,,
77,1990,1990-10-14,5,27.348,ATL,,SFO,L 35-45,,,,,,,
78,1990,1990-10-21,6,27.355,ATL,@,RAM,L 24-44,,,,,,,
79,1990,1990-10-28,7,27.362,ATL,,CIN,W 38-17,,,,,,,
80,1990,1990-11-04,8,28.004,ATL,@,PIT,L 9-21,,,,,,,
81,1990,1990-11-11,9,28.011,ATL,@,CHI,L 24-30,,,,,,,
82,1990,1990-11-18,10,28.018,ATL,,PHI,L 23-24,,,,,,,
83,1990,1990-11-25,11,28.025,ATL,@,NOR,L 7-10,,,,,,,
84,1990,1990-12-02,12,28.032,ATL,@,TAM,L 17-23,,,,,,,
85,1990,1990-12-09,13,28.039,ATL,,PHO,L 13-24,,,,,,,
86,1990,1990-12-16,14,28.046,ATL,@,CLE,L 10-13,,,,,,,
87,1990,1990-12-23,15,28.053,ATL,,RAM,W 20-13,,,,,,,
88,1990,1990-12-30,16,28.060,ATL,,DAL,W 26-7,,,,,,,
89,1991,1991-09-01,1,28.305,ATL,@,KAN,L 3-14,,,,,,,
90,1991,1991-09-08,2,28.312,ATL,,MIN,L 19-20,,,,,,,
91,1991,1991-09-15,3,28.319,ATL,@,SDG,W 13-10,,,,,,,
92,1991,1991-09-22,4,28.326,ATL,,RAI,W 21-17,,,,,,,
93,1991,1991-09-29,5,28.333,ATL,,NOR,L 6-27,,,,,,,
94,1991,1991-10-13,6,28.347,ATL,@,SFO,W 39-34,,,,,,,
95,1991,1991-10-20,7,28.354,ATL,@,PHO,L 10-16,,,,,,,
96,1991,1991-10-27,8,28.361,ATL,,RAM,W 31-14,,,,,,,
97,1991,1991-11-03,9,29.003,ATL,,SFO,W 17-14,,,,,,,
98,1991,1991-11-10,10,29.010,ATL,@,WAS,L 17-56,,,,,,,
99,1991,1991-12-15,15,29.045,ATL,,SEA,W 26-13,,,,,,,
100,1991,1991-12-22,16,29.052,ATL,@,DAL,L 27-31,,,,,,,
101,1992,1992-09-06,1,29.311,ATL,,NYJ,W 20-17,,,,,,0.0%,
102,1992,1992-09-13,2,29.318,ATL,@,WAS,L 17-24,,,,,,0.0%,
103,1992,1992-09-20,3,29.325,ATL,,NOR,L 7-10,,,,,,0.0%,
104,1992,1992-09-27,4,29.332,ATL,@,CHI,L 31-41,,,,,,0.0%,
105,1992,1992-10-04,5,29.339,ATL,,GNB,W 24-10,,,,,,0.0%,
