ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2001,2001-11-04,7,22.269,DET,@,SFO,L 13-21,,2,4,50.00,16,0,0,60.4,1,9,4.00,4.00,3,7,2.33,0,0,0,0,,0,0.0%,,0,0
2,2001,2001-11-11,8,22.276,DET,,TAM,L 17-20,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,3,3.00,0,0,0,0,,0,0.0%,,0,0
3,2001,2001-11-18,9,22.283,DET,@,ARI,L 38-45,,,,,,,,,0,,,,,,,,,,,,,0.0%,,,
4,2001,2001-11-22,10,22.287,DET,,GNB,L 27-29,,9,20,45.00,89,1,0,74.8,2,7,4.45,5.45,3,12,4.00,0,0,0,0,,0,0.0%,,0,0
5,2001,2001-12-02,11,22.297,DET,@,CHI,L 10-13,,4,9,44.44,42,0,0,58.6,3,12,4.67,4.67,4,25,6.25,0,0,0,0,,0,0.0%,,0,0
6,2001,2001-12-09,12,22.304,DET,@,TAM,L 12-15,*,11,25,44.00,165,0,0,66.2,3,14,6.60,6.60,2,3,1.50,0,0,0,0,,0,0.0%,,0,0
7,2001,2001-12-16,13,22.311,DET,,MIN,W 27-24,*,15,28,53.57,241,0,0,82.6,6,39,8.61,8.61,12,74,6.17,1,0,0,0,,0,0.0%,,1,6
8,2001,2001-12-23,14,22.318,DET,@,PIT,L 14-47,*,12,28,42.86,118,2,1,64.3,6,41,4.21,4.04,2,21,10.50,0,0,0,0,,0,0.0%,,0,0
9,2002,2002-09-08,1,23.212,DET,@,MIA,L 21-49,*,13,25,52.00,179,1,1,71.9,3,14,7.16,6.16,2,11,5.50,1,0,0,0,,0,0.0%,,1,6
10,2002,2002-09-15,2,23.219,DET,@,CAR,L 7-31,*,9,23,39.13,95,0,1,33.8,6,57,4.13,2.17,3,13,4.33,1,0,0,0,,0,0.0%,,1,6
11,2002,2002-11-03,8,23.268,DET,,DAL,W 9-7,,0,0,,0,0,0,,0,,,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0
12,2002,2002-11-28,12,23.293,DET,,NWE,L 12-20,,0,0,,0,0,0,,0,,,,1,2,2.00,0,1,1,7,7.00,0,100.0%,7.00,0,0
13,2002,2002-12-08,13,23.303,DET,@,ARI,L 20-23,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
14,2002,2002-12-15,14,23.310,DET,,TAM,L 20-23,,10,21,47.62,158,1,1,69.1,0,0,7.52,6.33,2,1,0.50,1,0,0,0,,0,0.0%,,1,6
15,2002,2002-12-22,15,23.317,DET,@,ATL,L 15-36,*,11,33,33.33,149,2,3,31.0,3,28,4.52,1.64,2,25,12.50,0,0,0,0,,0,0.0%,,0,0
16,2002,2002-12-29,16,23.324,DET,,MIN,L 36-38,*,19,44,43.18,293,3,3,60.1,0,0,6.66,4.95,3,43,14.33,0,0,0,0,,0,0.0%,,0,0
17,2003,2003-09-21,3,24.225,DET,,MIN,L 13-23,,0,0,,0,0,,,0,9,,,0,0,,0,0,0,0,,0,0.0%,,0,
18,2003,2003-10-19,6,24.253,DET,,DAL,L 7-38,,5,20,25.00,51,0,1,18.7,0,0,2.55,0.30,3,18,6.00,0,0,0,0,,0,0.0%,,0,0
19,2003,2003-12-21,15,24.316,DET,@,CAR,L 14-20,,4,11,36.36,36,0,1,8.1,1,0,3.27,-0.82,2,14,7.00,0,0,0,0,,0,0.0%,,0,0
