ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
50,1981,1981-09-13,2,25.153,DAL,,STL,W 30-17,,,,,0,0,,0,,,,,,
51,1981,1981-09-21,3,25.161,DAL,@,NWE,W 35-21,0,0,,0,0,0,,0,0,0,0.0,1,15,0
52,1981,1981-09-27,4,25.167,DAL,,NYG,W 18-10,0,0,,0,0,0,,0,0,0,0.0,1,27,0
53,1981,1981-10-04,5,25.174,DAL,@,STL,L 17-20,,,,,0,0,,0,,,,,,
54,1981,1981-10-11,6,25.181,DAL,@,SFO,L 14-45,,,,,0,0,,0,,,,,,
55,1981,1981-10-18,7,25.188,DAL,,RAM,W 29-17,0,0,,0,0,0,,0,0,0,0.0,1,0,0
56,1981,1981-10-25,8,25.195,DAL,,MIA,W 28-27,0,0,,0,0,0,,0,0,0,0.0,2,12,0
57,1981,1981-11-01,9,25.202,DAL,@,PHI,W 17-14,,,,,0,0,,0,,,,,,
58,1981,1981-11-09,10,25.210,DAL,,BUF,W 27-14,,,,,0,0,,0,,,,,,
59,1981,1981-11-15,11,25.216,DAL,@,DET,L 24-27,,,,,0,0,,0,,,,,,
60,1981,1981-11-22,12,25.223,DAL,,WAS,W 24-10,,,,,0,0,,0,,,,,,
61,1981,1981-11-26,13,25.227,DAL,,CHI,W 10-9,,,,,0,0,,0,,,,,,
62,1981,1981-12-06,14,25.237,DAL,@,BAL,W 37-13,,,,,0,0,,0,,,,,,
63,1981,1981-12-13,15,25.244,DAL,,PHI,W 21-10,0,0,,0,0,0,,0,0,0,0.0,3,37,0
64,1981,1981-12-19,16,25.250,DAL,@,NYG,L 10-13,,,,,0,0,,0,,,,,,
65,1982,1982-09-13,1,26.153,DAL,,PIT,L 28-36,0,0,,0,,,,,,,,,,
66,1982,1982-09-19,2,26.159,DAL,@,STL,W 24-7,0,0,,0,,,,,,,,,,
67,1982,1982-11-21,3,26.222,DAL,,TAM,W 14-9,0,0,,0,,,,,,,,,,
68,1982,1982-11-25,4,26.226,DAL,,CLE,W 31-14,1,17,17.00,0,0,0,,0,0,0,0.0,0,0,0
69,1982,1982-12-05,5,26.236,DAL,@,WAS,W 24-10,0,0,,0,0,0,,0,0,0,0.0,1,15,0
70,1982,1982-12-13,6,26.244,DAL,@,HOU,W 37-7,0,0,,0,,,,,,,,,,
71,1982,1982-12-19,7,26.250,DAL,,NOR,W 21-7,0,0,,0,,,,,,,,,,
72,1982,1982-12-26,8,26.257,DAL,,PHI,L 20-24,0,0,,0,0,0,,0,0,0,0.0,1,0,0
73,1982,1983-01-03,9,26.265,DAL,@,MIN,L 27-31,0,0,,0,0,0,,0,1,6,0.0,1,60,1
74,1983,1983-09-05,1,27.145,DAL,@,WAS,W 31-30,,,,,,,,,,,,,,
75,1983,1983-09-11,2,27.151,DAL,@,STL,W 34-17,0,0,,0,0,0,,0,0,0,0.0,1,0,0
76,1983,1983-09-18,3,27.158,DAL,,NYG,W 28-13,0,0,,0,0,0,,0,0,0,0.0,1,0,0
77,1983,1983-09-25,4,27.165,DAL,,NOR,W 21-20,,,,,,,,,,,,,,
78,1983,1983-10-02,5,27.172,DAL,@,MIN,W 37-24,,,,,,,,,,,,,,
79,1983,1983-10-09,6,27.179,DAL,,TAM,W 27-24,0,0,,0,0,0,,0,0,0,1.0,0,0,0
80,1983,1983-10-16,7,27.186,DAL,,PHI,W 37-7,0,0,,0,0,0,,0,0,0,0.0,1,0,0
81,1983,1983-10-23,8,27.193,DAL,,RAI,L 38-40,,,,,,,,,,,,,,
82,1983,1983-10-30,9,27.200,DAL,@,NYG,W 38-20,0,0,,0,0,0,,0,0,0,0.0,1,10,0
83,1983,1983-11-06,10,27.207,DAL,@,PHI,W 27-20,0,0,,0,0,0,,0,0,0,0.0,1,5,0
84,1983,1983-11-13,11,27.214,DAL,@,SDG,L 23-24,,,,,,,,,,,,,,
85,1983,1983-11-20,12,27.221,DAL,,KAN,W 41-21,,,,,,,,,,,,,,
86,1983,1983-11-24,13,27.225,DAL,,STL,W 35-17,,,,,,,,,,,,,,
87,1983,1983-12-04,14,27.235,DAL,@,SEA,W 35-10,0,0,,0,0,0,,0,0,0,0.0,1,34,0
88,1983,1983-12-11,15,27.242,DAL,,WAS,L 10-31,,,,,,,,,,,,,,
89,1983,1983-12-19,16,27.250,DAL,@,SFO,L 17-42,,,,,,,,,,,,,,
90,1984,1984-09-03,1,28.143,DAL,@,RAM,W 20-13,,,,,,,,,,,,,,
91,1984,1984-09-09,2,28.149,DAL,@,NYG,L 7-28,,,,,,,,,,,,,,
92,1984,1984-09-16,3,28.156,DAL,,PHI,W 23-17,0,0,,0,0,0,,0,0,0,0.0,1,43,0
93,1984,1984-09-23,4,28.163,DAL,,GNB,W 20-6,0,0,,0,0,0,,0,0,0,0.0,1,0,0
94,1984,1984-09-30,5,28.170,DAL,@,CHI,W 23-14,,,,,,,,,,,,,,
95,1984,1984-10-07,6,28.177,DAL,,STL,L 20-31,,,,,,,,,,,,,,
96,1984,1984-10-14,7,28.184,DAL,@,WAS,L 14-34,,,,,,,,,,,,,,
97,1984,1984-10-21,8,28.191,DAL,,NOR,W 30-27,,,,,,,,,,,,,,
98,1984,1984-10-28,9,28.198,DAL,,IND,W 22-3,,,,,,,,,,,,,,
99,1984,1984-11-04,10,28.205,DAL,,NYG,L 7-19,0,0,,0,0,0,,0,0,0,0.0,1,0,0
100,1984,1984-11-11,11,28.212,DAL,@,STL,W 24-17,0,0,,0,0,0,,0,0,0,0.0,1,0,0
101,1984,1984-11-18,12,28.219,DAL,@,BUF,L 3-14,,,,,,,,,,,,,,
102,1984,1984-11-22,13,28.223,DAL,,NWE,W 20-17,,,,,,,,,,,,,,
103,1984,1984-12-02,14,28.233,DAL,@,PHI,W 26-10,0,0,,0,0,0,,0,1,6,0.0,1,38,1
104,1984,1984-12-09,15,28.240,DAL,,WAS,L 28-30,0,0,,0,0,0,,0,0,0,1.0,0,0,0
105,1984,1984-12-17,16,28.248,DAL,@,MIA,L 21-28,,,,,,,,,,,,,,
106,1985,1985-09-09,1,29.149,DAL,,WAS,W 44-14,0,0,,0,0,0,,0,1,6,0.0,1,21,1
107,1985,1985-09-15,2,29.155,DAL,@,DET,L 21-26,,,,,,,,,,,,,,
108,1985,1985-09-22,3,29.162,DAL,,CLE,W 20-7,0,0,,0,0,0,,0,0,0,0.0,1,0,0
109,1985,1985-09-29,4,29.169,DAL,@,HOU,W 17-10,0,0,,0,0,0,,0,0,0,0.0,1,0,0
110,1985,1985-10-06,5,29.176,DAL,@,NYG,W 30-29,0,0,,0,0,0,,0,0,0,0.0,1,0,0
111,1985,1985-10-13,6,29.183,DAL,,PIT,W 27-13,0,0,,0,0,0,,0,0,0,0.0,1,0,0
112,1985,1985-10-20,7,29.190,DAL,@,PHI,L 14-16,,,,,,,,,,,,,,
113,1985,1985-10-27,8,29.197,DAL,,ATL,W 24-10,,,,,,,,,,,,,,
114,1985,1985-11-04,9,29.205,DAL,@,STL,L 10-21,,,,,,,,,,,,,,
115,1985,1985-11-10,10,29.211,DAL,@,WAS,W 13-7,,,,,,,,,,,,,,
116,1985,1985-11-17,11,29.218,DAL,,CHI,L 0-44,,,,,,,,,,,,,,
117,1985,1985-11-24,12,29.225,DAL,,PHI,W 34-17,,,,,,,,,,,,,,
118,1985,1985-11-28,13,29.229,DAL,,STL,W 35-17,0,0,,0,0,0,,0,0,0,1.0,0,0,0
119,1985,1985-12-08,14,29.239,DAL,@,CIN,L 24-50,,,,,,,,,,,,,,
120,1985,1985-12-15,15,29.246,DAL,,NYG,W 28-21,,,,,,,,,,,,,,
121,1985,1985-12-22,16,29.253,DAL,@,SFO,L 16-31,,,,,,,,,,,,,,
122,1986,1986-09-07,1,30.147,STL,,RAM,L 10-16,,,,,,,,,,,,,,
123,1986,1986-09-14,2,30.154,STL,@,ATL,L 13-33,,,,,,,,,,,,,,
124,1986,1986-09-21,3,30.161,STL,@,BUF,L 10-17,,,,,,,,,,,,,,
125,1986,1986-09-29,4,30.169,STL,,DAL,L 7-31,,,,,,,,,,,,,,
126,1986,1986-10-05,5,30.175,STL,,NYG,L 6-13,,,,,,,,,,,,,,
127,1986,1986-10-12,6,30.182,STL,@,TAM,W 30-19,,,,,,,,,,,,,,
128,1986,1986-10-19,7,30.189,STL,@,WAS,L 21-28,,,,,,,,,,,,,,
129,1986,1986-10-26,8,30.196,STL,@,DAL,L 6-37,,,,,,,,,,,,,,
130,1986,1986-11-02,9,30.203,STL,,PHI,W 13-10,,,,,,,,,,,,,,
131,1986,1986-11-09,10,30.210,STL,@,SFO,L 17-43,,,,,,,,,,,,,,
132,1986,1986-11-16,11,30.217,STL,,NOR,L 7-16,,,,,,,,,,,,,,
133,1986,1986-11-23,12,30.224,STL,,KAN,W 23-14,,,,,,,,,,,,,,
134,1986,1986-11-30,13,30.231,STL,,WAS,L 17-20,,,,,,,,,,,,,,
135,1986,1986-12-07,14,30.238,STL,@,PHI,T 10-10,,,,,,,,,,,,,,
136,1986,1986-12-14,15,30.245,STL,@,NYG,L 7-27,,,,,,,,,,,,,,
137,1986,1986-12-21,16,30.252,STL,,TAM,W 21-17,,,,,,,,,,,,,,
