ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1973,1973-09-16,1,23.032,NWE,,BUF,L 13-31,12,53,4.42,1,3,29,9.67,0,1,6
2,1973,1973-09-23,2,23.039,NWE,,KAN,L 7-10,9,22,2.44,1,2,18,9.00,0,1,6
3,1973,1973-09-30,3,23.046,NWE,@,MIA,L 23-44,5,9,1.80,0,0,0,,0,0,0
4,1973,1973-10-07,4,23.053,NWE,,BAL,W 24-16,6,7,1.17,0,0,0,,0,0,0
5,1973,1973-10-14,5,23.060,NWE,,NYJ,L 7-9,1,9,9.00,0,0,0,,0,0,0
6,1973,1973-10-21,6,23.067,NWE,@,CHI,W 13-10,18,68,3.78,0,0,0,,0,0,0
7,1973,1973-10-28,7,23.074,NWE,,MIA,L 14-30,17,70,4.12,1,3,62,20.67,1,2,12
8,1973,1973-11-04,8,23.081,NWE,@,PHI,L 23-24,16,61,3.81,1,2,14,7.00,0,1,6
9,1973,1973-11-11,9,23.088,NWE,@,NYJ,L 13-33,7,14,2.00,0,1,8,8.00,0,0,0
10,1973,1973-11-18,10,23.095,NWE,,GNB,W 33-24,9,30,3.33,0,0,0,,0,0,0
11,1973,1973-11-25,11,23.102,NWE,@,HOU,W 32-0,15,62,4.13,0,0,0,,0,0,0
12,1973,1973-12-02,12,23.109,NWE,,SDG,W 30-14,17,64,3.76,0,1,12,12.00,0,0,0
13,1973,1973-12-09,13,23.116,NWE,@,BUF,L 13-37,14,30,2.14,0,2,-4,-2.00,0,0,0
14,1973,1973-12-16,14,23.123,NWE,@,BAL,L 13-18,9,17,1.89,0,1,5,5.00,0,0,0
15,1974,1974-09-15,1,24.031,NWE,,MIA,W 34-24,21,87,4.14,1,0,0,,0,1,6
16,1974,1974-09-22,2,24.038,NWE,@,NYG,W 28-20,16,76,4.75,0,4,42,10.50,1,1,6
17,1974,1974-09-29,3,24.045,NWE,,RAM,W 20-14,13,16,1.23,0,1,37,37.00,0,0,0
18,1974,1974-10-06,4,24.052,NWE,,BAL,W 42-3,9,41,4.56,0,3,11,3.67,1,1,6
19,1974,1974-10-13,5,24.059,NWE,@,NYJ,W 24-0,15,64,4.27,2,3,34,11.33,0,2,12
20,1974,1974-10-20,6,24.066,NWE,@,BUF,L 28-30,11,125,11.36,3,2,21,10.50,0,3,18
21,1974,1974-10-27,7,24.073,NWE,@,MIN,W 17-14,22,129,5.86,0,5,40,8.00,0,0,0
22,1974,1974-11-03,8,24.080,NWE,,BUF,L 28-29,18,85,4.72,1,1,6,6.00,0,1,6
23,1974,1974-11-10,9,24.087,NWE,,CLE,L 14-21,20,75,3.75,2,1,6,6.00,0,2,12
24,1974,1974-11-17,10,24.094,NWE,,NYJ,L 16-21,21,113,5.38,0,2,17,8.50,0,0,0
25,1975,1975-09-21,1,25.037,NWE,,HOU,L 0-7,16,60,3.75,0,7,55,7.86,0,0,0
26,1975,1975-09-28,2,25.044,NWE,,MIA,L 14-22,17,44,2.59,0,3,29,9.67,0,0,0
27,1975,1975-10-05,3,25.051,NWE,@,NYJ,L 7-36,8,19,2.38,0,0,0,,0,0,0
28,1975,1975-10-12,4,25.058,NWE,@,CIN,L 10-27,16,83,5.19,1,1,0,0.00,0,1,6
29,1975,1975-10-19,5,25.065,NWE,,BAL,W 21-10,18,59,3.28,1,1,-2,-2.00,0,1,6
30,1975,1975-10-26,6,25.072,NWE,,SFO,W 24-16,10,34,3.40,1,1,10,10.00,0,1,6
31,1975,1975-11-02,7,25.079,NWE,@,STL,L 17-24,11,42,3.82,0,4,41,10.25,0,0,0
32,1975,1975-11-09,8,25.086,NWE,@,SDG,W 33-19,21,90,4.29,1,4,30,7.50,0,1,6
33,1975,1975-11-16,9,25.093,NWE,,DAL,L 31-34,12,48,4.00,0,0,0,,0,0,0
34,1975,1975-11-23,10,25.100,NWE,@,BUF,L 31-45,19,100,5.26,2,2,14,7.00,1,3,18
35,1975,1975-12-01,11,25.108,NWE,@,MIA,L 7-20,8,34,4.25,0,5,50,10.00,0,0,0
36,1975,1975-12-14,13,25.121,NWE,,BUF,L 14-34,4,10,2.50,0,1,16,16.00,0,0,0
37,1975,1975-12-21,14,25.128,NWE,@,BAL,L 21-34,9,43,4.78,0,3,10,3.33,1,1,6
38,1976,1976-09-12,1,26.028,NWE,,BAL,L 13-27,14,56,4.00,0,4,19,4.75,0,0,0
39,1976,1976-09-19,2,26.035,NWE,,MIA,W 30-14,21,106,5.05,0,2,8,4.00,0,0,0
40,1976,1976-09-26,3,26.042,NWE,@,PIT,W 30-27,18,45,2.50,0,3,29,9.67,0,0,0
41,1976,1976-10-03,4,26.049,NWE,,OAK,W 48-17,21,101,4.81,0,5,94,18.80,0,0,0
42,1976,1976-10-10,5,26.056,NWE,@,DET,L 10-30,13,50,3.85,0,3,29,9.67,0,0,0
43,1976,1976-10-18,6,26.064,NWE,,NYJ,W 41-7,16,83,5.19,1,2,28,14.00,0,1,6
44,1976,1976-10-24,7,26.070,NWE,@,BUF,W 26-22,22,118,5.36,1,3,43,14.33,0,1,6
45,1976,1976-10-31,8,26.077,NWE,@,MIA,L 3-10,14,79,5.64,0,3,25,8.33,0,0,0
46,1976,1976-11-07,9,26.084,NWE,,BUF,W 20-10,25,141,5.64,1,0,0,,0,1,6
47,1976,1976-11-14,10,26.091,NWE,@,BAL,W 21-14,2,6,3.00,0,1,21,21.00,0,0,0
48,1976,1976-12-12,14,26.119,NWE,@,TAM,W 31-14,6,39,6.50,0,1,3,3.00,0,0,0
49,1977,1977-09-18,1,27.034,NWE,,KAN,W 21-17,23,105,4.57,0,3,48,16.00,0,0,0
50,1977,1977-09-26,2,27.042,NWE,@,CLE,L 27-30,18,70,3.89,0,7,52,7.43,1,1,6
