ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-11-03,9,23.090,ATL,@,TAM,W 43-28,,1,0,0,,0,0.0%,0.00,0,0
2,2016,2016-11-13,10,23.100,ATL,@,PHI,L 15-24,,0,0,0,,0,0.0%,,0,0
3,2016,2016-11-27,11,23.114,ATL,,ARI,W 38-19,,0,0,0,,0,0.0%,,0,0
4,2016,2016-12-04,12,23.121,ATL,,KAN,L 28-29,,0,0,0,,0,0.0%,,0,0
5,2016,2016-12-11,13,23.128,ATL,@,LAR,W 42-14,,0,0,0,,0,0.0%,,0,0
6,2016,2016-12-18,14,23.135,ATL,,SFO,W 41-13,,1,1,8,8.00,0,100.0%,8.00,0,0
7,2016,2016-12-24,15,23.141,ATL,@,CAR,W 33-16,*,3,2,34,17.00,1,66.7%,11.33,1,6
8,2016,2017-01-01,16,23.149,ATL,,NOR,W 38-32,,0,0,0,,0,0.0%,,0,0
9,2018,2018-09-06,1,25.032,PHI,,ATL,W 18-12,,0,0,0,,0,0.0%,,0,0
10,2018,2018-09-16,2,25.042,PHI,@,TAM,L 21-27,,6,4,57,14.25,0,66.7%,9.50,0,0
11,2018,2018-09-23,3,25.049,PHI,,IND,W 20-16,*,4,1,10,10.00,0,25.0%,2.50,0,0
