ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-30,4,22.067,CHI,@,DET,L 27-37,,,,,,,,,,,,,
2,2007,2007-10-07,5,22.074,CHI,@,GNB,W 27-20,,,,,,,,,,,,,
3,2007,2007-10-14,6,22.081,CHI,,MIN,L 31-34,,,,,,,,,,,,,
4,2007,2007-10-21,7,22.088,CHI,@,PHI,W 19-16,,,,,,,,,,,,,
5,2007,2007-10-28,8,22.095,CHI,,DET,L 7-16,,,,,,,,,,,,,
6,2007,2007-11-11,9,22.109,CHI,@,OAK,W 17-6,,,,,,,,,,,,,
7,2007,2007-11-18,10,22.116,CHI,@,SEA,L 23-30,,,,,,,,,,,,,
8,2007,2007-11-25,11,22.123,CHI,,DEN,W 37-34,,,,,,,,,,,,,
9,2007,2007-12-02,12,22.130,CHI,,NYG,L 16-21,,,,,,,,,,,,,
10,2007,2007-12-06,13,22.134,CHI,@,WAS,L 16-24,,,,,,,,,,,,,
11,2007,2007-12-17,14,22.145,CHI,@,MIN,L 13-20,,,,,,,,,,,,,
12,2007,2007-12-23,15,22.151,CHI,,GNB,W 35-7,,,,,,,,,,,,,
13,2007,2007-12-30,16,22.158,CHI,,NOR,W 33-25,,,,,,,,,,,,,
14,2008,2008-09-07,1,23.044,CHI,@,IND,W 29-13,,0,0,,0,0,0,0.0,0,0,0,0,0
15,2008,2008-09-14,2,23.051,CHI,@,CAR,L 17-20,,,,,,,,,,,,,
16,2008,2008-09-21,3,23.058,CHI,,TAM,L 24-27,*,0,0,,0,0,0,0.0,5,0,0,0,0
17,2008,2008-09-28,4,23.065,CHI,,PHI,W 24-20,,0,0,,0,0,0,0.0,2,1,0,0,0
18,2008,2008-10-05,5,23.072,CHI,@,DET,W 34-7,*,0,0,,0,0,0,0.0,4,3,0,0,0
19,2008,2008-10-12,6,23.079,CHI,@,ATL,L 20-22,*,0,0,,0,0,0,0.0,9,1,0,0,0
20,2008,2008-10-19,7,23.086,CHI,,MIN,W 48-41,*,0,0,,0,0,0,0.0,8,0,1,6,0
21,2008,2008-11-02,8,23.100,CHI,,DET,W 27-23,,0,0,,0,0,0,0.0,6,2,0,0,0
22,2008,2008-11-09,9,23.107,CHI,,TEN,L 14-21,,0,0,,0,0,0,0.0,4,0,0,0,0
23,2008,2008-11-16,10,23.114,CHI,@,GNB,L 3-37,,0,0,,0,0,0,0.0,4,1,0,0,0
24,2008,2008-11-23,11,23.121,CHI,@,STL,W 27-3,,0,0,,0,0,0,0.0,2,0,0,0,0
25,2008,2008-11-30,12,23.128,CHI,@,MIN,L 14-34,*,0,0,,0,0,0,0.0,6,3,0,0,0
26,2008,2008-12-07,13,23.135,CHI,,JAX,W 23-10,*,0,0,,0,0,0,0.0,3,1,0,0,0
27,2008,2008-12-11,14,23.139,CHI,,NOR,W 27-24,*,0,0,,0,0,0,0.0,3,0,0,0,0
28,2008,2008-12-22,15,23.150,CHI,,GNB,W 20-17,*,0,0,,0,0,0,0.0,9,0,0,0,0
29,2008,2008-12-28,16,23.156,CHI,@,HOU,L 24-31,*,0,0,,0,0,0,0.0,5,2,0,0,0
30,2009,2009-09-13,1,24.050,CHI,@,GNB,L 15-21,,0,0,,0,0,0,0.0,0,0,0,0,0
