ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-25,1,25.090,GNB,,CHI,L 14-17,0,0,,0,0,0,1,23,0
2,1960,1960-10-23,4,25.118,GNB,,SFO,W 41-14,0,0,,0,0,0,1,19,0
3,1960,1960-11-13,7,25.139,GNB,,DAL,W 41-7,0,0,,0,0,0,1,33,0
4,1960,1960-12-17,12,25.173,GNB,@,RAM,W 35-21,0,0,,0,0,0,1,0,0
5,1961,1961-10-01,3,26.096,GNB,,CHI,W 24-0,0,0,,0,0,0,2,38,0
6,1961,1961-10-22,6,26.117,GNB,@,MIN,W 33-7,0,0,,0,1,6,1,21,1
7,1963,1963-09-22,2,28.087,GNB,,DET,W 31-10,0,0,,0,0,0,1,23,0
8,1964,1964-09-13,1,29.078,GNB,,CHI,W 23-12,0,0,,0,0,0,1,1,0
9,1964,1964-11-22,11,29.148,GNB,,CLE,W 28-21,0,0,,0,0,0,1,10,0
10,1966,1966-12-18,14,31.174,RAM,,GNB,L 23-27,1,25,25.00,0,0,0,0,0,0
