ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,21.209,MIA,,NWE,W 39-35,,,,,
2,1994,1994-09-11,2,21.216,MIA,@,GNB,W 24-14,,,,,
3,1994,1994-09-18,3,21.223,MIA,,NYJ,W 28-14,,,,,
4,1994,1994-09-25,4,21.230,MIA,@,MIN,L 35-38,,1.0,0,0,0
5,1994,1994-10-02,5,21.237,MIA,@,CIN,W 23-7,,,,,
6,1994,1994-10-09,6,21.244,MIA,@,BUF,L 11-21,,,,,
7,1994,1994-10-16,7,21.251,MIA,,RAI,W 20-17,,,,,
8,1994,1994-10-30,8,21.265,MIA,@,NWE,W 23-3,,,,,
9,1994,1994-11-06,9,21.272,MIA,,IND,W 22-21,,,,,
10,1994,1994-11-13,10,21.279,MIA,,CHI,L 14-17,,,,,
11,1994,1994-11-20,11,21.286,MIA,@,PIT,L 13-16,,,,,
12,1994,1994-11-27,12,21.293,MIA,@,NYJ,W 28-24,,1.0,0,0,0
13,1994,1994-12-04,13,21.300,MIA,,BUF,L 31-42,,,,,
14,1994,1994-12-12,14,21.308,MIA,,KAN,W 45-28,,,,,
15,1994,1994-12-18,15,21.314,MIA,@,IND,L 6-10,,,,,
16,1994,1994-12-25,16,21.321,MIA,,DET,W 27-20,,1.0,0,0,0
17,1995,1995-09-03,1,22.208,MIA,,NYJ,W 52-14,,,,,
18,1995,1995-09-10,2,22.215,MIA,@,NWE,W 20-3,,,,,
19,1995,1995-09-18,3,22.223,MIA,,PIT,W 23-10,,1.0,0,0,0
20,1995,1995-10-01,4,22.236,MIA,@,CIN,W 26-23,,,,,
21,1995,1995-10-08,5,22.243,MIA,,IND,L 24-27,,,,,
22,1995,1995-10-15,6,22.250,MIA,@,NOR,L 30-33,,,,,
23,1995,1995-10-22,7,22.257,MIA,@,NYJ,L 16-17,,1.0,0,0,0
24,1995,1995-10-29,8,22.264,MIA,,BUF,W 23-6,,,,,
25,1995,1995-11-05,9,22.271,MIA,@,SDG,W 24-14,,,,,
26,1995,1995-11-12,10,22.278,MIA,,NWE,L 17-34,,,,,
27,1995,1995-11-20,11,22.286,MIA,,SFO,L 20-44,,,,,
28,1995,1995-11-26,12,22.292,MIA,@,IND,L 28-36,,,,,
29,1995,1995-12-03,13,22.299,MIA,,ATL,W 21-20,,,,,
30,1995,1995-12-11,14,22.307,MIA,,KAN,W 13-6,,,,,
31,1995,1995-12-17,15,22.313,MIA,@,BUF,L 20-23,,,,,
32,1995,1995-12-24,16,22.320,MIA,@,STL,W 41-22,,,,,
33,1996,1996-09-01,1,23.207,MIA,,NWE,W 24-10,,,,,
34,1996,1996-09-08,2,23.214,MIA,@,ARI,W 38-10,,,,,
35,1996,1996-09-15,3,23.221,MIA,,NYJ,W 36-27,,,,,
36,1996,1996-09-23,4,23.229,MIA,@,IND,L 6-10,,,,,
37,1996,1996-10-06,5,23.242,MIA,,SEA,L 15-22,,,,,
38,1996,1996-10-13,6,23.249,MIA,@,BUF,W 21-7,,2.0,0,0,0
39,1996,1996-10-20,7,23.256,MIA,@,PHI,L 28-35,,,,,
40,1996,1996-10-27,8,23.263,MIA,,DAL,L 10-29,,,,,
41,1996,1996-11-03,9,23.270,MIA,@,NWE,L 23-42,,,,,
42,1996,1996-11-10,10,23.277,MIA,,IND,W 37-13,,,,,
43,1996,1996-11-17,11,23.284,MIA,@,HOU,W 23-20,,,,,
44,1996,1996-11-25,12,23.292,MIA,,PIT,L 17-24,,,,,
45,1996,1996-12-01,13,23.298,MIA,@,OAK,L 7-17,,,,,
46,1996,1996-12-08,14,23.305,MIA,,NYG,L 7-17,,1.0,0,0,0
47,1996,1996-12-16,15,23.313,MIA,,BUF,W 16-14,,,,,
48,1996,1996-12-22,16,23.319,MIA,@,NYJ,W 31-28,,,,,
49,1997,1997-08-31,1,24.205,MIA,,IND,W 16-10,,1.0,0,0,0
50,1997,1997-09-07,2,24.212,MIA,,TEN,W 16-13,,,,,
51,1997,1997-09-14,3,24.219,MIA,@,GNB,L 18-23,,,,,
52,1997,1997-09-21,4,24.226,MIA,@,TAM,L 21-31,,,,,
53,1997,1997-10-05,5,24.240,MIA,,KAN,W 17-14,,1.0,0,0,0
54,1997,1997-10-12,6,24.247,MIA,@,NYJ,W 31-20,,1.0,0,0,0
55,1997,1997-10-27,8,24.262,MIA,,CHI,L 33-36,,0.5,0,0,0
56,1997,1997-11-02,9,24.268,MIA,@,BUF,L 6-9,,,,,
57,1997,1997-11-09,10,24.275,MIA,,NYJ,W 24-17,,,,,
58,1997,1997-11-17,11,24.283,MIA,,BUF,W 30-13,,,,,
59,1997,1997-11-23,12,24.289,MIA,@,NWE,L 24-27,,,,,
60,1997,1997-11-30,13,24.296,MIA,@,OAK,W 34-16,,1.5,0,0,0
61,1997,1997-12-07,14,24.303,MIA,,DET,W 33-30,,,,,
62,1997,1997-12-14,15,24.310,MIA,@,IND,L 0-41,,,,,
63,1997,1997-12-22,16,24.318,MIA,,NWE,L 12-14,,,,,
64,1998,1998-09-06,1,25.211,MIA,@,IND,W 24-15,,,,,
65,1998,1998-09-13,2,25.218,MIA,,BUF,W 13-7,,,,,
66,1998,1998-09-20,3,25.225,MIA,,PIT,W 21-0,,,,,
67,1998,1998-10-04,4,25.239,MIA,@,NYJ,L 9-20,,,,,
68,1998,1998-10-12,5,25.247,MIA,@,JAX,L 21-28,,,,,
69,1998,1998-10-18,6,25.253,MIA,,STL,W 14-0,,,,,
70,1998,1998-10-25,7,25.260,MIA,,NWE,W 12-9,,,,,
71,1998,1998-11-01,8,25.267,MIA,@,BUF,L 24-30,,,,,
72,1998,1998-11-08,9,25.274,MIA,,IND,W 27-14,,,,,
73,1998,1998-11-15,10,25.281,MIA,@,CAR,W 13-9,,,,,
74,1998,1998-11-23,11,25.289,MIA,@,NWE,L 23-26,,,,,
75,1998,1998-11-29,12,25.295,MIA,,NOR,W 30-10,,,,,
76,1998,1998-12-06,13,25.302,MIA,@,OAK,W 27-17,,,,,
77,1998,1998-12-13,14,25.309,MIA,,NYJ,L 16-21,,,,,
78,1998,1998-12-21,15,25.317,MIA,,DEN,W 31-21,,,,,
79,1998,1998-12-27,16,25.323,MIA,@,ATL,L 16-38,,,,,
80,1999,1999-09-13,1,26.218,MIA,@,DEN,W 38-21,*,,,,
81,1999,1999-09-19,2,26.224,MIA,,ARI,W 19-16,*,,,,
82,1999,1999-10-04,3,26.239,MIA,,BUF,L 18-23,*,,,,
83,1999,1999-10-10,4,26.245,MIA,@,IND,W 34-31,*,,,,
84,1999,1999-10-17,5,26.252,MIA,@,NWE,W 31-30,*,,,,
85,1999,1999-10-24,6,26.259,MIA,,PHI,W 16-13,*,,,,
86,1999,1999-10-31,7,26.266,MIA,@,OAK,W 16-9,*,,,,
87,1999,1999-11-07,8,26.273,MIA,,TEN,W 17-0,*,0.5,0,0,0
88,1999,1999-11-14,9,26.280,MIA,@,BUF,L 3-23,*,,,,
89,1999,1999-11-21,10,26.287,MIA,,NWE,W 27-17,*,0.5,0,0,0
90,1999,1999-11-25,11,26.291,MIA,@,DAL,L 0-20,*,,,,
91,1999,1999-12-05,12,26.301,MIA,,IND,L 34-37,*,,,,
