ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,2013,2013-10-03,5,22.233,BUF,@,CLE,L 24-37,,8,20,40.00,80,0,1,31.2,2,11,4.00,1.75,0,0,,0
2,2013,2013-11-03,9,22.264,BUF,,KAN,L 13-23,*,18,39,46.15,229,1,2,52.2,0,0,5.87,4.08,3,17,5.67,0
