ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2013,2013-09-08,1,23.194,GNB,@,SFO,L 28-34,,0,0,,0,0.0,0,0,0,0,0
2,2013,2013-09-15,2,23.201,GNB,,WAS,W 38-20,,0,0,,0,0.0,2,0,0,0,0
3,2013,2013-09-22,3,23.208,GNB,@,CIN,L 30-34,*,0,0,,0,0.0,2,0,0,0,0
4,2013,2013-10-06,4,23.222,GNB,,DET,W 22-9,,,,,,,,,,,
5,2013,2013-10-13,5,23.229,GNB,@,BAL,W 19-17,,0,0,,0,0.0,2,2,0,0,0
6,2013,2013-10-20,6,23.236,GNB,,CLE,W 31-13,,0,0,,0,0.0,1,0,0,0,0
7,2013,2013-10-27,7,23.243,GNB,@,MIN,W 44-31,,,,,,,,,,,
8,2013,2013-11-04,8,23.251,GNB,,CHI,L 20-27,,1,12,12.00,0,0.0,2,0,0,0,0
9,2013,2013-11-10,9,23.257,GNB,,PHI,L 13-27,,0,0,,0,0.0,1,0,0,0,0
10,2013,2013-11-17,10,23.264,GNB,@,NYG,L 13-27,,0,0,,0,0.0,4,0,0,0,0
11,2013,2013-11-24,11,23.271,GNB,,MIN,T 26-26,,0,0,,0,0.0,1,0,0,0,0
12,2013,2013-11-28,12,23.275,GNB,@,DET,L 10-40,,,,,,,,,,,
13,2013,2013-12-08,13,23.285,GNB,,ATL,W 22-21,,0,0,,0,0.0,1,0,0,0,0
14,2013,2013-12-15,14,23.292,GNB,@,DAL,W 37-36,,,,,,,,,,,
15,2013,2013-12-22,15,23.299,GNB,,PIT,L 31-38,,0,0,,0,0.0,1,0,0,0,0
16,2013,2013-12-29,16,23.306,GNB,@,CHI,W 33-28,,,,,,,,,,,
17,2014,2014-12-14,14,24.291,GNB,@,BUF,L 13-21,,,,,,,,,,,
18,2014,2014-12-21,15,24.298,GNB,@,TAM,W 20-3,,0,0,,0,0.0,1,0,0,0,0
19,2014,2014-12-28,16,24.305,GNB,,DET,W 30-20,,,,,,,,,,,
20,2015,2015-09-13,1,25.199,GNB,@,CHI,W 31-23,,0,0,,0,0.0,0,0,0,0,0
21,2015,2015-09-20,2,25.206,GNB,,SEA,W 27-17,,0,0,,0,0.0,0,0,0,0,0
22,2015,2015-09-28,3,25.214,GNB,,KAN,W 38-28,*,0,0,,0,0.0,1,0,0,0,0
23,2015,2015-10-04,4,25.220,GNB,@,SFO,W 17-3,,0,0,,0,0.0,0,0,0,0,0
24,2015,2015-10-11,5,25.227,GNB,,STL,W 24-10,,0,0,,0,0.0,3,0,0,0,0
25,2015,2015-10-18,6,25.234,GNB,,SDG,W 27-20,,0,0,,0,0.0,1,0,0,0,0
26,2015,2015-11-01,7,25.248,GNB,@,DEN,L 10-29,,0,0,,0,0.0,0,0,0,0,0
27,2015,2015-11-08,8,25.255,GNB,@,CAR,L 29-37,,0,0,,0,0.0,0,0,0,0,0
28,2015,2015-11-15,9,25.262,GNB,,DET,L 16-18,,0,0,,0,0.0,0,0,0,0,0
29,2015,2015-11-22,10,25.269,GNB,@,MIN,W 30-13,,0,0,,0,0.0,0,0,0,0,0
30,2015,2015-11-26,11,25.273,GNB,,CHI,L 13-17,,0,0,,0,0.0,0,0,0,0,0
31,2015,2015-12-03,12,25.280,GNB,@,DET,W 27-23,,0,0,,0,0.0,0,0,0,0,0
32,2015,2015-12-13,13,25.290,GNB,,DAL,W 28-7,,0,0,,0,0.0,0,0,0,0,0
33,2015,2015-12-20,14,25.297,GNB,@,OAK,W 30-20,,0,0,,0,0.0,0,0,0,0,0
34,2015,2015-12-27,15,25.304,GNB,@,ARI,L 8-38,,0,0,,0,0.0,0,0,0,0,0
35,2015,2016-01-03,16,25.311,GNB,,MIN,L 13-20,,0,0,,0,0.0,0,0,0,0,0
36,2016,2016-09-25,3,26.212,GNB,,DET,W 34-27,,0,0,,0,0.0,0,0,0,0,0
37,2016,2016-10-09,4,26.226,GNB,,NYG,W 23-16,,0,0,,0,0.0,0,0,0,0,0
38,2016,2016-11-17,10,26.265,NOR,@,CAR,L 20-23,,0,0,,0,0.0,0,0,0,0,0
39,2016,2016-11-27,11,26.275,NOR,,LAR,W 49-21,,0,0,,0,0.0,0,0,0,0,0
40,2016,2016-12-04,12,26.282,NOR,,DET,L 13-28,,0,0,,0,0.0,0,0,0,0,0
41,2016,2016-12-11,13,26.289,NOR,@,TAM,L 11-16,,0,0,,0,0.0,0,0,0,0,0
42,2016,2016-12-18,14,26.296,NOR,@,ARI,W 48-41,,0,0,,0,0.0,0,0,0,0,0
43,2016,2016-12-24,15,26.302,NOR,,TAM,W 31-24,,0,0,,0,0.0,0,0,0,0,0
44,2016,2017-01-01,16,26.310,NOR,@,ATL,L 32-38,,0,0,,0,0.0,0,0,0,0,0
