ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
14,2011,2011-12-18,14,24.329,ARI,,CLE,W 20-17,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2011,2011-12-24,15,24.335,ARI,@,CIN,L 16-23,,,,,,,,,,,0.0%,,,,,,
16,2011,2012-01-01,16,24.343,ARI,,SEA,W 23-20,,,,,,,,,,,0.0%,,,,,,
17,2012,2012-09-30,4,25.251,ARI,,MIA,W 24-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
18,2012,2012-10-04,5,25.255,ARI,@,STL,L 3-17,,0,0,,0,1,1,13,13.00,0,100.0%,13.00,0,0,0.0,0,0
19,2012,2012-10-14,6,25.265,ARI,,BUF,L 16-19,,,,,,,,,,,0.0%,,,,,,
20,2012,2012-10-21,7,25.272,ARI,@,MIN,L 14-21,,,,,,,,,,,0.0%,,,,,,
21,2012,2012-10-29,8,25.280,ARI,,SFO,L 3-24,,,,,,,,,,,0.0%,,,,,,
22,2012,2012-11-04,9,25.286,ARI,@,GNB,L 17-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2012,2012-11-18,10,25.300,ARI,@,ATL,L 19-23,,,,,,,,,,,0.0%,,,,,,
24,2012,2012-12-09,13,25.321,ARI,@,SEA,L 0-58,,,,,,,,,,,0.0%,,,,,,
25,2012,2012-12-16,14,25.328,ARI,,DET,W 38-10,,,,,,,,,,,0.0%,,,,,,
26,2012,2012-12-23,15,25.335,ARI,,CHI,L 13-28,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,0,0,0.0,0,0
27,2012,2012-12-30,16,25.342,ARI,@,SFO,L 13-27,,,,,,,,,,,0.0%,,,,,,
28,2013,2013-09-08,1,26.228,ARI,@,STL,L 24-27,,10,26,2.60,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
29,2013,2013-09-15,2,26.235,ARI,,DET,W 25-21,,3,1,0.33,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,1,0
30,2013,2013-09-22,3,26.242,ARI,@,NOR,L 7-31,,3,27,9.00,1,1,1,7,7.00,0,100.0%,7.00,1,6,0.0,2,0
31,2013,2013-09-29,4,26.249,ARI,@,TAM,W 13-10,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
32,2013,2013-10-06,5,26.256,ARI,,CAR,W 22-6,,1,-2,-2.00,0,3,3,20,6.67,0,100.0%,6.67,0,0,0.0,0,0
33,2013,2013-10-13,6,26.263,ARI,@,SFO,L 20-32,,1,2,2.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
34,2013,2013-10-17,7,26.267,ARI,,SEA,L 22-34,,0,0,,0,4,4,30,7.50,0,100.0%,7.50,0,0,0.0,2,0
35,2013,2013-10-27,8,26.277,ARI,,ATL,W 27-13,,,,,,,,,,,0.0%,,,,,,
36,2013,2013-11-10,9,26.291,ARI,,HOU,W 27-24,,,,,,,,,,,0.0%,,,,,,
37,2013,2013-11-17,10,26.298,ARI,@,JAX,W 27-14,,,,,,,,,,,0.0%,,,,,,
38,2013,2013-11-24,11,26.305,ARI,,IND,W 40-11,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,1,0
39,2013,2013-12-01,12,26.312,ARI,@,PHI,L 21-24,,,,,,,,,,,0.0%,,,,,,
40,2013,2013-12-08,13,26.319,ARI,,STL,W 30-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
41,2013,2013-12-15,14,26.326,ARI,@,TEN,W 37-34,,,,,,,,,,,0.0%,,,,,,
42,2013,2013-12-22,15,26.333,ARI,@,SEA,W 17-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
43,2013,2013-12-29,16,26.340,ARI,,SFO,L 20-23,,,,,,,,,,,0.0%,,,,,,
44,2014,2014-11-23,11,27.304,SFO,,WAS,W 17-13,,,,,,,,,,,0.0%,,,,,,
45,2014,2014-11-27,12,27.308,SFO,,SEA,L 3-19,,,,,,,,,,,0.0%,,,,,,
46,2014,2014-12-07,13,27.318,SFO,@,OAK,L 13-24,,,,,,,,,,,0.0%,,,,,,
47,2014,2014-12-14,14,27.325,SFO,@,SEA,L 7-17,,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
48,2014,2014-12-20,15,27.331,SFO,,SDG,L 35-38,,2,14,7.00,0,2,2,9,4.50,0,100.0%,4.50,0,0,0.0,1,0
49,2014,2014-12-28,16,27.339,SFO,,ARI,W 20-17,,1,-1,-1.00,0,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,0,0
