ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-11-21,10,23.302,ARI,@,KAN,L 13-31,,,,,,,,,,,0.0%,,,,,,
2,2011,2011-09-18,2,24.238,ARI,@,WAS,L 21-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
3,2011,2011-09-25,3,24.245,ARI,@,SEA,L 10-13,,17,54,3.18,0,5,3,21,7.00,0,60.0%,4.20,0,0,0.0,0,0
4,2011,2011-10-02,4,24.252,ARI,,NYG,L 27-31,,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2011,2011-10-09,5,24.259,ARI,@,MIN,L 10-34,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
6,2011,2011-10-23,6,24.273,ARI,,PIT,L 20-32,,5,17,3.40,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
7,2011,2011-10-30,7,24.280,ARI,@,BAL,L 27-30,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
8,2011,2011-11-06,8,24.287,ARI,,STL,W 19-13,,,,,,,,,,,0.0%,,,,,,
9,2011,2011-11-13,9,24.294,ARI,@,PHI,W 21-17,,,,,,,,,,,0.0%,,,,,,
10,2011,2011-11-20,10,24.301,ARI,@,SFO,L 7-23,,,,,,,,,,,0.0%,,,,,,
11,2011,2011-11-27,11,24.308,ARI,@,STL,W 23-20,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2011,2011-12-04,12,24.315,ARI,,DAL,W 19-13,,,,,,,,,,,0.0%,,,,,,
13,2011,2011-12-11,13,24.322,ARI,,SFO,W 21-19,,,,,,,,,,,0.0%,,,,,,
