ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,23.214,CAR,@,TAM,W 20-14,*,8,6,92,15.33,1,75.0%,11.50,1,6,0.0,0,0
2,2014,2014-09-14,2,23.221,CAR,,DET,W 24-7,*,8,2,46,23.00,0,25.0%,5.75,0,0,0.0,0,0
3,2014,2014-09-21,3,23.228,CAR,,PIT,L 19-37,*,11,8,115,14.38,1,72.7%,10.45,1,6,0.0,0,0
4,2014,2014-09-28,4,23.235,CAR,@,BAL,L 10-38,*,9,5,76,15.20,1,55.6%,8.44,1,6,0.0,0,0
5,2014,2014-10-05,5,23.242,CAR,,CHI,W 31-24,*,11,3,38,12.67,0,27.3%,3.45,0,0,0.0,1,0
6,2014,2014-10-12,6,23.249,CAR,@,CIN,T 37-37,*,8,7,49,7.00,1,87.5%,6.13,1,6,0.0,0,0
7,2014,2014-10-19,7,23.256,CAR,@,GNB,L 17-38,*,6,3,61,20.33,1,50.0%,10.17,1,6,0.0,0,0
8,2014,2014-10-26,8,23.263,CAR,,SEA,L 9-13,,7,4,94,23.50,0,57.1%,13.43,0,0,0.0,0,0
9,2014,2014-10-30,9,23.267,CAR,,NOR,L 10-28,*,10,2,18,9.00,0,20.0%,1.80,0,0,0.0,0,0
10,2014,2014-11-10,10,23.278,CAR,@,PHI,L 21-45,*,7,3,70,23.33,2,42.9%,10.00,2,12,0.0,0,0
11,2014,2014-11-16,11,23.284,CAR,,ATL,L 17-19,*,13,9,109,12.11,1,69.2%,8.38,1,6,0.0,1,0
12,2014,2014-11-30,12,23.298,CAR,@,MIN,L 13-31,*,12,5,56,11.20,0,41.7%,4.67,0,0,0.0,0,0
13,2014,2014-12-07,13,23.305,CAR,@,NOR,W 41-10,*,5,2,24,12.00,1,40.0%,4.80,1,6,0.0,0,0
14,2014,2014-12-14,14,23.312,CAR,,TAM,W 19-17,*,13,8,104,13.00,0,61.5%,8.00,0,0,0.0,0,0
15,2014,2014-12-21,15,23.319,CAR,,CLE,W 17-13,*,12,5,47,9.40,0,41.7%,3.92,0,0,0.0,0,0
16,2014,2014-12-28,16,23.326,CAR,@,ATL,W 34-3,*,5,1,9,9.00,0,20.0%,1.80,0,0,0.0,0,0
17,2016,2016-09-08,1,25.216,CAR,@,DEN,L 20-21,,12,6,91,15.17,1,50.0%,7.58,1,6,0.0,0,0
18,2016,2016-09-18,2,25.226,CAR,,SFO,W 46-27,*,9,7,108,15.43,2,77.8%,12.00,2,12,0.0,0,0
19,2016,2016-09-25,3,25.233,CAR,,MIN,L 10-22,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
20,2016,2016-10-02,4,25.240,CAR,@,ATL,L 33-48,*,7,3,39,13.00,1,42.9%,5.57,1,6,0.0,0,0
21,2016,2016-10-10,5,25.248,CAR,,TAM,L 14-17,*,9,5,70,14.00,0,55.6%,7.78,0,0,0.0,0,0
22,2016,2016-10-16,6,25.254,CAR,@,NOR,L 38-41,*,14,8,86,10.75,0,57.1%,6.14,0,0,0.0,0,0
23,2016,2016-10-30,7,25.268,CAR,,ARI,W 30-20,*,5,2,73,36.50,0,40.0%,14.60,0,0,0.0,0,0
24,2016,2016-11-06,8,25.275,CAR,@,LAR,W 13-10,,7,5,76,15.20,0,71.4%,10.86,0,0,0.0,0,0
25,2016,2016-11-13,9,25.282,CAR,,KAN,L 17-20,*,12,7,84,12.00,0,58.3%,7.00,0,0,0.0,0,0
26,2016,2016-11-17,10,25.286,CAR,,NOR,W 23-20,*,4,3,56,18.67,0,75.0%,14.00,0,0,0.0,0,0
27,2016,2016-11-27,11,25.296,CAR,@,OAK,L 32-35,*,6,2,53,26.50,1,33.3%,8.83,1,6,0.0,0,0
28,2016,2016-12-04,12,25.303,CAR,@,SEA,L 7-40,,9,2,18,9.00,0,22.2%,2.00,0,0,0.0,0,0
29,2016,2016-12-11,13,25.310,CAR,,SDG,W 28-16,*,4,1,11,11.00,0,25.0%,2.75,0,0,0.0,0,0
30,2016,2016-12-19,14,25.318,CAR,@,WAS,W 26-15,*,4,2,20,10.00,0,50.0%,5.00,0,0,0.0,0,0
31,2016,2016-12-24,15,25.323,CAR,,ATL,L 16-33,*,8,4,63,15.75,1,50.0%,7.88,1,6,0.0,0,0
32,2016,2017-01-01,16,25.331,CAR,@,TAM,L 16-17,*,7,6,93,15.50,1,85.7%,13.29,1,6,0.0,0,0
33,2017,2017-09-10,1,26.217,CAR,@,SFO,W 23-3,*,5,1,25,25.00,0,20.0%,5.00,0,0,0.0,0,0
34,2017,2017-09-17,2,26.224,CAR,,BUF,W 9-3,*,8,6,77,12.83,0,75.0%,9.63,0,0,0.0,0,0
35,2017,2017-09-24,3,26.231,CAR,,NOR,L 13-34,*,2,2,8,4.00,0,100.0%,4.00,0,0,0.0,0,0
36,2017,2017-10-01,4,26.238,CAR,@,NWE,W 33-30,*,4,4,104,26.00,0,100.0%,26.00,0,0,0.0,0,0
37,2017,2017-10-08,5,26.245,CAR,@,DET,W 27-24,*,6,4,58,14.50,1,66.7%,9.67,1,6,0.0,0,0
38,2017,2017-10-12,6,26.249,CAR,,PHI,L 23-28,*,13,9,99,11.00,0,69.2%,7.62,0,0,0.0,0,0
39,2017,2017-10-22,7,26.259,CAR,@,CHI,L 3-17,*,6,3,65,21.67,0,50.0%,10.83,0,0,0.0,0,0
40,2017,2017-10-29,8,26.266,CAR,@,TAM,W 17-3,*,7,3,39,13.00,1,42.9%,5.57,1,6,0.0,0,0
41,2017,2017-11-12,9,26.280,BUF,,NOR,L 10-47,*,6,3,42,14.00,0,50.0%,7.00,0,0,0.0,0,0
42,2017,2017-11-19,10,26.287,BUF,@,LAC,L 24-54,*,1,1,20,20.00,0,100.0%,20.00,0,0,0.0,0,0
43,2017,2017-12-10,13,26.308,BUF,,IND,W 13-7,*,8,3,38,12.67,1,37.5%,4.75,1,6,0.0,0,0
44,2017,2017-12-17,14,26.315,BUF,,MIA,W 24-16,*,2,2,20,10.00,0,100.0%,10.00,0,0,0.0,0,0
45,2017,2017-12-24,15,26.322,BUF,@,NWE,L 16-37,*,7,5,70,14.00,0,71.4%,10.00,0,0,0.0,0,0
46,2017,2017-12-31,16,26.329,BUF,@,MIA,W 22-16,*,3,2,27,13.50,0,66.7%,9.00,0,0,0.0,0,0
47,2018,2018-09-09,1,27.216,BUF,@,BAL,L 3-47,*,7,1,10,10.00,0,14.3%,1.43,0,0,0.0,0,0
48,2018,2018-09-16,2,27.223,BUF,,LAC,L 20-31,*,3,2,19,9.50,1,66.7%,6.33,1,6,0.0,0,0
49,2018,2018-09-23,3,27.230,BUF,@,MIN,W 27-6,*,5,3,29,9.67,0,60.0%,5.80,0,0,0.0,0,0
