ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-12-27,15,23.221,STL,@,ARI,L 10-31,,9,45,5.00,0,2,1,19,19.00,0,50.0%,9.50,0,0,0.0,0,0
2,2009,2010-01-03,16,23.228,STL,,SFO,L 6-28,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
3,2011,2011-10-02,4,25.135,HOU,,PIT,W 17-10,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
4,2011,2011-10-09,5,25.142,HOU,,OAK,L 20-25,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
5,2011,2011-10-23,6,25.156,CLE,,SEA,W 6-3,,3,15,5.00,0,5,5,43,8.60,0,100.0%,8.60,0,0,0.0,0,0
6,2011,2011-10-30,7,25.163,CLE,@,SFO,L 10-20,,11,37,3.36,0,8,5,24,4.80,0,62.5%,3.00,0,0,0.0,0,0
7,2011,2011-11-06,8,25.170,CLE,@,HOU,L 12-30,*,13,28,2.15,0,1,1,13,13.00,0,100.0%,13.00,0,0,0.0,0,0
8,2011,2011-11-13,9,25.177,CLE,,STL,L 12-13,*,19,90,4.74,0,2,2,19,9.50,0,100.0%,9.50,0,0,0.0,0,0
9,2011,2011-11-20,10,25.184,CLE,,JAX,W 14-10,*,21,115,5.48,1,3,2,19,9.50,0,66.7%,6.33,1,6,0.0,0,0
10,2011,2011-11-27,11,25.191,CLE,@,CIN,L 20-23,*,3,16,5.33,0,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0
11,2011,2011-12-04,12,25.198,CLE,,BAL,L 10-24,,1,2,2.00,0,6,5,28,5.60,0,83.3%,4.67,0,0,0.0,0,0
12,2011,2011-12-08,13,25.202,CLE,@,PIT,L 3-14,,2,31,15.50,0,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
13,2011,2011-12-18,14,25.212,CLE,@,ARI,L 17-20,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
14,2011,2011-12-24,15,25.218,CLE,@,BAL,L 14-20,,0,0,,0,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
15,2011,2012-01-01,16,25.226,CLE,,PIT,L 9-13,,,,,,,,,,,0.0%,,,,,,
16,2012,2012-09-16,2,26.119,CLE,@,CIN,L 27-34,,0,0,,0,6,6,73,12.17,0,100.0%,12.17,0,0,0.0,0,0
17,2012,2012-09-23,3,26.126,CLE,,BUF,L 14-24,,1,6,6.00,0,3,3,14,4.67,0,100.0%,4.67,0,0,0.0,0,0
18,2012,2012-09-27,4,26.130,CLE,@,BAL,L 16-23,,1,-2,-2.00,0,4,2,10,5.00,0,50.0%,2.50,0,0,0.0,0,0
19,2012,2012-10-07,5,26.140,CLE,@,NYG,L 27-41,,0,0,,0,4,3,54,18.00,0,75.0%,13.50,0,0,0.0,0,0
20,2012,2012-10-14,6,26.147,CLE,,CIN,W 34-24,,1,6,6.00,0,2,2,5,2.50,0,100.0%,2.50,0,0,0.0,0,0
21,2012,2012-10-21,7,26.154,CLE,@,IND,L 13-17,,1,6,6.00,0,4,3,17,5.67,0,75.0%,4.25,0,0,0.0,0,0
22,2012,2012-10-28,8,26.161,CLE,,SDG,W 7-6,,1,4,4.00,0,3,1,9,9.00,0,33.3%,3.00,0,0,0.0,0,0
23,2012,2012-11-04,9,26.168,CLE,,BAL,L 15-25,,0,0,,0,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
24,2012,2012-11-18,10,26.182,CLE,@,DAL,L 20-23,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2012,2012-11-25,11,26.189,CLE,,PIT,W 20-14,,,,,,,,,,,0.0%,,,,,,
26,2012,2012-12-02,12,26.196,CLE,@,OAK,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
