ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1988,1988-09-04,1,22.330,NOR,,SFO,L 33-34,,2,48,24.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
2,1988,1988-09-11,2,22.337,NOR,@,ATL,W 29-21,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
3,1988,1988-09-18,3,22.344,NOR,@,DET,W 22-14,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
4,1988,1988-09-25,4,22.351,NOR,,TAM,W 13-9,,1,10,10.00,0,,,1,17,17.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
5,1988,1988-10-03,5,22.359,NOR,,DAL,W 20-17,,3,63,21.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
6,1988,1988-10-09,6,22.365,NOR,@,SDG,W 23-17,,0,0,,0,,,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
7,1988,1988-10-16,7,23.006,NOR,@,SEA,W 20-19,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
8,1988,1988-10-23,8,23.013,NOR,,RAI,W 20-6,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,
9,1988,1988-10-30,9,23.020,NOR,,RAM,L 10-12,,0,0,,0,,,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
10,1988,1988-11-06,10,23.027,NOR,@,WAS,L 24-27,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,
11,1988,1988-11-13,11,23.034,NOR,@,RAM,W 14-10,,1,19,19.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
12,1988,1988-11-20,12,23.041,NOR,,DEN,W 42-0,,2,10,5.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
13,1988,1988-11-27,13,23.048,NOR,,NYG,L 12-13,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,
14,1988,1988-12-04,14,23.055,NOR,@,MIN,L 3-45,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
15,1988,1988-12-11,15,23.062,NOR,@,SFO,L 17-30,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
16,1988,1988-12-18,16,23.069,NOR,,ATL,W 10-9,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,0,
17,1989,1989-09-24,3,23.349,NOR,@,TAM,L 10-20,,2,26,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
18,1989,1989-10-01,4,23.356,NOR,,WAS,L 14-16,,1,47,47.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
19,1989,1989-10-08,5,23.363,NOR,,SFO,L 20-24,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
20,1989,1989-10-15,6,24.005,NOR,,NYJ,W 29-14,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
21,1989,1989-10-22,7,24.012,NOR,@,RAM,W 40-21,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
22,1989,1989-10-29,8,24.019,NOR,,ATL,W 20-13,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
23,1989,1989-11-06,9,24.027,NOR,@,SFO,L 13-31,,2,10,5.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
24,1989,1989-11-12,10,24.033,NOR,@,NWE,W 28-24,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
25,1989,1989-11-19,11,24.040,NOR,@,ATL,W 26-17,,2,54,27.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
26,1989,1989-11-26,12,24.047,NOR,,RAM,L 17-20,,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,0,
27,1989,1989-12-03,13,24.054,NOR,@,DET,L 14-21,,2,6,3.00,0,,,1,-10,-10.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,0,0
28,1989,1989-12-10,14,24.061,NOR,@,BUF,W 22-19,,4,96,24.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
29,1989,1989-12-18,15,24.069,NOR,,PHI,W 30-20,,1,26,26.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
30,1989,1989-12-24,16,24.075,NOR,,IND,W 41-6,,5,87,17.40,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
31,1990,1990-09-10,1,24.335,NOR,,SFO,L 12-13,,3,40,13.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
32,1990,1990-09-16,2,24.341,NOR,@,MIN,L 3-32,,1,5,5.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
33,1990,1990-09-23,3,24.348,NOR,,PHO,W 28-7,,1,0,0.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
34,1990,1990-10-07,4,24.362,NOR,@,ATL,L 27-28,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
35,1990,1990-10-14,5,25.004,NOR,,CLE,W 25-20,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1990,1990-10-21,6,25.011,NOR,@,HOU,L 10-23,,7,72,10.29,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
37,1990,1990-10-28,7,25.018,NOR,,DET,L 10-27,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
38,1990,1990-11-04,8,25.025,NOR,@,CIN,W 21-7,,3,46,15.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
39,1990,1990-11-11,9,25.032,NOR,,TAM,W 35-7,,3,50,16.67,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
40,1990,1990-11-18,10,25.039,NOR,@,WAS,L 17-31,,3,45,15.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
41,1990,1990-11-25,11,25.046,NOR,,ATL,W 10-7,,4,18,4.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
42,1990,1990-12-02,12,25.053,NOR,@,DAL,L 13-17,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
43,1990,1990-12-09,13,25.060,NOR,@,RAM,W 24-20,,2,17,8.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
44,1990,1990-12-16,14,25.067,NOR,,PIT,L 6-9,,4,53,13.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
45,1990,1990-12-23,15,25.074,NOR,@,SFO,W 13-10,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1990,1990-12-31,16,25.082,NOR,,RAM,W 20-17,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
47,1991,1991-09-08,2,25.333,DET,,GNB,W 23-14,,2,16,8.00,0,,,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
48,1991,1991-09-15,3,25.340,DET,,MIA,W 17-13,,2,38,19.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
49,1991,1991-09-22,4,25.347,DET,@,IND,W 33-24,,6,63,10.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
50,1991,1991-09-29,5,25.354,DET,,TAM,W 31-3,,3,53,17.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,1991,1991-10-06,6,25.361,DET,,MIN,W 24-20,,3,21,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
52,1991,1991-10-20,7,26.010,DET,@,SFO,L 3-35,,6,89,14.83,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
53,1991,1991-10-27,8,26.017,DET,,DAL,W 34-10,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,1991,1991-11-03,9,26.024,DET,@,CHI,L 10-20,,4,33,8.25,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
55,1991,1991-11-10,10,26.031,DET,@,TAM,L 21-30,,6,127,21.17,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
56,1991,1991-11-17,11,26.038,DET,,RAM,W 21-10,,2,17,8.50,0,,,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
57,1991,1991-11-24,12,26.045,DET,@,MIN,W 34-14,,5,66,13.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
58,1991,1991-11-28,13,26.049,DET,,CHI,W 16-6,,2,33,16.50,0,,,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
59,1991,1991-12-08,14,26.059,DET,,NYJ,W 34-20,,3,38,12.67,0,,,1,-2,-2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
60,1991,1991-12-15,15,26.066,DET,@,GNB,W 21-17,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,1991,1991-12-22,16,26.073,DET,@,BUF,W 17-14,,5,44,8.80,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
62,1992,1992-09-06,1,26.332,DET,@,CHI,L 24-27,8,7,77,11.00,1,87.5%,9.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
63,1992,1992-09-13,2,26.339,DET,,MIN,W 31-17,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,1,2,2.00,0,0,0,,0,0,0
64,1992,1992-09-20,3,26.346,DET,@,WAS,L 10-13,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
65,1992,1992-09-27,4,26.353,DET,,TAM,L 23-27,11,9,117,13.00,0,81.8%,10.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
66,1992,1992-10-04,5,26.360,DET,,NOR,L 7-13,6,4,26,6.50,1,66.7%,4.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
67,1992,1992-10-15,6,27.005,DET,@,MIN,L 14-31,11,8,124,15.50,0,72.7%,11.27,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
68,1992,1992-10-25,7,27.015,DET,@,TAM,W 38-7,6,3,41,13.67,1,50.0%,6.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
69,1992,1992-11-01,8,27.022,DET,,GNB,L 13-27,9,5,67,13.40,0,55.6%,7.44,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
70,1992,1992-11-08,9,27.029,DET,,DAL,L 3-37,6,1,6,6.00,0,16.7%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
71,1992,1992-11-15,10,27.036,DET,@,PIT,L 14-17,9,5,89,17.80,0,55.6%,9.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
72,1992,1992-11-22,11,27.043,DET,@,CIN,W 19-13,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
73,1992,1992-11-26,12,27.047,DET,,HOU,L 21-24,7,5,46,9.20,0,71.4%,6.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
74,1992,1992-12-06,13,27.057,DET,@,GNB,L 10-38,7,3,26,8.67,0,42.9%,3.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
75,1992,1992-12-13,14,27.064,DET,,CLE,W 24-14,4,3,34,11.33,1,75.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
76,1992,1992-12-20,15,27.071,DET,,CHI,W 16-3,5,4,87,21.75,0,80.0%,17.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
77,1992,1992-12-28,16,27.079,DET,@,SFO,L 6-24,10,6,28,4.67,0,60.0%,2.80,0,0,,0,0,0,,0,0,0,,,,,,3,57,19.00,0,0,0,,0,0,0
78,1993,1993-09-05,1,27.330,DET,,ATL,W 30-13,6,3,21,7.00,0,50.0%,3.50,1,-9,-9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
79,1993,1993-09-12,2,27.337,DET,@,NWE,W 19-16,8,4,51,12.75,0,50.0%,6.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
80,1993,1993-09-19,3,27.344,DET,@,NOR,L 3-14,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
81,1993,1993-09-26,4,27.351,DET,,PHO,W 26-20,4,1,9,9.00,1,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
82,1993,1993-10-03,5,27.358,DET,@,TAM,L 10-27,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
83,1993,1993-10-17,6,28.007,DET,,SEA,W 30-10,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,,,,,,,,,,,,0,
84,1993,1993-10-31,8,28.021,DET,@,MIN,W 30-27,5,3,47,15.67,0,60.0%,9.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
85,1993,1993-11-07,9,28.028,DET,,TAM,W 23-0,5,5,40,8.00,0,100.0%,8.00,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
86,1993,1993-11-21,10,28.042,DET,@,GNB,L 17-26,1,1,3,3.00,0,100.0%,3.00,2,15,7.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
87,1993,1993-11-25,11,28.046,DET,,CHI,L 6-10,10,8,75,9.38,0,80.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
88,1993,1993-12-05,12,28.056,DET,,MIN,L 0-13,10,5,31,6.20,0,50.0%,3.10,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
89,1993,1993-12-12,13,28.063,DET,@,PHO,W 21-14,5,4,34,8.50,0,80.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
90,1993,1993-12-19,14,28.070,DET,,SFO,L 17-55,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
91,1993,1993-12-26,15,28.077,DET,@,CHI,W 20-14,6,6,75,12.50,1,100.0%,12.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
92,1993,1994-01-02,16,28.084,DET,,GNB,W 30-20,7,3,55,18.33,0,42.9%,7.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,1994,1994-09-04,1,28.329,DET,,ATL,W 31-28,4,2,35,17.50,0,50.0%,8.75,1,11,11.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
94,1994,1994-09-11,2,28.336,DET,@,MIN,L 3-10,5,1,4,4.00,0,20.0%,0.80,1,12,12.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
95,1994,1994-09-19,3,28.344,DET,@,DAL,W 20-17,11,5,66,13.20,1,45.5%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
96,1994,1994-09-25,4,28.350,DET,,NWE,L 17-23,5,1,12,12.00,0,20.0%,2.40,1,25,25.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
97,1994,1994-10-02,5,28.357,DET,@,TAM,L 14-24,12,7,67,9.57,0,58.3%,5.58,2,20,10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
98,1994,1994-10-09,6,28.364,DET,,SFO,L 21-27,8,5,78,15.60,1,62.5%,9.75,1,6,6.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
