ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,24.186,KAN,,TEN,L 10-26,,0,0,,0,0,0,0.0,1,0,0,0,0
2,2014,2014-11-02,8,24.242,KAN,,NYJ,W 24-10,,,,,,,,,,,,,
3,2014,2014-11-16,10,24.256,KAN,,SEA,W 24-20,,,,,,,,,,,,,
4,2014,2014-11-20,11,24.260,KAN,@,OAK,L 20-24,,,,,,,,,,,,,
5,2014,2014-11-30,12,24.270,KAN,,DEN,L 16-29,,0,0,,0,0,0,0.0,1,0,0,0,0
6,2014,2014-12-07,13,24.277,KAN,@,ARI,L 14-17,,0,0,,0,0,0,0.0,1,0,0,0,0
7,2014,2014-12-14,14,24.284,KAN,,OAK,W 31-13,,0,0,,0,0,0,0.0,1,0,0,0,0
8,2014,2014-12-21,15,24.291,KAN,@,PIT,L 12-20,,0,0,,0,0,0,0.0,0,1,0,0,0
9,2014,2014-12-28,16,24.298,KAN,,SDG,W 19-7,,0,0,,0,0,0,0.0,2,0,0,0,0
10,2015,2015-09-13,1,25.192,KAN,@,HOU,W 27-20,,0,0,,0,0,0,0.0,0,0,0,0,0
11,2015,2015-09-17,2,25.196,KAN,,DEN,L 24-31,,0,0,,0,0,0,0.0,0,0,0,0,0
12,2015,2015-09-28,3,25.207,KAN,@,GNB,L 28-38,,0,0,,0,0,0,0.0,0,0,0,0,0
13,2015,2015-10-04,4,25.213,KAN,@,CIN,L 21-36,,0,0,,0,0,0,0.0,0,0,0,0,0
14,2015,2015-10-11,5,25.220,KAN,,CHI,L 17-18,,0,0,,0,0,0,0.0,0,0,0,0,0
15,2015,2015-10-18,6,25.227,KAN,@,MIN,L 10-16,,0,0,,0,0,0,0.0,0,0,0,0,0
16,2015,2015-10-25,7,25.234,KAN,,PIT,W 23-13,,0,0,,0,0,0,0.0,0,0,0,0,0
17,2015,2015-11-01,8,25.241,KAN,,DET,W 45-10,,0,0,,0,0,0,0.0,0,0,0,0,0
18,2015,2015-11-15,9,25.255,KAN,@,DEN,W 29-13,,0,0,,0,0,0,0.0,3,0,0,0,0
19,2015,2015-11-22,10,25.262,KAN,@,SDG,W 33-3,,0,0,,0,0,0,0.0,0,0,0,0,0
20,2015,2015-11-29,11,25.269,KAN,,BUF,W 30-22,,0,0,,0,0,0,0.0,0,0,0,0,0
21,2015,2015-12-06,12,25.276,KAN,@,OAK,W 34-20,,0,0,,0,0,0,1.0,3,1,0,0,0
22,2015,2015-12-13,13,25.283,KAN,,SDG,W 10-3,,0,0,,0,0,0,0.0,3,0,0,0,0
23,2015,2015-12-20,14,25.290,KAN,@,BAL,W 34-14,,0,0,,0,0,0,0.0,3,0,0,0,0
24,2015,2015-12-27,15,25.297,KAN,,CLE,W 17-13,,0,0,,0,0,0,0.0,1,0,0,0,0
25,2015,2016-01-03,16,25.304,KAN,,OAK,W 23-17,,0,0,,0,0,0,0.0,1,1,0,0,0
26,2016,2016-09-11,1,26.190,KAN,,SDG,W 33-27,,0,0,,0,0,0,0.0,0,0,0,0,0
27,2016,2016-09-18,2,26.197,KAN,@,HOU,L 12-19,,0,0,,0,0,0,0.0,2,0,0,0,0
28,2016,2016-09-25,3,26.204,KAN,,NYJ,W 24-3,,0,0,,0,0,0,0.0,2,0,1,0,0
29,2016,2016-10-02,4,26.211,KAN,@,PIT,L 14-43,,0,0,,0,0,0,0.0,4,1,0,0,0
30,2016,2016-10-16,5,26.225,KAN,@,OAK,W 26-10,,0,0,,0,0,0,0.0,5,0,0,0,0
31,2016,2016-10-23,6,26.232,KAN,,NOR,W 27-21,,0,0,,0,1,6,1.0,6,0,1,48,1
32,2016,2016-10-30,7,26.239,KAN,@,IND,W 30-14,,0,0,,0,0,0,0.0,7,0,0,0,0
33,2016,2016-11-06,8,26.246,KAN,,JAX,W 19-14,,0,0,,0,0,0,0.0,3,1,0,0,0
34,2016,2016-11-13,9,26.253,KAN,@,CAR,W 20-17,,0,0,,0,0,0,0.0,0,1,0,0,0
35,2016,2016-11-20,10,26.260,KAN,,TAM,L 17-19,,0,0,,0,0,0,0.0,1,1,0,0,0
36,2016,2016-11-27,11,26.267,KAN,@,DEN,W 30-27,,0,0,,0,0,0,0.0,1,0,0,0,0
37,2016,2016-12-04,12,26.274,KAN,@,ATL,W 29-28,*,0,0,,0,0,0,0.0,4,1,0,0,0
38,2016,2016-12-08,13,26.278,KAN,,OAK,W 21-13,,0,0,,0,0,0,0.0,4,2,0,0,0
39,2016,2016-12-18,14,26.288,KAN,,TEN,L 17-19,,0,0,,0,0,0,0.0,1,0,0,0,0
40,2016,2016-12-25,15,26.295,KAN,,DEN,W 33-10,,0,0,,0,0,0,0.0,3,0,0,0,0
41,2016,2017-01-01,16,26.302,KAN,@,SDG,W 37-27,,0,0,,0,0,0,0.0,4,0,1,0,0
42,2017,2017-09-07,1,27.186,KAN,@,NWE,W 42-27,,0,0,,0,0,0,0.0,2,0,0,0,0
