ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2017,2017-09-10,1,23.311,DET,,ARI,W 35-23,,7,4,69,17.25,2,57.1%,9.86,0,0,,0,2,12
2,2017,2017-09-18,2,23.319,DET,@,NYG,W 24-10,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
3,2017,2017-09-24,3,23.325,DET,,ATL,L 26-30,,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0
4,2017,2017-11-12,9,24.009,DET,,CLE,W 38-24,,3,2,64,32.00,0,66.7%,21.33,0,0,,0,0,0
5,2017,2017-11-19,10,24.016,DET,@,CHI,W 27-24,,3,2,52,26.00,0,66.7%,17.33,0,0,,0,0,0
6,2017,2017-11-23,11,24.020,DET,,MIN,L 23-30,,4,2,61,30.50,0,50.0%,15.25,0,0,,0,0,0
7,2017,2017-12-03,12,24.030,DET,@,BAL,L 20-44,*,3,2,44,22.00,0,66.7%,14.67,0,0,,0,0,0
8,2017,2017-12-10,13,24.037,DET,@,TAM,W 24-21,*,4,3,17,5.67,0,75.0%,4.25,1,9,9.00,0,0,0
9,2017,2017-12-16,14,24.043,DET,,CHI,W 20-10,*,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0
10,2017,2017-12-24,15,24.051,DET,@,CIN,L 17-26,*,8,4,28,7.00,0,50.0%,3.50,0,0,,0,0,0
11,2017,2017-12-31,16,24.058,DET,,GNB,W 35-11,*,3,2,80,40.00,1,66.7%,26.67,0,0,,0,1,6
12,2018,2018-09-10,1,24.311,DET,,NYJ,L 17-48,*,12,7,114,16.29,0,58.3%,9.50,0,0,,0,0,0
13,2018,2018-09-16,2,24.317,DET,@,SFO,L 27-30,*,9,6,89,14.83,1,66.7%,9.89,0,0,,0,1,6
14,2018,2018-09-23,3,24.324,DET,,NWE,W 26-10,*,7,6,53,8.83,1,85.7%,7.57,0,0,,0,1,6
