ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1984,1984-09-02,1,22.344,PHI,@,NYG,L 27-28,3,3,100.0,2,3,66.7,0,9
2,1984,1984-09-09,2,22.351,PHI,,MIN,W 19-17,1,1,100.0,4,4,100.0,0,13
3,1984,1984-09-16,3,22.358,PHI,@,DAL,L 17-23,2,2,100.0,1,2,50.0,0,5
4,1984,1984-09-23,4,22.365,PHI,,SFO,L 9-21,,,,3,3,100.0,0,9
5,1984,1984-09-30,5,23.006,PHI,@,WAS,L 0-20,,,,,,,,
6,1984,1984-10-07,6,23.013,PHI,@,BUF,W 27-17,3,3,100.0,2,2,100.0,0,9
7,1984,1984-10-14,7,23.020,PHI,,IND,W 16-7,1,1,100.0,3,3,100.0,0,10
8,1984,1984-10-21,8,23.027,PHI,,NYG,W 24-10,3,3,100.0,1,2,50.0,0,6
9,1984,1984-10-28,9,23.034,PHI,,STL,L 14-34,2,2,100.0,,,,0,2
10,1984,1984-11-04,10,23.041,PHI,@,DET,T 23-23,2,2,100.0,3,3,100.0,0,11
11,1984,1984-11-11,11,23.048,PHI,@,MIA,L 23-24,2,3,66.7,1,1,100.0,0,5
12,1984,1984-11-18,12,23.055,PHI,,WAS,W 16-10,1,1,100.0,3,4,75.0,0,10
13,1984,1984-11-25,13,23.062,PHI,@,STL,L 16-17,1,1,100.0,3,4,75.0,0,10
14,1984,1984-12-02,14,23.069,PHI,,DAL,L 10-26,1,1,100.0,1,1,100.0,0,4
15,1984,1984-12-09,15,23.076,PHI,,NWE,W 27-17,3,3,100.0,2,3,66.7,0,9
16,1984,1984-12-16,16,23.083,PHI,@,ATL,L 10-26,1,1,100.0,1,2,50.0,0,4
17,1985,1985-09-08,1,23.349,PHI,@,NYG,L 0-21,,,,,,,,
18,1985,1985-09-15,2,23.356,PHI,,RAM,L 6-17,,,,2,3,66.7,0,6
19,1985,1985-09-22,3,23.363,PHI,@,WAS,W 19-6,1,1,100.0,4,4,100.0,0,13
20,1985,1985-09-29,4,24.005,PHI,,NYG,L 10-16,1,1,100.0,1,2,50.0,0,4
21,1985,1985-10-06,5,24.012,PHI,@,NOR,L 21-23,3,3,100.0,,,,0,3
22,1985,1985-10-13,6,24.019,PHI,,STL,W 30-7,3,3,100.0,3,3,100.0,0,12
23,1985,1985-10-20,7,24.026,PHI,,DAL,W 16-14,1,1,100.0,3,3,100.0,0,10
24,1985,1985-10-27,8,24.033,PHI,,BUF,W 21-17,3,3,100.0,,,,0,3
25,1985,1985-11-03,9,24.040,PHI,@,SFO,L 13-24,1,1,100.0,2,2,100.0,0,7
26,1985,1985-11-10,10,24.047,PHI,,ATL,W 23-17,2,2,100.0,1,1,100.0,0,5
27,1985,1985-11-17,11,24.054,PHI,@,STL,W 24-14,3,3,100.0,1,2,50.0,0,6
28,1985,1985-11-24,12,24.061,PHI,@,DAL,L 17-34,2,2,100.0,1,1,100.0,0,5
29,1985,1985-12-01,13,24.068,PHI,,MIN,L 23-28,2,2,100.0,3,3,100.0,0,11
30,1985,1985-12-08,14,24.075,PHI,,WAS,L 12-17,1,1,100.0,1,1,100.0,0,4
31,1985,1985-12-15,15,24.082,PHI,@,SDG,L 14-20,2,2,100.0,,2,0.0,0,2
32,1985,1985-12-22,16,24.089,PHI,@,MIN,W 37-35,4,4,100.0,3,3,100.0,0,13
33,1986,1986-09-07,1,24.348,PHI,@,WAS,L 14-41,2,2,100.0,,,,0,2
34,1986,1986-09-14,2,24.355,PHI,@,CHI,L 10-13,1,1,100.0,1,1,100.0,0,4
35,1986,1986-09-21,3,24.362,PHI,,DEN,L 7-33,1,1,100.0,,,,0,1
36,1986,1986-09-28,4,25.004,PHI,,RAM,W 34-20,4,4,100.0,2,2,100.0,0,10
37,1986,1986-10-05,5,25.011,PHI,@,ATL,W 16-0,1,1,100.0,3,4,75.0,0,10
38,1986,1986-10-12,6,25.018,PHI,@,NYG,L 3-35,,,,1,1,100.0,0,3
39,1986,1986-10-19,7,25.025,PHI,,DAL,L 14-17,2,2,100.0,,2,0.0,0,2
40,1986,1986-10-26,8,25.032,PHI,,SDG,W 23-7,2,2,100.0,3,3,100.0,0,11
41,1986,1986-11-02,9,25.039,PHI,@,STL,L 10-13,1,1,100.0,1,2,50.0,0,4
42,1986,1986-11-09,10,25.046,PHI,,NYG,L 14-17,2,2,100.0,,1,0.0,0,2
43,1986,1986-11-16,11,25.053,PHI,,DET,L 11-13,,,,3,4,75.0,0,9
44,1986,1986-11-23,12,25.060,PHI,@,SEA,L 20-24,2,2,100.0,2,3,66.7,0,8
45,1986,1986-11-30,13,25.067,PHI,@,RAI,W 33-27,3,4,75.0,,1,0.0,0,3
46,1986,1986-12-07,14,25.074,PHI,,STL,T 10-10,1,1,100.0,1,3,33.3,0,4
47,1986,1986-12-14,15,25.081,PHI,@,DAL,W 23-21,2,2,100.0,3,3,100.0,0,11
48,1986,1986-12-21,16,25.088,PHI,,WAS,L 14-21,2,2,100.0,,1,0.0,0,2
49,1987,1987-09-13,1,25.354,PHI,@,WAS,L 24-34,3,3,100.0,1,2,50.0,0,6
50,1987,1987-09-20,2,25.361,PHI,,NOR,W 27-17,3,3,100.0,2,2,100.0,0,9
51,1987,1987-10-25,6,26.031,PHI,,DAL,W 37-20,4,4,100.0,3,4,75.0,0,13
52,1987,1987-11-01,7,26.038,PHI,@,STL,W 28-23,4,4,100.0,,2,0.0,0,4
53,1987,1987-11-08,8,26.045,PHI,,WAS,W 31-27,4,4,100.0,1,1,100.0,0,7
54,1987,1987-11-15,9,26.052,PHI,,NYG,L 17-20,2,2,100.0,1,3,33.3,0,5
