ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-10-04,3,23.328,DEN,,HOU,L 10-40,3,39,13.00,0,1,28,28.00,0
2,1987,1987-10-12,4,23.336,DEN,,RAI,W 30-14,0,0,,0,1,7,7.00,0
3,1987,1987-10-18,5,23.342,DEN,@,KAN,W 26-17,1,1,1.00,0,1,22,22.00,0
