ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1971,1971-09-19,1,22.350,CHI,,PIT,W 17-15,,,,,,,,,,,,,,,,,,,,,,,,,
2,1971,1971-09-26,2,22.357,CHI,@,MIN,W 20-17,,,,,,,,,,,,,,,,,,,,,,,,,
3,1971,1971-10-03,3,22.364,CHI,@,RAM,L 3-17,,,,,,,,,,,,,,,,,,,,,,,,,
4,1971,1971-10-10,4,23.006,CHI,,NOR,W 35-14,,,,,,,,,,,,,,,,,,,,,,,,,
5,1971,1971-10-17,5,23.013,CHI,@,SFO,L 0-13,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1971,1971-10-24,6,23.020,CHI,@,DET,W 28-23,,,,,,,,,,,,,,,,,,,,,,,,,
7,1971,1971-11-21,10,23.048,CHI,,DET,L 3-28,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1971,1971-11-29,11,23.056,CHI,@,MIA,L 3-34,1,28,28.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1971,1971-12-05,12,23.062,CHI,@,DEN,L 3-6,,,,,,,,,,,,,,,,,,,,,,,,,
10,1971,1971-12-12,13,23.069,CHI,@,GNB,L 10-31,,,,,,,,,,,,,,,,,,,,,,,,,
11,1971,1971-12-19,14,23.076,CHI,,MIN,L 10-27,,,,,,,,,,,,,,,,,,,,,,,,,
12,1972,1972-09-17,1,23.349,CHI,,ATL,L 21-37,2,50,25.00,1,2,6,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
13,1972,1972-09-24,2,23.356,CHI,,RAM,T 13-13,2,45,22.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
14,1972,1972-10-01,3,23.363,CHI,,DET,L 24-38,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
