ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1972,1972-09-17,1,25.300,CLE,,GNB,L 10-26,,,,
2,1972,1972-09-24,2,25.307,CLE,@,PHI,W 27-17,,,,
3,1972,1972-10-01,3,25.314,CLE,,CIN,W 27-6,,,,
4,1972,1972-10-08,4,25.321,CLE,,KAN,L 7-31,,,,
5,1972,1972-10-15,5,25.328,CLE,,CHI,L 0-17,,,,
6,1972,1972-10-22,6,25.335,CLE,@,HOU,W 23-17,,,,
7,1972,1972-10-29,7,25.342,CLE,@,DEN,W 27-20,,,,
8,1972,1972-11-05,8,25.349,CLE,,HOU,W 20-0,,,,
9,1972,1972-11-13,9,25.357,CLE,@,SDG,W 21-17,,,,
10,1972,1972-11-19,10,25.363,CLE,,PIT,W 26-24,,,,
11,1972,1972-11-26,11,26.004,CLE,,BUF,W 27-10,,,,
12,1972,1972-12-03,12,26.011,CLE,@,PIT,L 0-30,,,,
13,1972,1972-12-09,13,26.017,CLE,@,CIN,W 27-24,,,,
14,1972,1972-12-17,14,26.025,CLE,@,NYJ,W 26-10,,,,
15,1973,1973-09-16,1,26.298,CLE,,BAL,W 24-14,,,,
16,1973,1973-09-23,2,26.305,CLE,@,PIT,L 6-33,,,,
17,1973,1973-09-30,3,26.312,CLE,,NYG,W 12-10,,,,
18,1973,1973-10-07,4,26.319,CLE,,CIN,W 17-10,,,,
19,1973,1973-10-15,5,26.327,CLE,,MIA,L 9-17,,,,
20,1973,1973-10-21,6,26.333,CLE,,HOU,W 42-13,,,,
21,1973,1973-10-28,7,26.340,CLE,,SDG,T 16-16,2,55,27.50,0
22,1973,1973-11-04,8,26.347,CLE,@,MIN,L 3-26,2,26,13.00,0
23,1973,1973-11-11,9,26.354,CLE,@,HOU,W 23-13,1,0,0.00,0
24,1973,1973-11-18,10,26.361,CLE,@,OAK,W 7-3,,,,
25,1973,1973-11-25,11,27.003,CLE,,PIT,W 21-16,,,,
26,1973,1973-12-02,12,27.010,CLE,@,KAN,T 20-20,,,,
27,1973,1973-12-09,13,27.017,CLE,@,CIN,L 17-34,,,,
28,1973,1973-12-16,14,27.024,CLE,@,RAM,L 17-30,1,6,6.00,0
29,1974,1974-09-15,1,27.297,CLE,@,CIN,L 7-33,,,,
30,1974,1974-09-22,2,27.304,CLE,,HOU,W 20-7,,,,
31,1974,1974-09-29,3,27.311,CLE,@,STL,L 7-29,,,,
32,1974,1974-10-06,4,27.318,CLE,,OAK,L 24-40,,,,
33,1974,1974-10-13,5,27.325,CLE,,CIN,L 24-34,,,,
34,1974,1974-10-20,6,27.332,CLE,@,PIT,L 16-20,,,,
35,1974,1974-10-27,7,27.339,CLE,,DEN,W 23-21,,,,
36,1974,1974-11-03,8,27.346,CLE,@,SDG,L 35-36,,,,
37,1974,1974-11-10,9,27.353,CLE,@,NWE,W 21-14,,,,
38,1974,1974-11-17,10,27.360,CLE,,PIT,L 16-26,,,,
39,1974,1974-11-24,11,28.002,CLE,,BUF,L 10-15,,,,
40,1974,1974-12-01,12,28.009,CLE,,SFO,W 7-0,,,,
41,1974,1974-12-07,13,28.015,CLE,@,DAL,L 17-41,,,,
42,1974,1974-12-15,14,28.023,CLE,@,HOU,L 24-28,,,,
