ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
26,2005,2005-11-20,10,23.158,DAL,,DET,W 20-7,,,,,,,,,,,
27,2005,2005-11-24,11,23.162,DAL,,DEN,L 21-24,,,,,,,,,,,
28,2005,2005-12-04,12,23.172,DAL,@,NYG,L 10-17,,,,,,,,,,,
29,2005,2005-12-11,13,23.179,DAL,,KAN,W 31-28,,,,,,,,,,,
30,2005,2005-12-18,14,23.186,DAL,@,WAS,L 7-35,,,,,,,,,,,
31,2005,2005-12-24,15,23.192,DAL,@,CAR,W 24-20,,,,,,,,,,,
32,2005,2006-01-01,16,23.200,DAL,,STL,L 10-20,,,,,,,,,,,
33,2006,2006-12-10,13,24.178,DAL,,NOR,L 17-42,,,,,,,,,,,
34,2006,2006-12-16,14,24.184,DAL,@,ATL,W 38-28,,,,,,,,,,,
35,2006,2006-12-25,15,24.193,DAL,,PHI,L 7-23,,,,,,,,,,,
36,2006,2006-12-31,16,24.199,DAL,,DET,L 31-39,,1,13,13.00,0,0.0,,,0,0,0
37,2007,2007-09-09,1,25.086,DAL,,NYG,W 45-35,,,,,,,,,,,
38,2007,2007-09-16,2,25.093,DAL,@,MIA,W 37-20,,,,,,,,,,,
39,2007,2007-09-23,3,25.100,DAL,@,CHI,W 34-10,,,,,,,,,,,
40,2007,2007-09-30,4,25.107,DAL,,STL,W 35-7,,,,,,,,,,,
41,2007,2007-10-08,5,25.115,DAL,@,BUF,W 25-24,,,,,,,,,,,
42,2007,2007-10-14,6,25.121,DAL,,NWE,L 27-48,,0,0,,0,1.0,,,0,0,0
43,2007,2007-10-21,7,25.128,DAL,,MIN,W 24-14,,,,,,,,,,,
44,2007,2007-11-04,8,25.142,DAL,@,PHI,W 38-17,,,,,,,,,,,
45,2007,2007-11-11,9,25.149,DAL,@,NYG,W 31-20,,1,27,27.00,0,0.0,,,0,0,0
46,2007,2007-11-18,10,25.156,DAL,,WAS,W 28-23,,1,14,14.00,0,0.0,,,0,0,0
47,2007,2007-11-22,11,25.160,DAL,,NYJ,W 34-3,,,,,,,,,,,
48,2007,2007-11-29,12,25.167,DAL,,GNB,W 37-27,,,,,,,,,,,
49,2007,2007-12-09,13,25.177,DAL,@,DET,W 28-27,,2,32,16.00,0,0.0,,,0,0,0
50,2007,2007-12-16,14,25.184,DAL,,PHI,L 6-10,,2,49,24.50,0,0.0,,,0,0,0
51,2007,2007-12-22,15,25.190,DAL,@,CAR,W 20-13,,,,,,,,,,,
52,2008,2008-09-07,1,26.084,MIA,,NYJ,L 14-20,,,,,,,,,,,
53,2008,2008-09-14,2,26.091,MIA,@,ARI,L 10-31,,1,0,0.00,0,0.0,0,0,0,0,0
54,2008,2008-09-21,3,26.098,MIA,@,NWE,W 38-13,,0,0,,0,0.0,0,1,0,0,0
55,2008,2008-10-05,4,26.112,MIA,,SDG,W 17-10,,,,,,,,,,,
56,2008,2008-10-12,5,26.119,MIA,@,HOU,L 28-29,,,,,,,,,,,
57,2008,2008-10-19,6,26.126,MIA,,BAL,L 13-27,,0,0,,0,0.0,0,0,0,0,0
58,2008,2008-10-26,7,26.133,MIA,,BUF,W 25-16,,,,,,,,,,,
59,2008,2008-11-02,8,26.140,MIA,@,DEN,W 26-17,,0,0,,0,0.0,0,0,0,0,0
60,2008,2008-11-09,9,26.147,MIA,,SEA,W 21-19,,0,0,,0,0.0,1,1,0,0,0
61,2008,2008-11-16,10,26.154,MIA,,OAK,W 17-15,,,,,,,,,,,
62,2008,2008-11-23,11,26.161,MIA,,NWE,L 28-48,*,0,0,,0,0.0,1,0,0,0,0
63,2008,2008-11-30,12,26.168,MIA,@,STL,W 16-12,,0,0,,0,0.0,0,0,0,0,0
64,2008,2008-12-07,13,26.175,MIA,@,BUF,W 16-3,,0,0,,0,0.0,2,0,0,0,0
65,2008,2008-12-14,14,26.182,MIA,,SFO,W 14-9,,0,0,,0,2.0,3,0,0,0,0
66,2008,2008-12-21,15,26.189,MIA,@,KAN,W 38-31,,0,0,,0,1.0,4,0,1,0,0
67,2008,2008-12-28,16,26.196,MIA,@,NYJ,W 24-17,,0,0,,0,0.0,2,2,0,0,0
68,2009,2009-09-13,1,27.090,MIA,@,ATL,L 7-19,,0,0,,0,0.0,1,1,0,0,0
69,2009,2009-09-21,2,27.098,MIA,,IND,L 23-27,,0,0,,0,0.0,2,0,0,0,0
70,2009,2009-09-27,3,27.104,MIA,@,SDG,L 13-23,,0,0,,0,0.0,2,0,0,0,0
71,2009,2009-10-04,4,27.111,MIA,,BUF,W 38-10,*,0,0,,0,0.0,0,0,0,0,0
72,2009,2009-10-12,5,27.119,MIA,,NYJ,W 31-27,,0,0,,0,0.0,2,1,0,0,0
73,2009,2009-10-25,6,27.132,MIA,,NOR,L 34-46,,0,0,,0,0.0,2,1,1,0,0
74,2009,2009-11-01,7,27.139,MIA,@,NYJ,W 30-25,*,0,0,,0,0.0,4,1,0,0,0
75,2009,2009-11-08,8,27.146,MIA,@,NWE,L 17-27,*,0,0,,0,0.0,6,4,0,0,0
76,2009,2009-11-15,9,27.153,MIA,,TAM,W 25-23,,0,0,,0,0.0,1,1,0,0,0
77,2009,2009-11-19,10,27.157,MIA,@,CAR,W 24-17,,0,0,,0,0.0,1,0,1,0,0
78,2009,2009-11-29,11,27.167,MIA,@,BUF,L 14-31,,0,0,,0,0.0,1,0,0,0,0
79,2009,2009-12-06,12,27.174,MIA,,NWE,W 22-21,,0,0,,0,0.0,1,0,0,0,0
80,2009,2009-12-13,13,27.181,MIA,@,JAX,W 14-10,,0,0,,0,0.0,0,0,0,0,0
81,2009,2009-12-20,14,27.188,MIA,@,TEN,L 24-27,,0,0,,0,0.0,1,0,0,0,0
82,2009,2009-12-27,15,27.195,MIA,,HOU,L 20-27,*,0,0,,0,0.0,3,0,0,0,0
83,2009,2010-01-03,16,27.202,MIA,,PIT,L 24-30,*,0,0,,0,1.0,3,0,0,0,0
84,2010,2010-09-12,1,28.089,DEN,@,JAX,L 17-24,,0,0,,0,0.0,4,0,0,0,0
85,2010,2010-09-19,2,28.096,DEN,,SEA,W 31-14,,0,0,,0,0.0,6,0,0,0,0
86,2010,2010-09-26,3,28.103,DEN,,IND,L 13-27,*,0,0,,0,0.0,6,1,0,0,0
87,2010,2010-10-03,4,28.110,DEN,@,TEN,W 26-20,,0,0,,0,0.0,1,1,0,0,0
88,2010,2010-10-10,5,28.117,DEN,@,BAL,L 17-31,,0,0,,0,0.0,4,0,0,0,0
89,2010,2010-10-17,6,28.124,DEN,,NYJ,L 20-24,*,0,0,,0,0.0,6,1,0,0,0
90,2010,2010-10-24,7,28.131,DEN,,OAK,L 14-59,*,0,0,,0,0.0,5,1,0,0,0
91,2010,2010-10-31,8,28.138,DEN,@,SFO,L 16-24,,0,0,,0,0.0,1,0,0,0,0
92,2010,2010-11-14,9,28.152,DEN,,KAN,W 49-29,,0,0,,0,0.0,2,0,0,0,0
93,2010,2010-11-22,10,28.160,DEN,@,SDG,L 14-35,,0,0,,0,0.0,0,1,0,0,0
94,2010,2010-11-28,11,28.166,DEN,,STL,L 33-36,,0,0,,0,0.0,4,2,0,0,0
95,2010,2010-12-05,12,28.173,DEN,@,KAN,L 6-10,,0,0,,0,0.0,1,1,0,0,0
96,2010,2010-12-12,13,28.180,DEN,@,ARI,L 13-43,,,,,,,,,,,
97,2010,2010-12-19,14,28.187,DEN,@,OAK,L 23-39,,0,0,,0,0.0,0,1,0,0,0
98,2010,2010-12-26,15,28.194,DEN,,HOU,W 24-23,,0,0,,0,0.0,1,0,0,0,0
99,2010,2011-01-02,16,28.201,DEN,,SDG,L 28-33,,0,0,,0,0.0,2,0,0,0,0
100,2011,2011-09-25,3,29.102,MIA,@,CLE,L 16-17,,,,,,,,,,,
101,2011,2011-10-02,4,29.109,MIA,@,SDG,L 16-26,,0,0,,0,0.0,1,0,0,0,0
102,2011,2011-12-04,12,29.172,NWE,,IND,W 31-24,*,0,0,,0,0.0,6,3,0,0,0
103,2011,2011-12-11,13,29.179,NWE,@,WAS,W 34-27,,0,0,,0,0.0,0,1,0,0,0
104,2011,2011-12-18,14,29.186,NWE,@,DEN,W 41-23,,0,0,,0,0.0,1,0,0,0,0
105,2011,2011-12-24,15,29.192,NWE,,MIA,W 27-24,,0,0,,0,0.0,1,3,0,0,0
106,2011,2012-01-01,16,29.200,NWE,,BUF,W 49-21,,0,0,,0,0.0,1,3,0,0,0
