ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
20,1970,1970-10-11,4,24.222,SFO,@,RAM,W 20-6,0,0,,0,1,10,10.00,0,0,0,0
21,1970,1970-10-18,5,24.229,SFO,,NOR,T 20-20,,,,,,,,,,,
22,1970,1970-10-25,6,24.236,SFO,,DEN,W 19-14,,,,,,,,,,,
23,1970,1970-11-01,7,24.243,SFO,,GNB,W 26-10,0,0,,0,1,5,5.00,0,0,0,0
24,1970,1970-11-08,8,24.250,SFO,@,CHI,W 37-16,,,,,,,,,,,
25,1970,1970-11-15,9,24.257,SFO,@,HOU,W 30-20,,,,,,,,,,,
26,1970,1970-11-22,10,24.264,SFO,@,DET,L 7-28,,,,,,,,,,,
27,1970,1970-11-29,11,24.271,SFO,,RAM,L 13-30,,,,,,,,,,,
28,1970,1970-12-06,12,24.278,SFO,,ATL,W 24-20,,,,,,,,,,,
29,1970,1970-12-13,13,24.285,SFO,@,NOR,W 38-27,,,,,,,,,,,
30,1970,1970-12-20,14,24.292,SFO,@,OAK,W 38-7,,,,,,,,,,,
31,1971,1971-09-19,1,25.200,SFO,@,ATL,L 17-20,0,0,,0,1,10,10.00,0,0,0,0
32,1971,1971-09-26,2,25.207,SFO,@,NOR,W 38-20,,,,,,,,,,,
33,1971,1971-10-03,3,25.214,SFO,@,PHI,W 31-3,0,0,,0,1,8,8.00,0,0,0,0
34,1971,1971-10-10,4,25.221,SFO,,RAM,L 13-20,,,,,,,,,,,
35,1971,1971-10-17,5,25.228,SFO,,CHI,W 13-0,0,0,,0,0,0,,0,1,0,0
36,1971,1971-10-24,6,25.235,SFO,@,STL,W 26-14,,,,,,,,,,,
37,1971,1971-10-31,7,25.242,SFO,,NWE,W 27-10,0,0,,0,1,13,13.00,0,0,0,0
38,1971,1971-11-07,8,25.249,SFO,@,MIN,W 13-9,,,,,,,,,,,
39,1971,1971-11-14,9,25.256,SFO,,NOR,L 20-26,,,,,,,,,,,
40,1971,1971-11-21,10,25.263,SFO,@,RAM,L 6-17,,,,,,,,,,,
41,1971,1971-11-28,11,25.270,SFO,@,NYJ,W 24-21,0,0,,0,0,0,,0,1,57,0
42,1971,1971-12-06,12,25.278,SFO,,KAN,L 17-26,,,,,,,,,,,
43,1971,1971-12-12,13,25.284,SFO,,ATL,W 24-3,,,,,,,,,,,
44,1971,1971-12-19,14,25.291,SFO,,DET,W 31-27,,,,,,,,,,,
45,1972,1972-09-17,1,26.198,SFO,,SDG,W 34-3,0,0,,0,0,0,,0,1,0,0
46,1972,1972-09-24,2,26.205,SFO,@,BUF,L 20-27,,,,,,,,,,,
47,1972,1972-10-01,3,26.212,SFO,@,NOR,W 37-2,,,,,,,,,,,
48,1972,1972-10-08,4,26.219,SFO,@,RAM,L 7-31,0,0,,0,1,9,9.00,0,0,0,0
49,1972,1972-10-15,5,26.226,SFO,,NYG,L 17-23,,,,,,,,,,,
50,1972,1972-10-22,6,26.233,SFO,,NOR,T 20-20,,,,,,,,,,,
51,1972,1972-10-29,7,26.240,SFO,@,ATL,W 49-14,,,,,,,,,,,
52,1972,1972-11-05,8,26.247,SFO,@,GNB,L 24-34,,,,,,,,,,,
53,1972,1972-11-12,9,26.254,SFO,,BAL,W 24-21,,,,,,,,,,,
54,1972,1972-11-19,10,26.261,SFO,@,CHI,W 34-21,,,,,,,,,,,
55,1972,1972-11-23,11,26.265,SFO,@,DAL,W 31-10,,,,,,,,,,,
56,1972,1972-12-04,12,26.276,SFO,,RAM,L 16-26,,,,,,,,,,,
57,1972,1972-12-10,13,26.282,SFO,,ATL,W 20-0,,,,,,,,,,,
58,1972,1972-12-16,14,26.288,SFO,,MIN,W 20-17,,,,,,,,,,,
59,1973,1973-09-24,2,27.205,NOR,@,DAL,L 3-40,,,,,,,,,,,
60,1973,1973-09-30,3,27.211,NOR,@,BAL,L 10-14,,,,,,,,,,,
61,1973,1973-10-07,4,27.218,NOR,,CHI,W 21-16,,,,,,,,,,,
62,1973,1973-10-14,5,27.225,NOR,,DET,W 20-13,,,,,,,,,,,
63,1973,1973-10-21,6,27.232,NOR,@,SFO,L 0-40,,,,,,,,,,,
64,1973,1973-10-28,7,27.239,NOR,,WAS,W 19-3,,,,,,,,,,,
65,1973,1973-11-04,8,27.246,NOR,,BUF,W 13-0,,,,,,,,,,,
66,1973,1973-11-11,9,27.253,NOR,@,RAM,L 7-29,,,,,,,,,,,
67,1973,1973-11-18,10,27.260,NOR,@,SDG,L 14-17,,,,,,,,,,,
68,1973,1973-11-25,11,27.267,NOR,,RAM,L 13-24,,,,,,,,,,,
69,1973,1973-12-02,12,27.274,NOR,@,GNB,L 10-30,,,,,,,,,,,
70,1973,1973-12-09,13,27.281,NOR,,SFO,W 16-10,,,,,,,,,,,
71,1973,1973-12-16,14,27.288,NOR,@,ATL,L 10-14,,,,,,,,,,,
72,1974,1974-09-15,1,28.196,NOR,,SFO,L 13-17,,,,,,,,,,,
73,1974,1974-09-22,2,28.203,NOR,@,RAM,L 0-24,,,,,,,,,,,
74,1974,1974-10-13,5,28.224,NOR,@,DEN,L 17-33,,,,,,,,,,,
75,1974,1974-10-20,6,28.231,NOR,@,ATL,W 13-3,,,,,,,,,,,
76,1974,1974-10-27,7,28.238,NOR,,PHI,W 14-10,0,0,,0,0,0,,0,1,16,0
77,1974,1974-11-03,8,28.245,NOR,@,DET,L 14-19,,,,,,,,,,,
78,1974,1974-11-10,9,28.252,NOR,,MIA,L 0-21,,,,,,,,,,,
79,1974,1974-11-17,10,28.259,NOR,,RAM,W 20-7,,,,,,,,,,,
80,1974,1974-11-25,11,28.267,NOR,,PIT,L 7-28,,,,,,,,,,,
81,1974,1974-12-01,12,28.273,NOR,@,MIN,L 9-29,,,,,,,,,,,
82,1974,1974-12-08,13,28.280,NOR,,STL,W 14-0,,,,,,,,,,,
83,1974,1974-12-15,14,28.287,NOR,@,SFO,L 21-35,,,,,,,,,,,
84,1975,1975-10-12,4,29.223,NOR,,GNB,W 20-19,,,,,,,,,,,
85,1975,1975-10-19,5,29.230,NOR,@,SFO,L 21-35,,,,,,,,,,,
86,1975,1975-10-26,6,29.237,NOR,@,RAM,L 14-38,,,,,,,,,,,
87,1975,1975-11-02,7,29.244,NOR,,ATL,W 23-7,,,,,,,,,,,
88,1975,1975-11-09,8,29.251,NOR,@,OAK,L 10-48,,,,,,,,,,,
89,1975,1975-11-16,9,29.258,NOR,,MIN,L 7-20,,,,,,,,,,,
90,1975,1975-11-23,10,29.265,NOR,,SFO,L 6-16,,,,,,,,,,,
91,1975,1975-11-30,11,29.272,NOR,@,CLE,L 16-17,,,,,,,,,,,
92,1975,1975-12-07,12,29.279,NOR,,RAM,L 7-14,,,,,,,,,,,
93,1975,1975-12-14,13,29.286,NOR,@,NYG,L 14-28,,,,,,,,,,,
94,1975,1975-12-21,14,29.293,NOR,,CHI,L 17-42,,,,,,,,,,,
