ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,22.319,CAR,@,STL,W 27-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
2,2007,2007-09-16,2,22.326,CAR,,HOU,L 21-34,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
3,2007,2007-09-23,3,22.333,CAR,@,ATL,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
4,2007,2007-09-30,4,22.340,CAR,,TAM,L 7-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
5,2007,2007-10-07,5,22.347,CAR,@,NOR,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
6,2007,2007-10-14,6,22.354,CAR,@,ARI,W 25-10,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
7,2007,2007-10-28,7,23.003,CAR,,IND,L 7-31,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
8,2007,2007-11-04,8,23.010,CAR,@,TEN,L 7-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
9,2007,2007-11-11,9,23.017,CAR,,ATL,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,,0,0,0.0,,
10,2007,2007-11-18,10,23.024,CAR,@,GNB,L 17-31,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
11,2007,2007-11-25,11,23.031,CAR,,NOR,L 6-31,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,,
12,2007,2007-12-02,12,23.038,CAR,,SFO,W 31-14,,1,1,5,5.00,1,100.0%,5.00,0,0,,0,0,0,,0,,1,6,0.0,,
13,2007,2007-12-09,13,23.045,CAR,@,JAX,L 6-37,*,1,0,0,,0,0.0%,0.00,0,0,,0,1,25,25.00,0,,0,0,0.0,,
14,2007,2007-12-16,14,23.052,CAR,,SEA,W 13-10,,1,1,54,54.00,0,100.0%,54.00,0,0,,0,0,0,,0,,0,0,0.0,,
15,2007,2007-12-22,15,23.058,CAR,,DAL,L 13-20,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,0,0,0.0,,
16,2007,2007-12-30,16,23.066,CAR,@,TAM,W 31-23,,3,3,36,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,,1,6,0.0,,
17,2008,2008-09-07,1,23.318,CAR,@,SDG,W 26-24,*,8,7,96,13.71,1,87.5%,12.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
18,2008,2008-09-14,2,23.325,CAR,,CHI,W 20-17,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,18,18.00,0,,0,0,0.0,0,0
19,2008,2008-09-21,3,23.332,CAR,@,MIN,L 10-20,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2008,2008-09-28,4,23.339,CAR,,ATL,W 24-9,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
21,2008,2008-10-05,5,23.346,CAR,,KAN,W 34-0,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
22,2008,2008-10-12,6,23.353,CAR,@,TAM,L 3-27,*,6,3,28,9.33,0,50.0%,4.67,0,0,,0,0,0,,0,,0,0,0.0,1,0
23,2008,2008-10-19,7,23.360,CAR,,NOR,W 30-7,,,,,,,0.0%,,,,,,,,,,,,,,,
24,2008,2008-10-26,8,24.001,CAR,,ARI,W 27-23,,,,,,,0.0%,,,,,,,,,,,,,,,
25,2008,2008-11-09,9,24.015,CAR,@,OAK,W 17-6,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
26,2008,2008-11-16,10,24.022,CAR,,DET,W 31-22,*,2,,,,,0.0%,,,,,,,,,,,,,,,
27,2008,2008-11-23,11,24.029,CAR,@,ATL,L 28-45,,3,3,43,14.33,0,100.0%,14.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2008,2008-11-30,12,24.036,CAR,@,GNB,W 35-31,,1,0,0,,0,0.0%,0.00,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0
29,2008,2008-12-08,13,24.044,CAR,,TAM,W 38-23,*,1,,,,,0.0%,,,,,,,,,,,,,,,
30,2008,2008-12-14,14,24.050,CAR,,DEN,W 30-10,,,,,,,0.0%,,,,,,,,,,,,,,,
31,2008,2008-12-21,15,24.057,CAR,@,NYG,L 28-34,*,,,,,,0.0%,,,,,,,,,,,,,,,
32,2008,2008-12-28,16,24.064,CAR,@,NOR,W 33-31,*,1,,,,,0.0%,,,,,,,,,,,,,,,
33,2009,2009-09-13,1,24.323,CAR,,PHI,L 10-38,,1,,,,,0.0%,,,,,,,,,,,,,,,
34,2009,2009-09-20,2,24.330,CAR,@,ATL,L 20-28,,4,3,31,10.33,1,75.0%,7.75,0,0,,0,0,0,,0,,1,6,0.0,0,0
35,2009,2009-09-28,3,24.338,CAR,@,DAL,L 7-21,*,5,3,58,19.33,1,60.0%,11.60,0,0,,0,0,0,,0,,1,6,0.0,0,0
36,2009,2009-10-11,4,24.351,CAR,,WAS,W 20-17,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2009,2009-10-18,5,24.358,CAR,@,TAM,W 28-21,*,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,,0,0,0.0,1,0
38,2009,2009-10-25,6,25.000,CAR,,BUF,L 9-20,,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2009,2009-11-15,9,25.021,CAR,,ATL,W 28-19,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2009,2009-11-19,10,25.025,CAR,,MIA,L 17-24,*,7,4,40,10.00,0,57.1%,5.71,0,0,,0,0,0,,0,,0,0,0.0,0,0
41,2009,2009-11-29,11,25.035,CAR,@,NYJ,L 6-17,*,7,4,62,15.50,0,57.1%,8.86,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2009,2009-12-06,12,25.042,CAR,,TAM,W 16-6,*,3,2,11,5.50,0,66.7%,3.67,0,0,,0,1,19,19.00,0,,0,0,0.0,0,0
43,2009,2009-12-13,13,25.049,CAR,@,NWE,L 10-20,,6,3,26,8.67,0,50.0%,4.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2009,2009-12-20,14,25.056,CAR,,MIN,W 26-7,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2009,2009-12-27,15,25.063,CAR,@,NYG,W 41-9,*,1,,,,,0.0%,,,,,,,,,,,,,,,
46,2009,2010-01-03,16,25.070,CAR,,NOR,W 23-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,1,22,22.00,0,,0,0,0.0,0,0
47,2010,2010-09-12,1,25.322,CAR,@,NYG,L 18-31,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2010,2010-09-19,2,25.329,CAR,,TAM,L 7-20,*,6,3,47,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2010,2010-09-26,3,25.336,CAR,,CIN,L 7-20,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2010,2010-10-03,4,25.343,CAR,@,NOR,L 14-16,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2010,2010-10-10,5,25.350,CAR,,CHI,L 6-23,*,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
52,2010,2010-10-24,6,25.364,CAR,,SFO,W 23-20,,5,5,28,5.60,0,100.0%,5.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2010,2010-10-31,7,26.006,CAR,@,STL,L 10-20,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2010,2010-11-07,8,26.013,CAR,,NOR,L 3-34,*,5,2,10,5.00,0,40.0%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2010,2010-11-14,9,26.020,CAR,@,TAM,L 16-31,,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2010,2010-11-21,10,26.027,CAR,,BAL,L 13-37,,4,,,,,0.0%,,,,,,,,,,,,,,,
57,2010,2010-11-28,11,26.034,CAR,@,CLE,L 23-24,,5,3,33,11.00,0,60.0%,6.60,1,-2,-2.00,0,0,0,,0,,0,0,0.0,0,0
58,2010,2010-12-05,12,26.041,CAR,@,SEA,L 14-31,,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2010,2010-12-12,13,26.048,CAR,,ATL,L 10-31,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2010,2010-12-19,14,26.055,CAR,,ARI,W 19-12,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2010,2010-12-23,15,26.059,CAR,@,PIT,L 3-27,*,5,1,3,3.00,0,20.0%,0.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
62,2010,2011-01-02,16,26.069,CAR,@,ATL,L 10-31,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2011,2011-09-12,1,26.322,MIA,,NWE,L 24-38,,,,,,,0.0%,,,,,,,,,,,,,,,
64,2011,2011-09-18,2,26.328,MIA,,HOU,L 13-23,,,,,,,0.0%,,,,,,,,,,,,,,,
65,2011,2011-09-25,3,26.335,DEN,@,TEN,L 14-17,,,,,,,0.0%,,,,,,,,,,,,,,,
