ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1974,1974-09-15,1,22.247,NOR,,SFO,L 13-17,,,,
2,1974,1974-09-22,2,22.254,NOR,@,RAM,L 0-24,,,,
3,1974,1974-09-29,3,22.261,NOR,,ATL,W 14-13,,,,
4,1974,1974-10-06,4,22.268,NOR,@,CHI,L 10-24,,,,
5,1974,1974-10-13,5,22.275,NOR,@,DEN,L 17-33,,,,
6,1974,1974-10-20,6,22.282,NOR,@,ATL,W 13-3,,,,
7,1974,1974-10-27,7,22.289,NOR,,PHI,W 14-10,,,,
8,1974,1974-11-03,8,22.296,NOR,@,DET,L 14-19,,,,
9,1974,1974-11-10,9,22.303,NOR,,MIA,L 0-21,1,4,4.00,0
10,1974,1974-11-17,10,22.310,NOR,,RAM,W 20-7,,,,
11,1974,1974-11-25,11,22.318,NOR,,PIT,L 7-28,,,,
12,1974,1974-12-01,12,22.324,NOR,@,MIN,L 9-29,,,,
13,1974,1974-12-08,13,22.331,NOR,,STL,W 14-0,,,,
14,1974,1974-12-15,14,22.338,NOR,@,SFO,L 21-35,1,9,9.00,0
15,1975,1975-09-21,1,23.253,NOR,@,WAS,L 3-41,,,,
16,1975,1975-09-28,2,23.260,NOR,,CIN,L 0-21,,,,
17,1975,1975-10-05,3,23.267,NOR,@,ATL,L 7-14,,,,
18,1975,1975-10-12,4,23.274,NOR,,GNB,W 20-19,,,,
19,1975,1975-10-19,5,23.281,NOR,@,SFO,L 21-35,,,,
20,1975,1975-10-26,6,23.288,NOR,@,RAM,L 14-38,,,,
21,1975,1975-11-02,7,23.295,NOR,,ATL,W 23-7,,,,
22,1975,1975-11-09,8,23.302,NOR,@,OAK,L 10-48,,,,
23,1975,1975-11-16,9,23.309,NOR,,MIN,L 7-20,,,,
24,1975,1975-11-23,10,23.316,NOR,,SFO,L 6-16,,,,
25,1975,1975-11-30,11,23.323,NOR,@,CLE,L 16-17,,,,
26,1975,1975-12-07,12,23.330,NOR,,RAM,L 7-14,,,,
27,1975,1975-12-14,13,23.337,NOR,@,NYG,L 14-28,,,,
