ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-10-25,6,24.124,IND,@,STL,W 42-6,,0,0,0.0,1,0
2,2009,2009-11-01,7,24.131,IND,,SFO,W 18-14,,,,,,
3,2009,2009-11-15,9,24.145,IND,,NWE,W 35-34,,,,,,
4,2009,2009-11-22,10,24.152,IND,@,BAL,W 17-15,,,,,,
5,2009,2009-11-29,11,24.159,IND,@,HOU,W 35-27,,,,,,
6,2009,2009-12-06,12,24.166,IND,,TEN,W 27-17,,0,0,0.0,1,1
7,2009,2009-12-13,13,24.173,IND,,DEN,W 28-16,,,,,,
8,2009,2009-12-17,14,24.177,IND,@,JAX,W 35-31,,0,0,0.0,1,0
9,2009,2009-12-27,15,24.187,IND,,NYJ,L 15-29,,,,,,
10,2009,2010-01-03,16,24.194,IND,@,BUF,L 7-30,*,0,0,0.0,1,0
11,2010,2010-09-12,1,25.081,IND,@,HOU,L 24-34,*,0,0,0.0,2,3
12,2010,2010-09-19,2,25.088,IND,,NYG,W 38-14,*,1,6,0.0,1,0
13,2010,2010-09-26,3,25.095,IND,@,DEN,W 27-13,*,,,,,
14,2010,2010-10-03,4,25.102,IND,@,JAX,L 28-31,*,0,0,0.0,4,0
15,2010,2010-10-10,5,25.109,IND,,KAN,W 19-9,*,,,,,
16,2010,2010-10-17,6,25.116,IND,@,WAS,W 27-24,*,0,0,0.0,0,2
17,2010,2010-11-01,7,25.131,IND,,HOU,W 30-17,*,,,,,
18,2010,2010-11-07,8,25.137,IND,@,PHI,L 24-26,*,0,0,0.0,3,0
19,2010,2010-11-14,9,25.144,IND,,CIN,W 23-17,*,0,0,0.0,1,0
20,2010,2010-11-21,10,25.151,IND,@,NWE,L 28-31,*,0,0,0.0,0,1
21,2010,2010-11-28,11,25.158,IND,,SDG,L 14-36,*,0,0,0.0,1,0
22,2010,2010-12-05,12,25.165,IND,,DAL,L 35-38,*,0,0,0.0,3,0
23,2010,2010-12-09,13,25.169,IND,@,TEN,W 30-28,*,0,0,0.0,2,0
24,2010,2010-12-19,14,25.179,IND,,JAX,W 34-24,*,0,0,0.0,1,0
25,2010,2010-12-26,15,25.186,IND,@,OAK,W 31-26,*,0,0,0.0,2,0
26,2010,2011-01-02,16,25.193,IND,,TEN,W 23-20,*,,,,,
27,2011,2011-09-11,1,26.080,IND,@,HOU,L 7-34,*,0,0,0.0,1,0
28,2011,2011-09-18,2,26.087,IND,,CLE,L 19-27,*,0,0,0.0,0,2
29,2011,2011-10-09,5,26.108,IND,,KAN,L 24-28,*,,,,,
30,2011,2011-10-16,6,26.115,IND,@,CIN,L 17-27,*,0,0,0.0,0,1
31,2011,2011-10-23,7,26.122,IND,@,NOR,L 7-62,*,0,0,0.0,1,1
32,2011,2011-10-30,8,26.129,IND,@,TEN,L 10-27,*,,,,,
33,2011,2011-11-06,9,26.136,IND,,ATL,L 7-31,*,,,,,
34,2011,2011-11-13,10,26.143,IND,,JAX,L 3-17,*,0,0,0.0,3,1
35,2011,2011-11-27,11,26.157,IND,,CAR,L 19-27,*,0,0,0.0,1,1
36,2011,2011-12-04,12,26.164,IND,@,NWE,L 24-31,*,0,0,1.0,2,1
37,2011,2011-12-11,13,26.171,IND,@,BAL,L 10-24,*,0,0,0.0,3,1
