ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
38,2011,2011-12-18,14,26.178,IND,,TEN,W 27-13,*,,,,,
39,2011,2011-12-22,15,26.182,IND,,HOU,W 19-16,*,0,0,1.0,2,0
40,2011,2012-01-01,16,26.192,IND,@,JAX,L 13-19,*,0,0,0.0,0,1
41,2012,2012-09-09,1,27.078,IND,@,CHI,L 21-41,*,,,,,
42,2012,2012-09-16,2,27.085,IND,,MIN,W 23-20,*,0,0,0.0,0,1
43,2012,2012-09-23,3,27.092,IND,,JAX,L 17-22,*,0,0,0.0,2,1
44,2012,2012-10-07,4,27.106,IND,,GNB,W 30-27,*,,,,,
45,2012,2012-11-04,8,27.134,IND,,MIA,W 23-20,*,0,0,0.0,0,3
46,2012,2012-11-08,9,27.138,IND,@,JAX,W 27-10,*,,,,,
47,2012,2012-11-18,10,27.148,IND,@,NWE,L 24-59,*,0,0,0.0,0,2
48,2012,2012-11-25,11,27.155,IND,,BUF,W 20-13,*,0,0,0.0,0,5
49,2013,2013-09-08,1,28.077,IND,,OAK,W 21-17,,,,,,
50,2013,2013-09-15,2,28.084,IND,,MIA,L 20-24,,0,0,0.0,0,1
51,2013,2013-09-22,3,28.091,IND,@,SFO,W 27-7,,0,0,0.0,1,0
52,2013,2013-09-29,4,28.098,IND,@,JAX,W 37-3,*,,,,,
53,2013,2013-10-06,5,28.105,IND,,SEA,W 34-28,*,0,0,0.0,0,2
54,2013,2013-10-14,6,28.113,IND,@,SDG,L 9-19,,0,0,0.0,3,0
55,2013,2013-10-20,7,28.119,IND,,DEN,W 39-33,,0,0,1.0,1,1
56,2013,2013-11-03,8,28.133,IND,@,HOU,W 27-24,,,,,,
57,2013,2013-11-10,9,28.140,IND,,STL,L 8-38,,0,0,0.0,0,1
58,2013,2013-11-14,10,28.144,IND,@,TEN,W 30-27,,0,0,0.0,1,0
59,2013,2013-11-24,11,28.154,IND,@,ARI,L 11-40,,,,,,
60,2013,2013-12-01,12,28.161,IND,,TEN,W 22-14,,0,0,0.0,1,0
61,2013,2013-12-08,13,28.168,IND,@,CIN,L 28-42,*,0,0,0.0,0,2
62,2013,2013-12-15,14,28.175,IND,,HOU,W 25-3,*,0,0,0.0,1,0
63,2013,2013-12-22,15,28.182,IND,@,KAN,W 23-7,*,0,0,0.5,1,2
64,2013,2013-12-29,16,28.189,IND,,JAX,W 30-10,*,0,0,0.0,0,1
