ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-07,1,22.134,MIA,,HOU,L 20-21,*,,,,,
2,2003,2003-09-14,2,22.141,MIA,@,NYJ,W 21-10,*,,,,,
3,2003,2003-09-21,3,22.148,MIA,,BUF,W 17-7,*,,,,,
4,2003,2003-10-05,4,22.162,MIA,@,NYG,W 23-10,*,,,,,
5,2003,2003-10-12,5,22.169,MIA,@,JAX,W 24-10,*,,,,,
6,2003,2003-10-19,6,22.176,MIA,,NWE,L 13-19,*,,,,,
7,2003,2003-10-27,7,22.184,MIA,@,SDG,W 26-10,*,,,,,
8,2003,2003-11-02,8,22.190,MIA,,IND,L 17-23,*,,,,,
9,2003,2003-11-09,9,22.197,MIA,@,TEN,L 7-31,*,,,,,
10,2003,2003-11-16,10,22.204,MIA,,BAL,W 9-6,*,,,,,
11,2003,2003-11-23,11,22.211,MIA,,WAS,W 24-23,*,,,,,
12,2003,2003-11-27,12,22.215,MIA,@,DAL,W 40-21,*,,,,,
13,2003,2003-12-07,13,22.225,MIA,@,NWE,L 0-12,*,,,,,
14,2003,2003-12-15,14,22.233,MIA,,PHI,L 27-34,*,,,,,
15,2003,2003-12-21,15,22.239,MIA,@,BUF,W 20-3,*,,,,,
16,2003,2003-12-28,16,22.246,MIA,,NYJ,W 23-21,*,,,,,
17,2004,2004-09-11,1,23.138,MIA,,TEN,L 7-17,*,,,,,
18,2004,2004-09-19,2,23.146,MIA,@,CIN,L 13-16,*,,,,,
19,2004,2004-09-26,3,23.153,MIA,,PIT,L 3-13,,,,,,
20,2004,2004-10-03,4,23.160,MIA,,NYJ,L 9-17,,,,,,
21,2004,2004-10-10,5,23.167,MIA,@,NWE,L 10-24,,,,,,
22,2004,2004-10-17,6,23.174,MIA,@,BUF,L 13-20,,,,,,
23,2006,2006-09-17,2,25.144,NYJ,,NWE,L 17-24,,,,,,
24,2006,2006-11-12,9,25.200,NYJ,@,NWE,W 17-14,,,,,,
25,2006,2006-12-03,12,25.221,NYJ,@,GNB,W 38-10,,,,,,
26,2006,2006-12-10,13,25.228,NYJ,,BUF,L 13-31,,,,,,
27,2006,2006-12-17,14,25.235,NYJ,@,MIN,W 26-13,,,,,,
28,2006,2006-12-25,15,25.243,NYJ,@,MIA,W 13-10,,,,,,
29,2006,2006-12-31,16,25.249,NYJ,,OAK,W 23-3,,,,,,
30,2007,2007-09-09,1,26.136,NYJ,,NWE,L 14-38,,,,,,
31,2007,2007-09-23,3,26.150,NYJ,,MIA,W 31-28,,,,,,
32,2007,2007-10-07,5,26.164,NYJ,@,NYG,L 24-35,,,,,,
33,2007,2007-10-14,6,26.171,NYJ,,PHI,L 9-16,,,,,,
34,2007,2007-10-21,7,26.178,NYJ,@,CIN,L 31-38,,,,,,
35,2007,2007-10-28,8,26.185,NYJ,,BUF,L 3-13,,,,,,
36,2007,2007-11-04,9,26.192,NYJ,,WAS,L 20-23,,,,,,
37,2007,2007-11-18,10,26.206,NYJ,,PIT,W 19-16,,,,,,
38,2007,2007-11-22,11,26.210,NYJ,@,DAL,L 3-34,,,,,,
39,2007,2007-12-02,12,26.220,NYJ,@,MIA,W 40-13,,,,,,
40,2007,2007-12-09,13,26.227,NYJ,,CLE,L 18-24,,,,,,
