ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,23.224,STL,,PHI,L 13-31,*,5,1,18,18.00,0,20.0%,3.60,0,0,,0,,0,0,0.0,0,0
2,2011,2011-09-19,2,23.232,STL,@,NYG,L 16-28,*,4,1,26,26.00,0,25.0%,6.50,0,0,,0,,0,0,0.0,0,0
3,2011,2011-09-25,3,23.238,STL,,BAL,L 7-37,*,3,2,25,12.50,0,66.7%,8.33,1,-8,-8.00,0,,0,0,0.0,0,0
4,2011,2011-10-02,4,23.245,STL,,WAS,L 10-17,*,9,4,33,8.25,0,44.4%,3.67,0,0,,0,,0,0,0.0,0,0
5,2011,2011-10-16,5,23.259,STL,@,GNB,L 3-24,,6,4,71,17.75,0,66.7%,11.83,0,0,,0,,0,0,0.0,0,0
6,2011,2011-10-23,6,23.266,STL,@,DAL,L 7-34,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
7,2011,2011-10-30,7,23.273,STL,,NOR,W 31-21,,3,1,2,2.00,0,33.3%,0.67,0,0,,0,,0,0,0.0,0,0
8,2011,2011-11-06,8,23.280,STL,@,ARI,L 13-19,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
9,2011,2011-11-20,10,23.294,STL,,SEA,L 7-24,,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0.0,0,0
10,2011,2011-11-27,11,23.301,STL,,ARI,L 20-23,*,5,3,37,12.33,0,60.0%,7.40,0,0,,0,,0,0,0.0,0,0
11,2011,2011-12-04,12,23.308,STL,@,SFO,L 0-26,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0
12,2011,2011-12-12,13,23.316,STL,@,SEA,L 13-30,*,2,1,26,26.00,0,50.0%,13.00,0,0,,0,,0,0,0.0,0,0
13,2011,2011-12-18,14,23.322,STL,,CIN,L 13-20,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,,0,0,0.0,0,0
14,2011,2011-12-24,15,23.328,STL,@,PIT,L 0-27,*,3,2,13,6.50,0,66.7%,4.33,0,0,,0,,0,0,0.0,0,0
15,2011,2012-01-01,16,23.336,STL,,SFO,L 27-34,,8,3,54,18.00,0,37.5%,6.75,0,0,,0,,0,0,0.0,0,0
16,2012,2012-09-09,1,24.223,STL,@,DET,L 23-27,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
17,2012,2012-09-16,2,24.230,STL,,WAS,W 31-28,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0
18,2012,2012-09-23,3,24.237,STL,@,CHI,L 6-23,,7,3,18,6.00,0,42.9%,2.57,0,0,,0,,0,0,0.0,0,0
19,2012,2012-09-30,4,24.244,STL,,SEA,W 19-13,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
20,2012,2012-10-04,5,24.248,STL,,ARI,W 17-3,*,2,1,7,7.00,1,50.0%,3.50,0,0,,0,,1,6,0.0,0,0
21,2012,2012-10-14,6,24.258,STL,@,MIA,L 14-17,*,4,4,40,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0
22,2012,2012-10-21,7,24.265,STL,,GNB,L 20-30,*,4,2,5,2.50,0,50.0%,1.25,0,0,,0,,0,0,0.0,0,0
23,2012,2012-10-28,8,24.272,STL,,NWE,L 7-45,*,4,4,32,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
24,2012,2012-11-11,9,24.286,STL,@,SFO,T 24-24,*,6,3,48,16.00,0,50.0%,8.00,0,0,,0,,0,0,0.0,0,0
25,2012,2012-11-18,10,24.293,STL,,NYJ,L 13-27,*,2,2,14,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
26,2012,2012-11-25,11,24.300,STL,@,ARI,W 31-17,*,2,1,37,37.00,1,50.0%,18.50,0,0,,0,,1,6,0.0,0,0
27,2012,2012-12-02,12,24.307,STL,,SFO,W 16-13,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,1,0,2,0.0,0,0
28,2012,2012-12-09,13,24.314,STL,@,BUF,W 15-12,*,8,3,36,12.00,0,37.5%,4.50,0,0,,0,,0,0,0.0,0,0
29,2012,2012-12-16,14,24.321,STL,,MIN,L 22-36,*,5,3,35,11.67,1,60.0%,7.00,0,0,,0,,1,6,0.0,0,0
30,2012,2012-12-23,15,24.328,STL,@,TAM,W 28-13,*,5,4,119,29.75,1,80.0%,23.80,0,0,,0,,1,6,0.0,0,0
31,2012,2012-12-30,16,24.335,STL,@,SEA,L 13-20,*,4,3,33,11.00,0,75.0%,8.25,0,0,,0,,0,0,0.0,0,0
32,2013,2013-09-08,1,25.221,STL,,ARI,W 27-24,*,4,3,25,8.33,0,75.0%,6.25,0,0,,0,,0,0,0.0,0,0
33,2013,2013-09-15,2,25.228,STL,@,ATL,L 24-31,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,,0,0,0.0,0,0
34,2013,2013-09-22,3,25.235,STL,@,DAL,L 7-31,*,5,5,36,7.20,0,100.0%,7.20,0,0,,0,,0,0,0.0,0,0
35,2013,2013-09-26,4,25.239,STL,,SFO,L 11-35,*,1,1,6,6.00,1,100.0%,6.00,0,0,,0,,1,6,0.0,0,0
36,2013,2013-10-06,5,25.249,STL,,JAX,W 34-20,*,6,4,37,9.25,1,66.7%,6.17,0,0,,0,,1,6,0.0,0,0
37,2013,2013-10-13,6,25.256,STL,@,HOU,W 38-13,*,2,1,2,2.00,1,50.0%,1.00,0,0,,0,,1,6,0.0,0,0
38,2013,2013-10-20,7,25.263,STL,@,CAR,L 15-30,*,3,2,7,3.50,0,66.7%,2.33,0,0,,0,,0,0,0.0,0,0
39,2013,2013-10-28,8,25.271,STL,,SEA,L 9-14,*,5,2,23,11.50,0,40.0%,4.60,0,0,,0,,0,0,0.0,0,0
40,2013,2013-11-03,9,25.277,STL,,TEN,L 21-28,,4,3,13,4.33,0,75.0%,3.25,0,0,,0,,0,0,0.0,0,0
41,2013,2013-11-24,11,25.298,STL,,CHI,W 42-21,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
42,2013,2013-12-01,12,25.305,STL,@,SFO,L 13-23,*,,,,,,0.0%,,,,,,,,,,,
43,2013,2013-12-08,13,25.312,STL,@,ARI,L 10-30,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,,0,0,0.0,0,0
44,2013,2013-12-15,14,25.319,STL,,NOR,W 27-16,*,3,2,13,6.50,1,66.7%,4.33,0,0,,0,,1,6,0.0,0,0
45,2013,2013-12-22,15,25.326,STL,,TAM,W 23-13,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,,0,0,0.0,0,0
46,2013,2013-12-29,16,25.333,STL,@,SEA,L 9-27,*,6,5,54,10.80,0,83.3%,9.00,0,0,,0,,0,0,0.0,0,0
47,2014,2014-09-07,1,26.220,STL,,MIN,L 6-34,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,,0,0,0.0,0,0
48,2014,2014-09-14,2,26.227,STL,@,TAM,W 19-17,*,4,3,25,8.33,0,75.0%,6.25,0,0,,0,,0,0,0.0,0,0
49,2014,2014-09-21,3,26.234,STL,,DAL,L 31-34,*,7,6,29,4.83,1,85.7%,4.14,0,0,,0,,1,6,0.0,0,0
50,2014,2014-10-05,4,26.248,STL,@,PHI,L 28-34,*,1,1,22,22.00,0,100.0%,22.00,0,0,,0,,0,0,0.0,1,0
51,2014,2014-10-13,5,26.256,STL,,SFO,L 17-31,,2,1,22,22.00,1,50.0%,11.00,0,0,,0,,1,6,0.0,0,0
52,2014,2014-10-19,6,26.262,STL,,SEA,W 28-26,*,3,2,17,8.50,1,66.7%,5.67,0,0,,0,,1,6,0.0,0,0
53,2014,2014-10-26,7,26.269,STL,@,KAN,L 7-34,*,1,1,1,1.00,1,100.0%,1.00,0,0,,0,,1,6,0.0,0,0
54,2014,2014-11-02,8,26.276,STL,@,SFO,W 13-10,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,0,0
55,2014,2014-11-09,9,26.283,STL,@,ARI,L 14-31,,2,2,30,15.00,0,100.0%,15.00,0,0,,0,,0,0,0.0,0,0
56,2014,2014-11-16,10,26.290,STL,,DEN,W 22-7,*,3,2,5,2.50,0,66.7%,1.67,0,0,,0,,0,0,0.0,0,0
57,2014,2014-11-23,11,26.297,STL,@,SDG,L 24-27,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,,0,0,0.0,1,0
58,2014,2014-11-30,12,26.304,STL,,OAK,W 52-0,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
59,2014,2014-12-07,13,26.311,STL,@,WAS,W 24-0,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
60,2014,2014-12-11,14,26.315,STL,,ARI,L 6-12,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,,0,0,0.0,0,0
61,2014,2014-12-21,15,26.325,STL,,NYG,L 27-37,*,2,2,35,17.50,1,100.0%,17.50,0,0,,0,,1,6,0.0,0,0
62,2014,2014-12-28,16,26.332,STL,@,SEA,L 6-20,*,2,1,17,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,0,0
63,2015,2015-09-13,1,27.226,STL,,SEA,W 34-31,*,2,2,42,21.00,1,100.0%,21.00,0,0,,0,,1,6,0.0,0,0
64,2015,2015-09-20,2,27.233,STL,@,WAS,L 10-24,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,,0,0,0.0,0,0
65,2015,2015-09-27,3,27.240,STL,,PIT,L 6-12,*,1,2,12,6.00,0,200.0%,12.00,0,0,,0,,0,0,0.0,0,0
66,2015,2015-10-04,4,27.247,STL,@,ARI,W 24-22,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
67,2015,2015-10-11,5,27.254,STL,@,GNB,L 10-24,*,3,2,16,8.00,0,66.7%,5.33,0,0,,0,,0,0,0.0,0,0
68,2015,2015-11-01,7,27.275,STL,,SFO,W 27-6,,2,2,7,3.50,0,100.0%,3.50,0,0,,0,,0,0,0.0,0,0
69,2015,2015-11-08,8,27.282,STL,@,MIN,L 18-21,*,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0
70,2015,2015-11-15,9,27.289,STL,,CHI,L 13-37,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,,0,0,0.0,0,0
