ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1980,1980-09-07,1,22.019,CIN,,TAM,L 12-17,,,,,,,,,
2,1980,1980-09-14,2,22.026,CIN,@,MIA,L 16-17,,,,,,,,,
3,1980,1980-09-21,3,22.033,CIN,,PIT,W 30-28,,,,,,,,,
4,1980,1980-09-28,4,22.040,CIN,,HOU,L 10-13,,,,,,,,,
5,1980,1980-10-05,5,22.047,CIN,@,GNB,L 9-14,,1,-6,-6.00,0,,,0,0
6,1980,1980-10-12,6,22.054,CIN,@,PIT,W 17-16,,,,,,,,,
7,1980,1980-10-19,7,22.061,CIN,,MIN,W 14-0,,,,,,,,,
8,1980,1980-10-26,8,22.068,CIN,@,HOU,L 3-23,,,,,,,,,
9,1980,1980-11-02,9,22.075,CIN,,SDG,L 14-31,,,,,,,,,
10,1980,1980-11-09,10,22.082,CIN,@,OAK,L 17-28,,,,,,,,,
11,1980,1980-11-16,11,22.089,CIN,,BUF,L 0-14,,,,,,,,,
12,1980,1980-11-23,12,22.096,CIN,@,CLE,L 7-31,,,,,,,,,
13,1980,1980-11-30,13,22.103,CIN,@,KAN,W 20-6,,,,,,,,,
14,1980,1980-12-07,14,22.110,CIN,,BAL,W 34-33,,,,,,,,,
15,1980,1980-12-14,15,22.117,CIN,@,CHI,W 17-14,,,,,,,,,
16,1980,1980-12-21,16,22.124,CIN,,CLE,L 24-27,,,,,,,,,
17,1981,1981-09-06,1,23.018,CIN,,SEA,W 27-21,,,,,,,,,
18,1981,1981-09-13,2,23.025,CIN,@,NYJ,W 31-30,,,,,,,,,
19,1981,1981-09-20,3,23.032,CIN,,CLE,L 17-20,,,,,,,,,
20,1981,1981-09-27,4,23.039,CIN,,BUF,W 27-24,,,,,,,,,
21,1981,1981-10-04,5,23.046,CIN,@,HOU,L 10-17,,,,,,,,,
22,1981,1981-10-11,6,23.053,CIN,@,BAL,W 41-19,,,,,,,,,
