ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1985,1985-09-08,1,23.238,NOR,,KAN,L 27-47,,,,,,,,,,
2,1985,1985-09-15,2,23.245,NOR,@,DEN,L 23-34,,,,,,,,,,
3,1985,1985-09-22,3,23.252,NOR,,TAM,W 20-13,,,,,,,,,,
4,1985,1985-09-29,4,23.259,NOR,@,SFO,W 20-17,,,,,,,,,,
5,1985,1985-10-06,5,23.266,NOR,,PHI,W 23-21,,,,,,,,,,
6,1985,1985-10-13,6,23.273,NOR,@,RAI,L 13-23,,,,,,,,,,
7,1985,1985-10-20,7,23.280,NOR,@,ATL,L 24-31,,,,,,,,,,
8,1985,1985-10-27,8,23.287,NOR,,NYG,L 13-21,,,,,,,,,,
9,1985,1985-11-03,9,23.294,NOR,@,RAM,L 10-28,,,,,,,,,,
10,1985,1985-11-10,10,23.301,NOR,,SEA,L 3-27,,,,,,,,,,
11,1985,1985-11-17,11,23.308,NOR,@,GNB,L 14-38,,,,,,,,,,
12,1985,1985-11-24,12,23.315,NOR,@,MIN,W 30-23,,,,,,,,,,
13,1985,1985-12-01,13,23.322,NOR,,RAM,W 29-3,,,,,,,,,,
14,1985,1985-12-08,14,23.329,NOR,@,STL,L 16-28,,,,,,,,,,
15,1985,1985-12-15,15,23.336,NOR,,SFO,L 19-31,,,,,,,,,,
16,1985,1985-12-22,16,23.343,NOR,,ATL,L 10-16,,,,,,,,,,
17,1986,1986-09-07,1,24.237,NOR,,ATL,L 10-31,,,,,,,,,,
18,1986,1986-09-21,3,24.251,NOR,@,SFO,L 17-26,,,,,,,,,,
19,1986,1986-09-28,4,24.258,NOR,@,NYG,L 17-20,,,,,,,,,,
20,1986,1986-10-05,5,24.265,NOR,,WAS,L 6-14,,,,,,,,,,
21,1986,1986-10-12,6,24.272,NOR,@,IND,W 17-14,0,0,,0,0,0,0.0,1,15,0
22,1986,1986-10-19,7,24.279,NOR,,TAM,W 38-7,,,,,,,,,,
23,1986,1986-10-26,8,24.286,NOR,@,NYJ,L 23-28,,,,,,,,,,
24,1986,1986-11-02,9,24.293,NOR,,SFO,W 23-10,0,0,,0,0,0,0.0,1,0,0
25,1986,1986-11-09,10,24.300,NOR,,RAM,W 6-0,,,,,,,,,,
26,1986,1986-11-16,11,24.307,NOR,@,STL,W 16-7,,,,,,,,,,
27,1986,1986-11-23,12,24.314,NOR,@,RAM,L 13-26,,,,,,,,,,
28,1986,1986-11-30,13,24.321,NOR,,NWE,L 20-21,,,,,,,,,,
29,1986,1986-12-07,14,24.328,NOR,,MIA,L 27-31,,,,,,,,,,
30,1986,1986-12-14,15,24.335,NOR,@,ATL,W 14-9,,,,,,,,,,
31,1986,1986-12-21,16,24.342,NOR,@,MIN,L 17-33,,,,,,,,,,
32,1987,1987-09-13,1,25.243,NOR,,CLE,W 28-21,0,0,,0,0,0,1.0,0,0,0
33,1987,1987-09-20,2,25.250,NOR,@,PHI,L 17-27,0,0,,0,,,,,,
34,1987,1987-10-25,6,25.285,NOR,,SFO,L 22-24,0,0,,0,,,,,,
35,1987,1987-11-01,7,25.292,NOR,@,ATL,W 38-0,0,0,,0,0,0,0.0,1,10,0
36,1987,1987-11-08,8,25.299,NOR,@,RAM,W 31-14,0,0,,0,0,0,0.0,1,0,0
37,1987,1987-11-15,9,25.306,NOR,@,SFO,W 26-24,0,0,,0,,,,,,
38,1987,1987-11-22,10,25.313,NOR,,NYG,W 23-14,0,0,,0,0,0,0.0,1,7,0
39,1987,1987-11-29,11,25.320,NOR,@,PIT,W 20-16,0,0,,0,,,,,,
40,1987,1987-12-06,12,25.327,NOR,,TAM,W 44-34,0,0,,0,,,,,,
41,1987,1987-12-13,13,25.334,NOR,,HOU,W 24-10,0,0,,0,,,,,,
42,1987,1987-12-20,14,25.341,NOR,@,CIN,W 41-24,1,12,12.00,0,0,0,0.0,0,0,0
43,1987,1987-12-27,15,25.348,NOR,,GNB,W 33-24,0,0,,0,0,0,1.0,0,0,0
44,1988,1988-09-04,1,26.235,NOR,,SFO,L 33-34,,,,,,,,,,
45,1988,1988-09-11,2,26.242,NOR,@,ATL,W 29-21,,,,,,,,,,
46,1988,1988-09-18,3,26.249,NOR,@,DET,W 22-14,,,,,,,,,,
47,1988,1988-09-25,4,26.256,NOR,,TAM,W 13-9,,,,,,,,,,
48,1988,1988-10-03,5,26.264,NOR,,DAL,W 20-17,,,,,,,,,,
49,1988,1988-10-09,6,26.270,NOR,@,SDG,W 23-17,,,,,,,,,,
50,1988,1988-10-16,7,26.277,NOR,@,SEA,W 20-19,,,,,,,,,,
51,1988,1988-10-23,8,26.284,NOR,,RAI,W 20-6,,,,,,,,,,
52,1988,1988-10-30,9,26.291,NOR,,RAM,L 10-12,,,,,,,,,,
53,1988,1988-11-06,10,26.298,NOR,@,WAS,L 24-27,,,,,,,,,,
54,1988,1988-11-13,11,26.305,NOR,@,RAM,W 14-10,,,,,,,,,,
55,1988,1988-11-20,12,26.312,NOR,,DEN,W 42-0,,,,,,,,,,
56,1988,1988-11-27,13,26.319,NOR,,NYG,L 12-13,,,,,,,,,,
57,1988,1988-12-04,14,26.326,NOR,@,MIN,L 3-45,,,,,,,,,,
58,1988,1988-12-11,15,26.333,NOR,@,SFO,L 17-30,,,,,,,,,,
59,1988,1988-12-18,16,26.340,NOR,,ATL,W 10-9,,,,,,,,,,
60,1989,1989-09-10,1,27.240,NOR,,DAL,W 28-0,0,0,,0,0,0,0.0,1,8,0
61,1989,1989-09-17,2,27.247,NOR,@,GNB,L 34-35,,,,,,,,,,
62,1989,1989-09-24,3,27.254,NOR,@,TAM,L 10-20,,,,,,,,,,
63,1989,1989-10-01,4,27.261,NOR,,WAS,L 14-16,,,,,,,,,,
64,1989,1989-10-08,5,27.268,NOR,,SFO,L 20-24,,,,,,,,,,
65,1989,1989-10-15,6,27.275,NOR,,NYJ,W 29-14,,,,,,,,,,
66,1989,1989-10-22,7,27.282,NOR,@,RAM,W 40-21,,,,,,,,,,
67,1989,1989-10-29,8,27.289,NOR,,ATL,W 20-13,,,,,,,,,,
68,1989,1989-11-06,9,27.297,NOR,@,SFO,L 13-31,,,,,,,,,,
69,1989,1989-11-12,10,27.303,NOR,@,NWE,W 28-24,0,0,,0,1,6,0.0,1,26,1
70,1989,1989-11-19,11,27.310,NOR,@,ATL,W 26-17,,,,,,,,,,
71,1989,1989-11-26,12,27.317,NOR,,RAM,L 17-20,,,,,,,,,,
72,1989,1989-12-03,13,27.324,NOR,@,DET,L 14-21,,,,,,,,,,
73,1989,1989-12-10,14,27.331,NOR,@,BUF,W 22-19,0,0,,0,0,0,0.0,1,7,0
74,1989,1989-12-18,15,27.339,NOR,,PHI,W 30-20,,,,,,,,,,
75,1989,1989-12-24,16,27.345,NOR,,IND,W 41-6,,,,,,,,,,
76,1990,1990-09-10,1,28.240,NOR,,SFO,L 12-13,,,,,,,,,,
77,1990,1990-09-16,2,28.246,NOR,@,MIN,L 3-32,,,,,,,,,,
78,1990,1990-09-23,3,28.253,NOR,,PHO,W 28-7,,,,,,,,,,
79,1990,1990-10-07,4,28.267,NOR,@,ATL,L 27-28,0,0,,0,0,0,0.0,1,38,0
80,1990,1990-10-14,5,28.274,NOR,,CLE,W 25-20,,,,,,,,,,
81,1990,1990-10-21,6,28.281,NOR,@,HOU,L 10-23,,,,,,,,,,
82,1990,1990-10-28,7,28.288,NOR,,DET,L 10-27,,,,,,,,,,
83,1990,1990-11-04,8,28.295,NOR,@,CIN,W 21-7,,,,,,,,,,
84,1990,1990-11-11,9,28.302,NOR,,TAM,W 35-7,,,,,,,,,,
85,1990,1990-11-18,10,28.309,NOR,@,WAS,L 17-31,,,,,,,,,,
86,1990,1990-11-25,11,28.316,NOR,,ATL,W 10-7,,,,,,,,,,
87,1990,1990-12-02,12,28.323,NOR,@,DAL,L 13-17,,,,,,,,,,
88,1990,1990-12-09,13,28.330,NOR,@,RAM,W 24-20,0,0,,0,1,6,0.0,1,50,1
89,1990,1990-12-16,14,28.337,NOR,,PIT,L 6-9,,,,,,,,,,
90,1990,1990-12-23,15,28.344,NOR,@,SFO,W 13-10,,,,,,,,,,
91,1990,1990-12-31,16,28.352,NOR,,RAM,W 20-17,,,,,,,,,,
92,1991,1991-09-01,1,29.231,NOR,,SEA,W 27-24,,,,,,,,,,
93,1991,1991-09-08,2,29.238,NOR,@,KAN,W 17-10,,,,,,,,,,
94,1991,1991-09-15,3,29.245,NOR,,RAM,W 24-7,,,,,,,,,,
95,1991,1991-09-22,4,29.252,NOR,,MIN,W 26-0,,,,,,,,,,
96,1991,1991-09-29,5,29.259,NOR,@,ATL,W 27-6,,,,,,,,,,
97,1991,1991-10-13,6,29.273,NOR,@,PHI,W 13-6,,,,,,,,,,
98,1991,1991-10-20,7,29.280,NOR,,TAM,W 23-7,0,0,,0,0,0,0.0,1,2,0
99,1991,1991-10-27,8,29.287,NOR,,CHI,L 17-20,,,,,,,,,,
100,1991,1991-11-03,9,29.294,NOR,@,RAM,W 24-17,,,,,,,,,,
101,1991,1991-11-10,10,29.301,NOR,,SFO,W 10-3,,,,,,,,,,
102,1991,1991-11-17,11,29.308,NOR,@,SDG,L 21-24,,,,,,,,,,
103,1991,1991-11-24,12,29.315,NOR,,ATL,L 20-23,0,0,,0,0,0,0.0,1,0,0
104,1991,1991-12-01,13,29.322,NOR,@,SFO,L 24-38,,,,,,,,,,
105,1991,1991-12-08,14,29.329,NOR,@,DAL,L 14-23,,,,,,,,,,
106,1991,1991-12-16,15,29.337,NOR,,RAI,W 27-0,0,0,,0,1,6,0.0,1,31,1
107,1991,1991-12-22,16,29.343,NOR,@,PHO,W 27-3,,,,,,,,,,
108,1992,1992-09-06,1,30.237,NOR,@,PHI,L 13-15,,,,,,,,,,
109,1992,1992-09-13,2,30.244,NOR,,CHI,W 28-6,,,,,,,,,,
