ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2000,2000-09-03,1,25.022,PIT,,BAL,L 0-16,,1,,,,,0.0%,
2,2000,2000-09-17,2,25.036,PIT,@,CLE,L 20-23,,,,,,,0.0%,
3,2000,2000-09-24,3,25.043,PIT,,TEN,L 20-23,*,1,1,36,36.00,0,100.0%,36.00
4,2000,2000-10-01,4,25.050,PIT,@,JAX,W 24-13,,,,,,,0.0%,
5,2000,2000-10-08,5,25.057,PIT,@,NYJ,W 20-3,,1,1,8,8.00,0,100.0%,8.00
6,2000,2000-10-15,6,25.064,PIT,,CIN,W 15-0,,,,,,,0.0%,
7,2000,2000-10-22,7,25.071,PIT,,CLE,W 22-0,,,,,,,0.0%,
8,2000,2000-10-29,8,25.078,PIT,@,BAL,W 9-6,,,,,,,0.0%,
9,2000,2000-11-05,9,25.085,PIT,@,TEN,L 7-9,,1,1,22,22.00,0,100.0%,22.00
10,2001,2001-11-25,10,26.105,PIT,@,TEN,W 34-24,,,,,,,0.0%,
11,2001,2001-12-02,11,26.112,PIT,,MIN,W 21-16,,,,,,,0.0%,
12,2001,2001-12-09,12,26.119,PIT,,NYJ,W 18-7,,,,,,,0.0%,
13,2001,2001-12-16,13,26.126,PIT,@,BAL,W 26-21,,,,,,,0.0%,
14,2001,2001-12-23,14,26.133,PIT,,DET,W 47-14,,,,,,,0.0%,
15,2001,2001-12-30,15,26.140,PIT,@,CIN,L 23-26,,0,,,,,0.0%,
16,2001,2002-01-06,16,26.147,PIT,,CLE,W 28-7,,,,,,,0.0%,
17,2002,2002-09-08,1,27.027,BUF,,NYJ,L 31-37,,0,,,,,0.0%,
18,2002,2002-09-15,2,27.034,BUF,@,MIN,W 45-39,,,,,,,0.0%,
19,2002,2002-09-22,3,27.041,BUF,@,DEN,L 23-28,,,,,,,0.0%,
20,2002,2002-09-29,4,27.048,BUF,,CHI,W 33-27,,,,,,,0.0%,
21,2002,2002-10-06,5,27.055,BUF,,OAK,L 31-49,,,,,,,0.0%,
22,2002,2002-10-13,6,27.062,BUF,@,HOU,W 31-24,,,,,,,0.0%,
23,2002,2002-10-20,7,27.069,BUF,@,MIA,W 23-10,,0,,,,,0.0%,
24,2002,2002-10-27,8,27.076,BUF,,DET,W 24-17,,,,,,,0.0%,
25,2002,2002-11-03,9,27.083,BUF,,NWE,L 7-38,,,,,,,0.0%,
26,2002,2002-11-17,10,27.097,BUF,@,KAN,L 16-17,,,,,,,0.0%,
