ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1996,1996-09-01,1,23.046,BUF,@,NYG,W 23-20,,4,1,2,2.00,0,25.0%,0.50,1,11,11.00,0,1,15,15.00,0,0,0,,0,0,0
2,1996,1996-09-08,2,23.053,BUF,,NWE,W 17-10,,4,1,6,6.00,0,25.0%,1.50,4,7,1.75,0,2,47,23.50,0,0,0,,0,0,0
3,1996,1996-09-16,3,23.061,BUF,@,PIT,L 6-24,,5,1,11,11.00,0,20.0%,2.20,1,0,0.00,0,3,69,23.00,0,0,0,,0,0,0
4,1996,1996-09-22,4,23.067,BUF,,DAL,W 10-7,,0,0,0,,0,0.0%,,0,0,,0,2,47,23.50,0,0,0,,0,0,0
5,1996,1996-10-06,5,23.081,BUF,,IND,W 16-13,,5,4,36,9.00,0,80.0%,7.20,1,1,1.00,0,4,95,23.75,0,0,0,,0,0,0
6,1996,1996-10-13,6,23.088,BUF,,MIA,L 7-21,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,4,94,23.50,0,0,0,,0,0,0
7,1996,1996-10-20,7,23.095,BUF,@,NYJ,W 25-22,,4,2,31,15.50,0,50.0%,7.75,1,5,5.00,0,4,84,21.00,0,0,0,,0,0,0
8,1996,1996-10-27,8,23.102,BUF,@,NWE,L 25-28,,0,0,0,,0,0.0%,,0,0,,0,5,108,21.60,0,0,0,,0,0,0
9,1996,1996-11-03,9,23.109,BUF,,WAS,W 38-13,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,3,57,19.00,0,0,0,,0,0,0
10,1996,1996-11-10,10,23.116,BUF,@,PHI,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,4,99,24.75,0,0,0,,0,0,0
11,1996,1996-11-17,11,23.123,BUF,,CIN,W 31-17,,0,0,0,,0,0.0%,,0,0,,0,4,80,20.00,0,0,0,,0,0,0
12,1996,1996-11-24,12,23.130,BUF,,NYJ,W 35-10,,2,1,8,8.00,0,50.0%,4.00,1,6,6.00,0,1,97,97.00,1,0,0,,0,1,6
13,1996,1996-12-01,13,23.137,BUF,@,IND,L 10-13,,1,1,47,47.00,0,100.0%,47.00,3,14,4.67,0,2,52,26.00,0,0,0,,0,0,0
14,1996,1996-12-08,14,23.144,BUF,@,SEA,L 18-26,,8,5,89,17.80,1,62.5%,11.13,0,0,,0,6,116,19.33,0,0,0,,0,1,6
15,1996,1996-12-16,15,23.152,BUF,@,MIA,L 14-16,,1,1,16,16.00,1,100.0%,16.00,0,0,,0,3,79,26.33,0,0,0,,0,1,6
16,1996,1996-12-22,16,23.158,BUF,,KAN,W 20-9,,0,0,0,,0,0.0%,,0,0,,0,4,66,16.50,0,0,0,,0,0,0
17,1997,1997-08-31,1,24.045,BUF,,MIN,L 13-34,,2,1,4,4.00,0,50.0%,2.00,1,27,27.00,0,7,145,20.71,0,0,0,,0,0,0
18,1997,1997-09-07,2,24.052,BUF,@,NYJ,W 28-22,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,1,34,34.00,0,0,0,,0,0,0
19,1997,1997-09-14,3,24.059,BUF,@,KAN,L 16-22,,8,3,39,13.00,0,37.5%,4.88,0,0,,0,6,127,21.17,0,0,0,,0,0,0
20,1997,1997-09-21,4,24.066,BUF,,IND,W 37-35,,0,0,0,,0,0.0%,,0,0,,0,3,47,15.67,0,0,0,,0,0,0
