ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2000,2000-09-03,1,22.051,OAK,,SDG,W 9-6,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
2,2000,2000-09-10,2,22.058,OAK,@,IND,W 38-31,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
3,2000,2000-09-17,3,22.065,OAK,,DEN,L 24-33,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
4,2000,2000-09-24,4,22.072,OAK,,CLE,W 36-10,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
5,2000,2000-10-08,5,22.086,OAK,@,SFO,W 34-28,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
6,2000,2000-11-13,10,22.122,OAK,@,DEN,L 24-27,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
7,2000,2000-11-19,11,22.128,OAK,@,NOR,W 31-22,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
8,2000,2000-11-26,12,22.135,OAK,,ATL,W 41-14,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
9,2000,2000-12-03,13,22.142,OAK,@,PIT,L 20-21,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
10,2000,2000-12-10,14,22.149,OAK,,NYJ,W 31-7,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
11,2000,2000-12-16,15,22.155,OAK,@,SEA,L 24-27,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
12,2000,2000-12-24,16,22.163,OAK,,CAR,W 52-9,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
13,2001,2001-09-23,2,23.071,OAK,@,MIA,L 15-18,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
14,2001,2001-09-30,3,23.078,OAK,,SEA,W 38-14,,3,2,36,18.00,0,66.7%,12.00,2,13,6.50,0,0,0,,0,0,0,,0,0,0,0.0,,
15,2001,2001-10-07,4,23.085,OAK,,DAL,W 28-21,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
16,2001,2001-10-14,5,23.092,OAK,@,IND,W 23-18,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
17,2001,2001-10-28,6,23.106,OAK,@,PHI,W 20-10,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
18,2001,2001-11-05,7,23.114,OAK,,DEN,W 38-28,,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
19,2001,2001-11-11,8,23.120,OAK,@,SEA,L 27-34,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
20,2001,2001-11-18,9,23.127,OAK,,SDG,W 34-24,,,,,,,0.0%,,,,,,,,,,0,12,,0,,,,,
21,2001,2001-11-25,10,23.134,OAK,@,NYG,W 28-10,,3,,,,,0.0%,,,,,,,,,,,,,,,,,,
22,2001,2001-12-02,11,23.141,OAK,,ARI,L 31-34,,7,4,53,13.25,0,57.1%,7.57,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
23,2001,2001-12-09,12,23.148,OAK,,KAN,W 28-26,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
24,2001,2001-12-15,13,23.154,OAK,@,SDG,W 13-6,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,
25,2001,2001-12-22,14,23.161,OAK,,TEN,L 10-13,,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
26,2001,2001-12-30,15,23.169,OAK,@,DEN,L 17-23,,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
27,2001,2002-01-06,16,23.176,OAK,,NYJ,L 22-24,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
28,2002,2002-09-08,1,24.056,OAK,,SEA,W 31-17,,2,1,18,18.00,0,50.0%,9.00,1,4,4.00,0,0,0,,0,0,0,,0,0,0,0.0,,
29,2002,2002-09-15,2,24.063,OAK,@,PIT,W 30-17,*,7,6,62,10.33,1,85.7%,8.86,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
30,2002,2002-09-29,3,24.077,OAK,,TEN,W 52-25,*,2,2,35,17.50,1,100.0%,17.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
31,2002,2002-10-06,4,24.084,OAK,@,BUF,W 49-31,*,9,7,117,16.71,1,77.8%,13.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
32,2002,2002-10-13,5,24.091,OAK,@,STL,L 13-28,*,7,3,48,16.00,0,42.9%,6.86,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
33,2002,2002-10-20,6,24.098,OAK,,SDG,L 21-27,*,5,5,67,13.40,1,100.0%,13.40,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,,
34,2002,2002-10-27,7,24.105,OAK,@,KAN,L 10-20,*,5,4,63,15.75,0,80.0%,12.60,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,0.0,,
