ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-09-13,1,21.320,TAM,,ATL,W 48-10,,6,50,8.33,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
2,1987,1987-09-20,2,21.327,TAM,@,CHI,L 3-20,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
3,1987,1987-10-25,6,21.362,TAM,,CHI,L 26-27,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
4,1987,1987-11-01,7,22.004,TAM,@,GNB,W 23-17,,3,66,22.00,0,,,0,0,,0,1,0,0.00,0,0,0,,0,0,0
5,1987,1987-11-08,8,22.011,TAM,@,STL,L 28-31,,1,5,5.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
6,1987,1987-11-15,9,22.018,TAM,@,MIN,L 17-23,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
7,1987,1987-11-29,11,22.032,TAM,@,RAM,L 3-35,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
8,1987,1987-12-06,12,22.039,TAM,@,NOR,L 34-44,,8,212,26.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
9,1987,1987-12-13,13,22.046,TAM,,DET,L 10-20,,2,35,17.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
10,1987,1987-12-20,14,22.053,TAM,,STL,L 14-31,,0,0,,0,,,,,,,0,0,,0,,,,,,
11,1988,1988-09-04,1,22.312,TAM,,PHI,L 14-41,,1,59,59.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
12,1988,1988-09-11,2,22.319,TAM,@,GNB,W 13-10,,2,21,10.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
13,1988,1988-09-18,3,22.326,TAM,,PHO,L 24-30,,3,34,11.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
14,1988,1988-09-25,4,22.333,TAM,@,NOR,L 9-13,,4,66,16.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
15,1988,1988-10-02,5,22.340,TAM,,GNB,W 27-24,,4,95,23.75,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
16,1988,1988-10-09,6,22.347,TAM,@,MIN,L 13-14,,3,38,12.67,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
17,1988,1988-10-16,7,22.354,TAM,@,IND,L 31-35,,4,61,15.25,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
18,1988,1988-10-23,8,22.361,TAM,,MIN,L 20-49,,5,61,12.20,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
19,1988,1988-10-30,9,23.002,TAM,,MIA,L 14-17,,9,142,15.78,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
20,1988,1988-11-06,10,23.009,TAM,@,CHI,L 10-28,,4,63,15.75,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
21,1988,1988-11-13,11,23.016,TAM,@,DET,W 23-20,,3,34,11.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
22,1988,1988-11-20,12,23.023,TAM,,CHI,L 15-27,,2,39,19.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
23,1988,1988-11-27,13,23.030,TAM,@,ATL,L 10-17,,4,54,13.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
24,1988,1988-12-04,14,23.037,TAM,,BUF,W 10-5,,2,42,21.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
25,1988,1988-12-11,15,23.044,TAM,@,NWE,L 7-10,,4,90,22.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
26,1988,1988-12-18,16,23.051,TAM,,DET,W 21-10,,3,71,23.67,2,,,0,0,,0,0,0,,0,0,0,,0,2,12
27,1989,1989-09-10,1,23.317,TAM,@,GNB,W 23-21,,6,73,12.17,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
28,1989,1989-09-17,2,23.324,TAM,,SFO,L 16-20,,5,86,17.20,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
29,1989,1989-09-24,3,23.331,TAM,,NOR,W 20-10,,5,120,24.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
30,1989,1989-10-01,4,23.338,TAM,@,MIN,L 3-17,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
31,1989,1989-10-08,5,23.345,TAM,,CHI,W 42-35,,6,105,17.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
32,1989,1989-10-15,6,23.352,TAM,,DET,L 16-17,,3,37,12.33,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
33,1989,1989-10-22,7,23.359,TAM,@,WAS,L 28-32,,8,106,13.25,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
