ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1979,1979-09-02,1,25.345,HOU,@,WAS,W 29-27,,,
2,1979,1979-09-09,2,25.352,HOU,@,PIT,L 7-38,,,
3,1979,1979-09-16,3,25.359,HOU,,KAN,W 20-6,,,
4,1979,1979-09-23,4,26.001,HOU,@,CIN,W 30-27,,,
5,1979,1979-09-30,5,26.008,HOU,,CLE,W 31-10,,,
6,1979,1979-10-07,6,26.015,HOU,,STL,L 17-24,,,
7,1979,1979-10-14,7,26.022,HOU,@,BAL,W 28-16,,,
8,1979,1979-10-21,8,26.029,HOU,@,SEA,L 14-34,,,
9,1979,1979-10-28,9,26.036,HOU,,NYJ,W 27-24,,,
10,1979,1979-11-05,10,26.044,HOU,@,MIA,W 9-6,1,0,0
11,1979,1979-11-11,11,26.050,HOU,,OAK,W 31-17,,,
12,1979,1979-11-18,12,26.057,HOU,,CIN,W 42-21,1,24,0
13,1979,1979-11-22,13,26.061,HOU,@,DAL,W 30-24,1,9,0
14,1979,1979-12-02,14,26.071,HOU,@,CLE,L 7-14,,,
15,1979,1979-12-10,15,26.079,HOU,,PIT,W 20-17,,,
16,1979,1979-12-16,16,26.085,HOU,,PHI,L 20-26,,,
17,1980,1980-09-07,1,26.351,HOU,@,PIT,L 17-31,1,0,0
18,1980,1980-09-15,2,26.359,HOU,@,CLE,W 16-7,,,
19,1980,1980-09-21,3,26.365,HOU,,BAL,W 21-16,,,
20,1980,1980-09-28,4,27.006,HOU,@,CIN,W 13-10,,,
21,1980,1980-10-05,5,27.013,HOU,,SEA,L 7-26,,,
22,1980,1980-10-12,6,27.020,HOU,@,KAN,L 20-21,1,42,0
23,1980,1980-10-19,7,27.027,HOU,,TAM,W 20-14,1,7,0
24,1980,1980-10-26,8,27.034,HOU,,CIN,W 23-3,,,
25,1980,1980-11-02,9,27.041,HOU,@,DEN,W 20-16,,,
26,1980,1980-11-10,10,27.049,HOU,,NWE,W 38-34,,,
27,1980,1980-11-16,11,27.055,HOU,@,CHI,W 10-6,,,
28,1980,1980-11-23,12,27.062,HOU,@,NYJ,L 28-31,,,
29,1980,1980-11-30,13,27.069,HOU,,CLE,L 14-17,,,
30,1980,1980-12-04,14,27.073,HOU,,PIT,W 6-0,,,
31,1980,1980-12-14,15,27.083,HOU,@,GNB,W 22-3,1,4,0
32,1980,1980-12-21,16,27.090,HOU,,MIN,W 20-16,1,32,0
33,1981,1981-09-06,1,27.349,HOU,@,RAM,W 27-20,1,34,0
34,1981,1981-09-13,2,27.356,HOU,@,CLE,W 9-3,,,
35,1981,1981-09-20,3,27.363,HOU,,MIA,L 10-16,,,
36,1981,1981-09-27,4,28.005,HOU,@,NYJ,L 17-33,,,
37,1981,1981-10-04,5,28.012,HOU,,CIN,W 17-10,,,
38,1981,1981-10-11,6,28.019,HOU,,SEA,W 35-17,,,
39,1981,1981-10-18,7,28.026,HOU,@,NWE,L 10-38,,,
40,1981,1981-10-26,8,28.034,HOU,@,PIT,L 13-26,1,12,0
41,1981,1981-11-01,9,28.040,HOU,@,CIN,L 21-34,,,
42,1981,1981-11-08,10,28.047,HOU,,OAK,W 17-16,,,
43,1981,1981-11-15,11,28.054,HOU,@,KAN,L 10-23,,,
44,1981,1981-11-22,12,28.061,HOU,,NOR,L 24-27,,,
45,1981,1981-11-29,13,28.068,HOU,,ATL,L 27-31,,,
46,1981,1981-12-03,14,28.072,HOU,,CLE,W 17-13,,,
47,1981,1981-12-13,15,28.082,HOU,@,SFO,L 6-28,,,
48,1981,1981-12-20,16,28.089,HOU,,PIT,W 21-20,,,
49,1982,1982-11-21,3,29.060,HOU,,PIT,L 10-24,1,8,0
50,1982,1982-11-28,4,29.067,HOU,@,NWE,L 21-29,,,
51,1982,1982-12-05,5,29.074,HOU,@,NYG,L 14-17,,,
52,1982,1982-12-13,6,29.082,HOU,,DAL,L 7-37,,,
53,1982,1982-12-19,7,29.088,HOU,@,PHI,L 14-35,,,
54,1982,1982-12-26,8,29.095,HOU,,CLE,L 14-20,,,
55,1982,1983-01-02,9,29.102,HOU,,CIN,L 27-35,,,
56,1983,1983-10-02,5,30.010,NOR,,MIA,W 17-7,,,
57,1983,1983-10-09,6,30.017,NOR,@,ATL,W 19-17,,,
58,1983,1983-10-16,7,30.024,NOR,,SFO,L 13-32,,,
59,1983,1983-10-23,8,30.031,NOR,@,TAM,W 24-21,,,
60,1983,1983-10-30,9,30.038,NOR,@,BUF,L 21-27,,,
61,1983,1983-11-06,10,30.045,NOR,,ATL,W 27-10,,,
62,1983,1983-11-13,11,30.052,NOR,@,SFO,L 0-27,,,
63,1983,1983-11-21,12,30.060,NOR,,NYJ,L 28-31,,,
64,1983,1983-11-27,13,30.066,NOR,,MIN,W 17-16,,,
65,1983,1983-12-04,14,30.073,NOR,@,NWE,L 0-7,,,
66,1983,1983-12-11,15,30.080,NOR,@,PHI,W 20-17,,,
67,1983,1983-12-18,16,30.087,NOR,,RAM,L 24-26,,,
