ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2003,2003-09-07,1,23.095,BUF,,NWE,W 31-0,,,,,,,0.0%,
2,2003,2003-09-14,2,23.102,BUF,@,JAX,W 38-17,,,,,,,0.0%,
3,2003,2003-09-21,3,23.109,BUF,@,MIA,L 7-17,,,,,,,0.0%,
4,2003,2003-09-28,4,23.116,BUF,,PHI,L 13-23,,,,,,,0.0%,
5,2003,2003-10-05,5,23.123,BUF,,CIN,W 22-16,,,,,,,0.0%,
6,2003,2003-10-12,6,23.130,BUF,@,NYJ,L 3-30,,7,3,27,9.00,0,42.9%,3.86
7,2003,2003-10-19,7,23.137,BUF,,WAS,W 24-7,,2,2,22,11.00,0,100.0%,11.00
8,2003,2003-10-26,8,23.144,BUF,@,KAN,L 5-38,,2,,,,,0.0%,
9,2003,2003-11-16,10,23.165,BUF,,HOU,L 10-12,,,,,,,0.0%,
10,2003,2003-11-30,12,23.179,BUF,@,NYG,W 24-7,,,,,,,0.0%,
11,2003,2003-12-07,13,23.186,BUF,,NYJ,W 17-6,,,,,,,0.0%,
12,2003,2003-12-14,14,23.193,BUF,@,TEN,L 26-28,,,,,,,0.0%,
13,2003,2003-12-21,15,23.200,BUF,,MIA,L 3-20,,,,,,,0.0%,
14,2003,2003-12-27,16,23.206,BUF,@,NWE,L 0-31,,6,3,20,6.67,0,50.0%,3.33
