ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-09-27,1,24.126,SFO,,PHI,W 31-21,2,11,5.50,0,0,0,,0
2,1953,1953-10-04,2,24.133,SFO,,RAM,W 31-30,2,8,4.00,1,0,0,,0
3,1953,1953-10-18,4,24.147,SFO,@,CHI,W 35-28,6,15,2.50,0,0,0,,0
4,1953,1953-11-01,6,24.161,SFO,,CHI,W 24-14,0,0,,0,1,7,7.00,0
5,1953,1953-11-08,7,24.168,SFO,@,RAM,W 31-27,3,9,3.00,0,0,0,,0
6,1953,1953-11-22,9,24.182,SFO,@,GNB,W 37-7,4,26,6.50,0,0,0,,0
7,1953,1953-11-29,10,24.189,SFO,@,BAL,W 38-21,1,8,8.00,0,0,0,,0
8,1953,1953-12-06,11,24.196,SFO,,GNB,W 48-14,1,30,30.00,0,0,0,,0
9,1953,1953-12-13,12,24.203,SFO,,BAL,W 45-14,6,69,11.50,0,0,0,,0
10,1954,1954-09-26,1,25.125,SFO,,WAS,W 41-7,1,1,1.00,0,0,0,,0
11,1954,1954-10-10,3,25.139,SFO,@,GNB,W 23-17,1,-1,-1.00,0,0,0,,0
12,1954,1954-10-17,4,25.146,SFO,@,CHI,W 31-24,3,11,3.67,0,0,0,,0
13,1954,1954-11-28,10,25.188,SFO,@,BAL,L 13-17,2,8,4.00,0,0,0,,0
