ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2014,2014-09-07,1,23.197,CHI,,BUF,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,160,40.00,0
2,2014,2014-09-14,2,23.204,CHI,@,SFO,W 28-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,5,238,47.60,1
3,2014,2014-09-22,3,23.212,CHI,@,NYJ,W 27-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,213,42.60,0
4,2014,2014-09-28,4,23.218,CHI,,GNB,L 17-38,,,,,,,,,,,,,,,,,,,,,,,
5,2014,2014-10-05,5,23.225,CHI,@,CAR,L 24-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,205,51.25,0
6,2014,2014-10-12,6,23.232,CHI,@,ATL,W 27-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,5,201,40.20,0
7,2014,2014-10-19,7,23.239,CHI,,MIA,L 14-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,3,159,53.00,0
8,2014,2014-10-26,8,23.246,CHI,@,NWE,L 23-51,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,189,47.25,0
9,2014,2014-11-09,9,23.260,CHI,@,GNB,L 14-55,,1,-12,-12.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,4,171,42.75,0
10,2014,2014-11-16,10,23.267,CHI,,MIN,W 21-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,2,59,29.50,0
11,2014,2014-11-23,11,23.274,CHI,,TAM,W 21-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,9,367,40.78,0
12,2014,2014-11-27,12,23.278,CHI,@,DET,L 17-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,6,288,48.00,0
