ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-09-04,1,26.349,DEN,@,STL,L 36-41,,,,,,,,,,,0.0%,,,,,,,
2,2000,2000-09-10,2,26.355,DEN,,ATL,W 42-14,*,31,131,4.23,2,2,1,18,18.00,0,50.0%,9.00,0,0,,0,2,12
3,2000,2000-09-17,3,26.362,DEN,@,OAK,W 33-24,*,32,187,5.84,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
4,2000,2000-09-24,4,27.003,DEN,,KAN,L 22-23,,22,85,3.86,1,6,3,19,6.33,0,50.0%,3.17,0,0,,0,1,6
5,2000,2000-10-01,5,27.010,DEN,,NWE,L 19-28,,6,26,4.33,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
6,2000,2000-10-08,6,27.017,DEN,@,SDG,W 21-7,*,13,52,4.00,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0
7,2000,2000-10-15,7,27.024,DEN,,CLE,W 44-10,*,20,103,5.15,1,2,2,28,14.00,0,100.0%,14.00,0,0,,0,1,6
8,2000,2000-10-22,8,27.031,DEN,@,CIN,L 21-31,*,19,92,4.84,1,2,2,6,3.00,0,100.0%,3.00,0,0,,0,1,6
9,2000,2000-11-05,9,27.045,DEN,@,NYJ,W 30-23,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2000,2000-11-13,10,27.053,DEN,,OAK,W 27-24,,,,,,,,,,,0.0%,,,,,,,
11,2000,2000-11-19,11,27.059,DEN,,SDG,W 38-37,,19,97,5.11,0,7,6,41,6.83,0,85.7%,5.86,0,0,,0,0,0
12,2000,2000-11-26,12,27.066,DEN,@,SEA,W 38-31,,30,195,6.50,2,4,2,14,7.00,0,50.0%,3.50,0,0,,0,2,12
13,2000,2000-12-03,13,27.073,DEN,@,NOR,W 38-23,,37,251,6.78,4,1,1,5,5.00,0,100.0%,5.00,0,0,,0,4,24
14,2000,2000-12-10,14,27.080,DEN,,SEA,W 31-24,,29,131,4.52,2,0,0,0,,0,0.0%,,0,0,,0,2,12
15,2000,2000-12-17,15,27.087,DEN,@,KAN,L 7-20,,12,49,4.08,0,4,3,29,9.67,0,75.0%,7.25,0,0,,0,0,0
16,2000,2000-12-23,16,27.093,DEN,,SFO,W 38-9,,26,85,3.27,2,0,0,0,,0,0.0%,,0,0,,0,2,12
17,2001,2001-09-10,1,27.354,DEN,,NYG,W 31-20,,6,10,1.67,1,0,0,0,,0,0.0%,,0,0,,0,1,6
18,2001,2001-09-23,2,28.002,DEN,@,ARI,W 38-17,*,19,58,3.05,0,0,0,0,,0,0.0%,,0,0,,0,0,0
19,2001,2001-09-30,3,28.009,DEN,,BAL,L 13-20,*,12,34,2.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0
20,2001,2001-10-07,4,28.016,DEN,,KAN,W 20-6,*,22,155,7.05,1,0,0,0,,0,0.0%,,0,0,,0,1,6
21,2001,2001-10-14,5,28.023,DEN,@,SEA,L 21-34,*,17,51,3.00,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0
22,2001,2001-10-21,6,28.030,DEN,@,SDG,L 10-27,*,11,50,4.55,0,1,1,-7,-7.00,0,100.0%,-7.00,0,0,,0,0,0
23,2001,2001-10-28,7,28.037,DEN,,NWE,W 31-20,*,14,40,2.86,1,0,0,0,,0,0.0%,,0,0,,0,1,6
24,2001,2001-11-05,8,28.045,DEN,@,OAK,L 28-38,,5,44,8.80,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
25,2001,2001-11-11,9,28.051,DEN,,SDG,W 26-16,,4,23,5.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0
26,2001,2001-11-18,10,28.058,DEN,,WAS,L 10-17,*,13,31,2.38,0,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0
27,2001,2001-11-22,11,28.062,DEN,@,DAL,W 26-24,,33,118,3.58,1,3,2,13,6.50,0,66.7%,4.33,0,0,,0,1,6
28,2001,2001-12-02,12,28.072,DEN,@,MIA,L 10-21,,6,24,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
29,2001,2001-12-09,13,28.079,DEN,,SEA,W 20-7,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
30,2001,2001-12-16,14,28.086,DEN,@,KAN,L 23-26,,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
31,2001,2001-12-30,15,28.100,DEN,,OAK,W 23-17,,5,7,1.40,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
32,2001,2002-01-06,16,28.107,DEN,@,IND,L 10-29,,5,20,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
33,2002,2002-09-08,1,28.352,DEN,,STL,W 23-16,*,7,17,2.43,0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0
34,2002,2002-09-15,2,28.359,DEN,@,SFO,W 24-14,*,10,95,9.50,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
35,2002,2002-09-22,3,29.001,DEN,,BUF,W 28-23,*,7,28,4.00,0,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0
36,2002,2002-09-30,4,29.009,DEN,@,BAL,L 23-34,*,5,19,3.80,0,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0
37,2002,2002-10-13,6,29.022,DEN,,MIA,L 22-24,,5,17,3.40,0,4,2,53,26.50,1,50.0%,13.25,0,0,,0,1,6
38,2002,2002-10-20,7,29.029,DEN,@,KAN,W 37-34,*,9,34,3.78,1,5,4,19,4.75,0,80.0%,3.80,0,0,,0,1,6
39,2002,2002-10-27,8,29.036,DEN,@,NWE,W 24-16,*,7,21,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
40,2002,2002-11-11,9,29.051,DEN,,OAK,L 10-34,*,3,8,2.67,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
41,2002,2002-11-17,10,29.057,DEN,@,SEA,W 31-9,,4,20,5.00,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,6
42,2002,2002-11-24,11,29.064,DEN,,IND,L 20-23,*,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
43,2002,2002-12-01,12,29.071,DEN,@,SDG,L 27-30,*,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
44,2002,2002-12-08,13,29.078,DEN,@,NYJ,L 13-19,*,1,3,3.00,0,1,1,13,13.00,0,100.0%,13.00,2,39,19.50,0,0,0
45,2002,2002-12-15,14,29.085,DEN,,KAN,W 31-24,,12,59,4.92,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0
46,2002,2002-12-22,15,29.092,DEN,@,OAK,L 16-28,*,3,20,6.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
47,2002,2002-12-29,16,29.099,DEN,,ARI,W 37-7,*,7,31,4.43,0,0,0,0,,0,0.0%,,0,0,,0,0,0
48,2003,2003-09-07,1,29.351,DEN,@,CIN,W 30-10,,7,15,2.14,0,0,0,0,,0,0.0%,,0,0,,0,0,0
49,2003,2003-09-14,2,29.358,DEN,@,SDG,W 37-13,,16,65,4.06,1,2,2,6,3.00,0,100.0%,3.00,0,0,,0,1,6
50,2003,2003-09-22,3,30.001,DEN,,OAK,W 31-10,,14,70,5.00,1,2,2,5,2.50,0,100.0%,2.50,0,0,,0,1,6
51,2003,2003-09-28,4,30.007,DEN,,DET,W 20-16,*,7,21,3.00,0,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0
52,2003,2003-10-05,5,30.014,DEN,@,KAN,L 23-24,,4,14,3.50,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
53,2003,2003-10-12,6,30.021,DEN,,PIT,W 17-14,,,,,,0,,,,,0.0%,,,,,,,
54,2003,2003-10-19,7,30.028,DEN,@,MIN,L 20-28,*,1,13,13.00,0,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
55,2003,2003-10-26,8,30.035,DEN,@,BAL,L 6-26,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
56,2003,2003-11-03,9,30.043,DEN,,NWE,L 26-30,*,0,0,,0,4,1,1,1.00,1,25.0%,0.25,1,14,14.00,0,1,6
57,2003,2003-12-14,14,30.084,DEN,,CLE,W 23-20,,1,3,3.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
58,2003,2003-12-21,15,30.091,DEN,@,IND,W 31-17,*,19,56,2.95,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,1,6
59,2003,2003-12-28,16,30.098,DEN,@,GNB,L 3-31,*,0,0,,0,0,0,0,,0,0.0%,,1,0,0.00,0,0,0
60,2005,2005-09-11,1,31.355,DEN,@,MIA,L 10-34,,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
61,2005,2005-09-18,2,31.362,DEN,,SDG,W 20-17,,15,49,3.27,0,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0
62,2005,2005-09-26,3,32.005,DEN,,KAN,W 30-10,,20,98,4.90,1,0,0,0,,0,0.0%,,0,0,,0,1,6
63,2005,2005-10-02,4,32.011,DEN,@,JAX,W 20-7,,23,115,5.00,0,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0
64,2005,2005-10-09,5,32.018,DEN,,WAS,W 21-19,,11,34,3.09,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
65,2005,2005-10-16,6,32.025,DEN,,NWE,W 28-20,,15,57,3.80,1,0,0,0,,0,0.0%,,0,0,,0,1,6
66,2005,2005-10-23,7,32.032,DEN,@,NYG,L 23-24,,24,120,5.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
67,2005,2005-10-30,8,32.039,DEN,,PHI,W 49-21,,21,126,6.00,1,1,1,16,16.00,0,100.0%,16.00,0,0,,0,1,6
68,2005,2005-11-13,9,32.053,DEN,@,OAK,W 31-17,,17,65,3.82,1,,0,0,,0,0.0%,,0,0,,0,1,6
69,2005,2005-11-20,10,32.060,DEN,,NYJ,W 27-0,,26,113,4.35,3,3,3,16,5.33,0,100.0%,5.33,0,0,,0,3,18
70,2005,2005-11-24,11,32.064,DEN,@,DAL,W 24-21,,11,31,2.82,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0
71,2005,2005-12-04,12,32.074,DEN,@,KAN,L 27-31,,13,37,2.85,1,1,1,66,66.00,1,100.0%,66.00,0,0,,0,2,12
72,2005,2005-12-11,13,32.081,DEN,,BAL,W 12-10,,8,21,2.63,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0
73,2005,2005-12-17,14,32.087,DEN,@,BUF,W 28-17,,21,97,4.62,2,3,1,4,4.00,0,33.3%,1.33,0,0,,0,2,12
74,2005,2005-12-24,15,32.094,DEN,,OAK,W 22-3,,10,46,4.60,1,2,2,20,10.00,0,100.0%,10.00,0,0,,0,1,6
75,2006,2006-09-10,1,32.354,BAL,@,TAM,W 27-0,,7,25,3.57,0,0,0,0,,0,0.0%,,0,0,,0,0,0
76,2006,2006-09-17,2,32.361,BAL,,OAK,W 28-6,,1,34,34.00,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,1,6
77,2006,2006-09-24,3,33.003,BAL,@,CLE,W 15-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
78,2006,2006-10-01,4,33.010,BAL,,SDG,W 16-13,,1,0,0.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
79,2006,2006-10-09,5,33.018,BAL,@,DEN,L 3-13,,5,31,6.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0
80,2006,2006-10-15,6,33.024,BAL,,CAR,L 21-23,,6,7,1.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0
81,2006,2006-10-29,7,33.038,BAL,@,NOR,W 35-22,,,,,,,,,,,0.0%,,,,,,,
82,2006,2006-11-05,8,33.045,BAL,,CIN,W 26-20,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
83,2006,2006-11-12,9,33.052,BAL,@,TEN,W 27-26,,1,3,3.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
84,2006,2006-11-19,10,33.059,BAL,,ATL,W 24-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
85,2006,2006-11-26,11,33.066,BAL,,PIT,W 27-0,,4,18,4.50,0,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0
86,2006,2006-11-30,12,33.070,BAL,@,CIN,L 7-13,,0,0,,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0
87,2006,2006-12-10,13,33.080,BAL,@,KAN,W 20-10,,2,-3,-1.50,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
88,2006,2006-12-17,14,33.087,BAL,,CLE,W 27-17,,3,22,7.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
89,2006,2006-12-24,15,33.094,BAL,@,PIT,W 31-7,,3,5,1.67,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0
90,2006,2006-12-31,16,33.101,BAL,,BUF,W 19-7,,2,32,16.00,0,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0
91,2007,2007-10-14,6,34.023,BAL,,STL,W 22-3,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
92,2007,2007-10-21,7,34.030,BAL,@,BUF,L 14-19,,3,0,0.00,0,1,1,2,2.00,0,100.0%,2.00,1,10,10.00,0,0,0
93,2007,2007-11-11,9,34.051,BAL,,CIN,L 7-21,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
94,2007,2007-11-18,10,34.058,BAL,,CLE,L 30-33,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0
95,2007,2007-11-25,11,34.065,BAL,@,SDG,L 14-32,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,1,0,0.00,0,0,0
96,2007,2007-12-09,13,34.079,BAL,,IND,L 20-44,,2,7,3.50,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
97,2007,2007-12-16,14,34.086,BAL,@,MIA,L 16-22,,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
98,2007,2007-12-23,15,34.093,BAL,@,SEA,L 6-27,,8,44,5.50,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
