ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1996,1996-10-20,7,22.331,IND,,NWE,L 9-27,
2,1997,1997-08-31,1,23.280,IND,@,MIA,L 10-16,
3,1997,1997-11-16,11,23.357,IND,,GNB,W 41-38,1.0
4,1997,1997-11-30,13,24.006,IND,@,NWE,L 17-20,
5,1997,1997-12-07,14,24.013,IND,@,NYJ,W 22-14,
6,1997,1997-12-14,15,24.020,IND,,MIA,W 41-0,
7,1997,1997-12-21,16,24.027,IND,@,MIN,L 28-39,
8,1998,1998-10-18,7,24.328,IND,@,SFO,L 31-34,
9,1998,1998-11-01,8,24.342,IND,,NWE,L 16-21,
10,1998,1998-11-08,9,24.349,IND,@,MIA,L 14-27,
11,1998,1998-11-22,11,24.363,IND,@,BUF,L 11-34,
12,1998,1998-12-06,13,25.012,IND,@,ATL,L 21-28,1.0
