ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2002,2002-09-05,1,22.147,NYG,,SFO,L 13-16,,1,,,,,0.0%,,,,,,,
2,2002,2002-09-15,2,22.157,NYG,@,STL,W 26-21,,0,,,,,0.0%,,,,,,,
3,2002,2002-09-22,3,22.164,NYG,,SEA,W 9-6,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
4,2002,2002-09-29,4,22.171,NYG,@,ARI,L 7-21,,,,,,,0.0%,,,,,,,
5,2002,2002-10-06,5,22.178,NYG,@,DAL,W 21-17,,1,,,,,0.0%,,,,,,,
6,2002,2002-10-13,6,22.185,NYG,,ATL,L 10-17,*,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0
7,2002,2002-10-28,7,22.200,NYG,@,PHI,L 3-17,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
8,2002,2002-11-03,8,22.206,NYG,,JAX,W 24-17,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
9,2002,2002-11-10,9,22.213,NYG,@,MIN,W 27-20,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6
10,2002,2002-11-17,10,22.220,NYG,,WAS,W 19-17,,,,,,,0.0%,,,,,,,
11,2002,2002-11-24,11,22.227,NYG,@,HOU,L 14-16,,1,,,,,0.0%,,,,,,,
12,2002,2002-12-01,12,22.234,NYG,,TEN,L 29-32,,1,,,,,0.0%,,,,,,,
13,2002,2002-12-08,13,22.241,NYG,@,WAS,W 27-21,,2,2,5,2.50,1,100.0%,2.50,0,0,,0,1,6
14,2002,2002-12-15,14,22.248,NYG,,DAL,W 37-7,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
15,2002,2002-12-22,15,22.255,NYG,@,IND,W 44-27,,1,1,18,18.00,1,100.0%,18.00,0,0,,0,1,6
16,2002,2002-12-28,16,22.261,NYG,,PHI,W 10-7,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
17,2003,2003-09-21,3,23.163,MIN,@,DET,W 23-13,,,,,,,0.0%,,,,,,,
18,2003,2003-09-28,4,23.170,MIN,,SFO,W 35-7,*,,,,,,0.0%,,,,,,,
19,2003,2003-10-05,5,23.177,MIN,@,ATL,W 39-26,,0,,,,,0.0%,,,,,,,
20,2003,2003-10-19,6,23.191,MIN,,DEN,W 28-20,,3,3,16,5.33,0,100.0%,5.33,1,0,0.00,0,0,0
21,2003,2003-10-26,7,23.198,MIN,,NYG,L 17-29,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
22,2003,2003-11-02,8,23.205,MIN,,GNB,L 27-30,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0
23,2003,2003-11-09,9,23.212,MIN,@,SDG,L 28-42,,,,,,,0.0%,,,,,,,
24,2003,2003-11-16,10,23.219,MIN,@,OAK,L 18-28,,,,,,,0.0%,,,,,,,
25,2003,2003-11-23,11,23.226,MIN,,DET,W 24-14,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
26,2003,2003-11-30,12,23.233,MIN,@,STL,L 17-48,,1,,,,,0.0%,,,,,,,
27,2003,2003-12-07,13,23.240,MIN,,SEA,W 34-7,,,,,,,0.0%,,,,,,,
28,2003,2003-12-14,14,23.247,MIN,@,CHI,L 10-13,,0,,,,,0.0%,,,,,,,
29,2003,2003-12-20,15,23.253,MIN,,KAN,W 45-20,,0,,,,,0.0%,,,,,,,
30,2003,2003-12-28,16,23.261,MIN,@,ARI,L 17-18,,,,,,,0.0%,,,,,,,
