ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1978,1978-09-10,2,24.067,ATL,@,RAM,L 0-10,,,,,,,,,,,,
2,1978,1978-09-17,3,24.074,ATL,,CLE,L 16-24,,,,,,,,,,,,
3,1978,1978-09-24,4,24.081,ATL,@,TAM,L 9-14,,,,,,,,,,,,
4,1978,1978-10-01,5,24.088,ATL,,NYG,W 23-20,0,0,,0,0,0,,0,1,26,26.00,0
5,1978,1978-10-08,6,24.095,ATL,@,PIT,L 7-31,0,0,,0,0,0,,0,3,75,25.00,0
6,1978,1978-10-15,7,24.102,ATL,,DET,W 14-0,,,,,,,,,,,,
7,1978,1978-10-22,8,24.109,ATL,@,SFO,W 20-17,0,0,,0,0,0,,0,1,23,23.00,0
8,1978,1978-10-30,9,24.117,ATL,,RAM,W 15-7,,,,,,,,,,,,
9,1978,1978-11-05,10,24.123,ATL,,SFO,W 21-10,1,-8,-8.00,0,1,19,19.00,0,1,33,33.00,0
10,1978,1978-11-12,11,24.130,ATL,@,NOR,W 20-17,0,0,,0,0,0,,0,1,25,25.00,0
11,1978,1978-11-19,12,24.137,ATL,@,CHI,L 7-13,,,,,,,,,,,,
12,1978,1978-11-26,13,24.144,ATL,,NOR,W 20-17,0,0,,0,0,0,,0,1,19,19.00,0
13,1978,1978-12-03,14,24.151,ATL,@,CIN,L 7-37,0,0,,0,0,0,,0,1,22,22.00,0
14,1978,1978-12-10,15,24.158,ATL,,WAS,W 20-17,0,0,,0,0,0,,0,1,10,10.00,0
15,1978,1978-12-17,16,24.165,ATL,@,STL,L 21-42,0,0,,0,0,0,,0,1,25,25.00,0
