ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
20,2011,2011-10-09,5,24.319,NOR,@,CAR,W 30-27,*,12,8,129,16.13,0,66.7%,10.75,0,0,,0,,0,0,0.0,0,0
21,2011,2011-10-16,6,24.326,NOR,@,TAM,L 20-26,,11,7,124,17.71,0,63.6%,11.27,0,0,,0,,0,0,0.0,0,0
22,2011,2011-10-23,7,24.333,NOR,,IND,W 62-7,*,7,6,54,9.00,2,85.7%,7.71,0,0,,0,,2,12,0.0,0,0
23,2011,2011-10-30,8,24.340,NOR,@,STL,L 21-31,*,8,4,39,9.75,0,50.0%,4.88,0,0,,0,,0,0,0.0,0,0
24,2011,2011-11-06,9,24.347,NOR,,TAM,W 27-16,,8,6,78,13.00,0,75.0%,9.75,0,0,,0,,0,0,0.0,0,0
25,2011,2011-11-13,10,24.354,NOR,@,ATL,W 26-23,,12,7,82,11.71,1,58.3%,6.83,0,0,,0,,1,6,0.0,0,0
26,2011,2011-11-28,11,25.004,NOR,,NYG,W 49-24,*,8,5,84,16.80,2,62.5%,10.50,0,0,,0,,2,12,0.0,0,0
27,2011,2011-12-04,12,25.010,NOR,,DET,W 31-17,*,10,8,89,11.13,0,80.0%,8.90,0,0,,0,,0,0,0.0,0,0
28,2011,2011-12-11,13,25.017,NOR,@,TEN,W 22-17,,9,5,55,11.00,0,55.6%,6.11,0,0,,0,,0,0,0.0,0,0
29,2011,2011-12-18,14,25.024,NOR,@,MIN,W 42-20,*,10,7,70,10.00,1,70.0%,7.00,0,0,,0,,1,6,0.0,0,0
30,2011,2011-12-26,15,25.032,NOR,,ATL,W 45-16,,9,4,42,10.50,1,44.4%,4.67,0,0,,0,,1,6,0.0,0,0
31,2011,2012-01-01,16,25.038,NOR,,CAR,W 45-17,*,9,8,97,12.13,1,88.9%,10.78,0,0,,0,,1,6,0.0,0,0
32,2012,2012-09-09,1,25.290,NOR,,WAS,L 32-40,*,10,6,85,14.17,1,60.0%,8.50,0,0,,0,,1,6,0.0,0,0
33,2012,2012-09-16,2,25.297,NOR,@,CAR,L 27-35,*,13,7,71,10.14,1,53.8%,5.46,0,0,,0,,1,6,0.0,0,0
34,2012,2012-09-23,3,25.304,NOR,,KAN,L 24-27,*,8,4,16,4.00,1,50.0%,2.00,0,0,,0,,1,6,0.0,0,0
35,2012,2012-09-30,4,25.311,NOR,@,GNB,L 27-28,*,9,7,76,10.86,0,77.8%,8.44,0,0,,0,,0,0,0.0,0,0
36,2012,2012-10-07,5,25.318,NOR,,SDG,W 31-24,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
37,2012,2012-10-28,7,25.339,NOR,@,DEN,L 14-34,*,10,5,63,12.60,1,50.0%,6.30,0,0,,0,,1,6,0.0,0,0
38,2012,2012-11-05,8,25.347,NOR,,PHI,W 28-13,,11,8,72,9.00,1,72.7%,6.55,0,0,,0,,1,6,0.0,0,0
39,2012,2012-11-11,9,25.353,NOR,,ATL,W 31-27,,8,7,146,20.86,2,87.5%,18.25,0,0,,0,,2,12,0.0,0,0
40,2012,2012-11-18,10,25.360,NOR,@,OAK,W 38-17,*,6,6,29,4.83,1,100.0%,4.83,0,0,,0,,1,6,0.0,0,0
41,2012,2012-11-25,11,26.001,NOR,,SFO,L 21-31,*,6,4,33,8.25,0,66.7%,5.50,0,0,,0,,0,0,0.0,0,0
42,2012,2012-11-29,12,26.005,NOR,@,ATL,L 13-23,,6,4,59,14.75,0,66.7%,9.83,0,0,,0,,0,0,0.0,0,0
43,2012,2012-12-09,13,26.015,NOR,@,NYG,L 27-52,,10,5,56,11.20,0,50.0%,5.60,0,0,,0,,0,0,0.0,0,0
44,2012,2012-12-16,14,26.022,NOR,,TAM,W 41-0,*,9,5,69,13.80,0,55.6%,7.67,0,0,,0,,0,0,0.0,0,0
45,2012,2012-12-23,15,26.029,NOR,@,DAL,W 34-31,,11,7,88,12.57,0,63.6%,8.00,0,0,,0,,0,0,0.0,0,0
46,2012,2012-12-30,16,26.036,NOR,,CAR,L 38-44,,16,9,115,12.78,1,56.3%,7.19,0,0,,0,,1,6,0.0,0,0
47,2013,2013-09-08,1,26.288,NOR,,ATL,W 23-17,*,7,4,45,11.25,1,57.1%,6.43,0,0,,0,,1,6,0.0,0,0
48,2013,2013-09-15,2,26.295,NOR,@,TAM,W 16-14,*,16,10,179,17.90,1,62.5%,11.19,0,0,,0,,1,6,0.0,0,0
49,2013,2013-09-22,3,26.302,NOR,,ARI,W 31-7,*,15,9,134,14.89,2,60.0%,8.93,0,0,,0,,2,12,0.0,0,0
50,2013,2013-09-30,4,26.310,NOR,,MIA,W 38-17,*,4,4,100,25.00,2,100.0%,25.00,0,0,,0,,2,12,0.0,0,0
51,2013,2013-10-06,5,26.316,NOR,@,CHI,W 26-18,*,11,10,135,13.50,0,90.9%,12.27,0,0,,0,,0,0,0.0,0,0
52,2013,2013-10-13,6,26.323,NOR,@,NWE,L 27-30,*,6,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
53,2013,2013-10-27,7,26.337,NOR,,BUF,W 35-17,,3,3,37,12.33,2,100.0%,12.33,0,0,,0,,2,12,0.0,0,0
54,2013,2013-11-03,8,26.344,NOR,@,NYJ,L 20-26,*,12,9,116,12.89,2,75.0%,9.67,0,0,,0,,2,12,0.0,0,0
55,2013,2013-11-10,9,26.351,NOR,,DAL,W 49-17,,5,5,59,11.80,0,100.0%,11.80,0,0,,0,,0,0,0.0,0,0
56,2013,2013-11-17,10,26.358,NOR,,SFO,W 23-20,*,11,6,41,6.83,0,54.5%,3.73,0,0,,0,,0,0,0.0,1,0
57,2013,2013-11-21,11,26.362,NOR,@,ATL,W 17-13,*,7,5,100,20.00,1,71.4%,14.29,0,0,,0,,1,6,0.0,0,0
58,2013,2013-12-02,12,27.008,NOR,@,SEA,L 7-34,,9,3,42,14.00,1,33.3%,4.67,0,0,,0,,1,6,0.0,0,0
59,2013,2013-12-08,13,27.014,NOR,,CAR,W 31-13,,11,6,58,9.67,2,54.5%,5.27,0,0,,0,,2,12,0.0,0,0
60,2013,2013-12-15,14,27.021,NOR,@,STL,L 16-27,*,6,2,25,12.50,0,33.3%,4.17,0,0,,0,,0,0,0.0,1,0
61,2013,2013-12-22,15,27.028,NOR,@,CAR,L 13-17,*,11,5,73,14.60,1,45.5%,6.64,0,0,,0,,1,6,0.0,1,0
62,2013,2013-12-29,16,27.035,NOR,,TAM,W 42-17,*,8,5,71,14.20,1,62.5%,8.88,0,0,,0,,1,6,0.0,0,0
63,2014,2014-09-07,1,27.287,NOR,@,ATL,L 34-37,*,10,8,82,10.25,0,80.0%,8.20,0,0,,0,,0,0,0.0,0,0
64,2014,2014-09-14,2,27.294,NOR,@,CLE,L 24-26,*,13,10,118,11.80,2,76.9%,9.08,0,0,,0,,2,12,0.0,0,0
65,2014,2014-09-21,3,27.301,NOR,,MIN,W 20-9,,8,6,54,9.00,0,75.0%,6.75,0,0,,0,,0,0,0.0,0,0
66,2014,2014-09-28,4,27.308,NOR,@,DAL,L 17-38,*,11,8,86,10.75,1,72.7%,7.82,0,0,,0,,1,6,0.0,1,0
67,2014,2014-10-05,5,27.315,NOR,,TAM,W 37-31,*,5,2,36,18.00,0,40.0%,7.20,0,0,,0,,0,0,0.0,0,0
68,2014,2014-10-19,6,27.329,NOR,@,DET,L 23-24,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
69,2014,2014-10-26,7,27.336,NOR,,GNB,W 44-23,*,6,5,59,11.80,1,83.3%,9.83,0,0,,0,,1,6,0.0,0,0
70,2014,2014-10-30,8,27.340,NOR,@,CAR,W 28-10,*,7,7,83,11.86,1,100.0%,11.86,0,0,,0,,1,6,0.0,0,0
71,2014,2014-11-09,9,27.350,NOR,,SFO,L 24-27,*,13,10,76,7.60,2,76.9%,5.85,0,0,,0,,2,12,0.0,0,0
72,2014,2014-11-16,10,27.357,NOR,,CIN,L 10-27,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,,0,0,0.0,0,0
73,2014,2014-11-24,11,28.000,NOR,,BAL,L 27-34,*,10,6,47,7.83,2,60.0%,4.70,0,0,,0,,2,12,0.0,0,0
74,2014,2014-11-30,12,28.006,NOR,@,PIT,W 35-32,*,,,,,,0.0%,,,,,,,,,,,
75,2014,2014-12-07,13,28.013,NOR,,CAR,L 10-41,*,11,3,25,8.33,0,27.3%,2.27,0,0,,0,,0,0,0.0,0,0
76,2014,2014-12-15,14,28.021,NOR,@,CHI,W 31-15,,7,5,87,17.40,0,71.4%,12.43,0,0,,0,,0,0,0.0,0,0
77,2014,2014-12-21,15,28.027,NOR,,ATL,L 14-30,*,10,6,53,8.83,1,60.0%,5.30,0,0,,0,,1,6,0.0,0,0
78,2014,2014-12-28,16,28.034,NOR,@,TAM,W 23-20,*,9,6,54,9.00,0,66.7%,6.00,0,0,,0,,0,0,0.0,0,0
79,2015,2015-09-13,1,28.293,SEA,@,STL,L 31-34,*,8,6,51,8.50,1,75.0%,6.38,0,0,,0,,1,6,0.0,0,0
80,2015,2015-09-20,2,28.300,SEA,@,GNB,L 17-27,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,,0,0,0.0,0,0
81,2015,2015-09-27,3,28.307,SEA,,CHI,W 26-0,*,8,7,83,11.86,1,87.5%,10.38,0,0,,0,,1,6,0.0,0,0
82,2015,2015-10-05,4,28.315,SEA,,DET,W 13-10,*,5,4,29,7.25,0,80.0%,5.80,0,0,,0,,0,0,0.0,0,0
83,2015,2015-10-11,5,28.321,SEA,@,CIN,L 24-27,*,5,3,30,10.00,0,60.0%,6.00,0,0,,0,,0,0,0.0,0,0
84,2015,2015-10-18,6,28.328,SEA,,CAR,L 23-27,*,12,8,140,17.50,0,66.7%,11.67,0,0,,0,,0,0,0.0,0,0
85,2015,2015-10-22,7,28.332,SEA,@,SFO,W 20-3,*,5,2,31,15.50,0,40.0%,6.20,0,0,,0,,0,0,0.0,0,0
86,2015,2015-11-01,8,28.342,SEA,@,DAL,W 13-12,*,10,7,75,10.71,0,70.0%,7.50,0,0,,0,,0,0,0.0,0,0
87,2015,2015-11-15,9,28.356,SEA,,ARI,L 32-39,*,8,3,41,13.67,0,37.5%,5.13,0,0,,0,,0,0,0.0,0,0
88,2015,2015-11-22,10,28.363,SEA,,SFO,W 29-13,*,3,3,39,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
89,2015,2015-11-29,11,29.005,SEA,,PIT,W 39-30,*,8,4,75,18.75,0,50.0%,9.38,0,0,,0,,0,0,0.0,0,0
90,2016,2016-09-11,1,29.292,SEA,,MIA,W 12-10,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
91,2016,2016-09-18,2,29.299,SEA,@,LAR,L 3-9,*,4,3,42,14.00,0,75.0%,10.50,0,0,,0,,0,0,0.0,0,0
92,2016,2016-09-25,3,29.306,SEA,,SFO,W 37-18,*,9,6,100,16.67,1,66.7%,11.11,0,0,,0,,1,6,0.0,0,0
93,2016,2016-10-02,4,29.313,SEA,@,NYJ,W 27-17,*,8,6,113,18.83,0,75.0%,14.13,0,0,,0,,0,0,0.0,0,0
94,2016,2016-10-16,5,29.327,SEA,,ATL,W 26-24,*,9,6,89,14.83,0,66.7%,9.89,0,0,,0,,0,0,0.0,0,0
95,2016,2016-10-23,6,29.334,SEA,@,ARI,T 6-6,*,10,5,53,10.60,0,50.0%,5.30,0,0,,0,,0,0,0.0,0,0
96,2016,2016-10-30,7,29.341,SEA,@,NOR,L 20-25,*,5,3,34,11.33,0,60.0%,6.80,0,0,,0,,0,0,0.0,0,0
97,2016,2016-11-07,8,29.349,SEA,,BUF,W 31-25,*,8,8,103,12.88,2,100.0%,12.88,0,0,,0,,2,12,0.0,0,0
98,2016,2016-11-13,9,29.355,SEA,@,NWE,W 31-24,*,4,4,48,12.00,0,100.0%,12.00,0,0,,0,,0,0,0.0,0,0
99,2016,2016-11-20,10,29.362,SEA,,PHI,W 26-15,*,5,3,46,15.33,1,60.0%,9.20,0,0,,0,,1,6,0.0,0,0
100,2016,2016-11-27,11,30.003,SEA,@,TAM,L 5-14,*,7,6,67,11.17,0,85.7%,9.57,0,0,,0,,0,0,0.0,0,0
101,2016,2016-12-04,12,30.010,SEA,,CAR,W 40-7,*,9,6,63,10.50,1,66.7%,7.00,0,0,,0,,1,6,0.0,0,0
102,2016,2016-12-11,13,30.017,SEA,@,GNB,L 10-38,*,4,1,16,16.00,0,25.0%,4.00,0,0,,0,,0,0,0.0,0,0
103,2016,2016-12-15,14,30.021,SEA,,LAR,W 24-3,*,2,1,31,31.00,0,50.0%,15.50,1,0,0.00,0,,0,0,0.0,0,0
104,2016,2016-12-24,15,30.030,SEA,,ARI,L 31-34,*,3,2,43,21.50,1,66.7%,14.33,0,0,,0,,1,6,0.0,0,0
105,2016,2017-01-01,16,30.038,SEA,@,SFO,W 25-23,*,7,4,64,16.00,0,57.1%,9.14,0,0,,0,,0,0,0.0,0,0
106,2017,2017-09-10,1,30.290,SEA,@,GNB,L 9-17,*,8,3,8,2.67,0,37.5%,1.00,0,0,,0,,0,0,0.0,0,0
107,2017,2017-09-17,2,30.297,SEA,,SFO,W 12-9,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,0,0
108,2017,2017-09-24,3,30.304,SEA,@,TEN,L 27-33,*,11,7,72,10.29,0,63.6%,6.55,0,0,,0,,0,0,0.0,0,0
109,2017,2017-10-01,4,30.311,SEA,,IND,W 46-18,*,6,4,61,15.25,0,66.7%,10.17,0,0,,0,,0,0,0.0,0,0
110,2017,2017-10-08,5,30.318,SEA,@,LAR,W 16-10,*,8,6,37,6.17,1,75.0%,4.63,0,0,,0,,1,6,0.0,0,0
111,2017,2017-10-22,6,30.332,SEA,@,NYG,W 24-7,*,6,3,51,17.00,1,50.0%,8.50,0,0,,0,,1,6,0.0,0,0
112,2017,2017-10-29,7,30.339,SEA,,HOU,W 41-38,*,5,4,39,9.75,2,80.0%,7.80,0,0,,0,,2,12,0.0,0,0
113,2017,2017-11-05,8,30.346,SEA,,WAS,L 14-17,*,8,5,59,11.80,0,62.5%,7.38,0,0,,0,,0,0,0.0,0,0
114,2017,2017-11-09,9,30.350,SEA,@,ARI,W 22-16,*,9,6,27,4.50,2,66.7%,3.00,0,0,,0,,2,12,0.0,0,0
115,2017,2017-11-20,10,30.361,SEA,,ATL,L 31-34,*,11,7,58,8.29,1,63.6%,5.27,0,0,,0,1,1,8,0.0,0,0
116,2017,2017-11-26,11,31.002,SEA,@,SFO,W 24-13,*,6,3,34,11.33,1,50.0%,5.67,0,0,,0,,1,6,0.0,0,0
117,2017,2017-12-03,12,31.009,SEA,,PHI,W 24-10,,4,3,26,8.67,1,75.0%,6.50,0,0,,0,,1,6,0.0,0,0
118,2017,2017-12-10,13,31.016,SEA,@,JAX,L 24-30,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
119,2017,2017-12-17,14,31.023,SEA,,LAR,L 7-42,*,3,1,-1,-1.00,0,33.3%,-0.33,0,0,,0,,0,0,0.0,0,0
120,2017,2017-12-24,15,31.030,SEA,@,DAL,W 21-12,*,1,1,3,3.00,1,100.0%,3.00,0,0,,0,,1,6,0.0,0,0
121,2017,2017-12-31,16,31.037,SEA,,ARI,L 24-26,*,6,3,45,15.00,0,50.0%,7.50,0,0,,0,,0,0,0.0,0,0
122,2018,2018-09-09,1,31.289,GNB,,CHI,W 24-23,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
123,2018,2018-09-16,2,31.296,GNB,,MIN,T 29-29,*,8,6,95,15.83,0,75.0%,11.88,0,0,,0,,0,0,0.0,0,0
124,2018,2018-09-23,3,31.303,GNB,@,WAS,L 17-31,*,7,5,45,9.00,0,71.4%,6.43,0,0,,0,,0,0,0.0,0,0
