ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1996,1996-10-27,8,22.341,NYG,@,DET,W 35-7,,0,0,,0,0,0,,0,,,,3,-3,-1.00,0
2,1996,1996-11-03,9,22.348,NYG,,ARI,W 16-8,,14,27,51.85,128,1,0,77.4,1,11,4.74,5.48,2,-4,-2.00,0
3,1996,1996-12-01,13,23.010,NYG,@,PHI,L 0-24,,4,13,30.77,47,0,0,42.8,1,4,3.62,3.62,1,13,13.00,0
4,1996,1996-12-15,15,23.024,NYG,,NOR,L 3-17,,5,20,25.00,52,0,1,18.7,5,33,2.60,0.35,1,0,0.00,0
5,1997,1997-08-31,1,23.283,NYG,,PHI,W 31-17,,0,0,,0,0,0,,0,,,,0,0,,0
6,1997,1997-09-07,2,23.290,NYG,@,JAX,L 13-40,,0,0,,0,0,0,,0,,,,0,0,,0
7,1997,1997-09-14,3,23.297,NYG,,BAL,L 23-24,,0,0,,0,0,0,,0,,,,0,0,,0
8,1997,1997-09-21,4,23.304,NYG,@,STL,L 3-13,,0,2,0.00,0,0,0,39.6,1,10,0.00,0.00,0,0,,0
9,1997,1997-09-28,5,23.311,NYG,,NOR,W 14-9,,0,0,,0,0,0,,0,,,,0,0,,0
10,1997,1997-10-05,6,23.318,NYG,,DAL,W 20-17,,10,17,58.82,101,0,0,75.9,0,0,5.94,5.94,1,-8,-8.00,0
11,1997,1997-10-12,7,23.325,NYG,@,ARI,W 27-13,*,13,28,46.43,198,1,1,67.3,1,11,7.07,6.18,0,0,,0
12,1997,1997-10-19,8,23.332,NYG,@,DET,W 26-20,*,17,31,54.84,220,2,1,85.4,1,10,7.10,6.94,0,0,,0
13,1997,1997-10-26,9,23.339,NYG,,CIN,W 29-27,*,18,31,58.06,214,0,0,79.2,0,0,6.90,6.90,6,0,0.00,0
14,1997,1997-11-09,10,23.353,NYG,@,TEN,L 6-10,*,15,28,53.57,133,0,1,51.6,3,22,4.75,3.14,0,0,,0
15,1997,1997-11-16,11,23.360,NYG,,ARI,W 19-10,*,14,21,66.67,182,2,0,125.5,1,10,8.67,10.57,2,-3,-1.50,0
16,1997,1997-11-23,12,24.002,NYG,@,WAS,T 7-7,*,20,37,54.05,168,1,1,63.8,6,63,4.54,3.86,1,8,8.00,0
17,1997,1997-11-30,13,24.009,NYG,,TAM,L 8-20,*,14,31,45.16,117,0,2,28.6,2,14,3.77,0.87,2,3,1.50,0
18,1997,1997-12-07,14,24.016,NYG,@,PHI,W 31-21,*,14,27,51.85,153,3,1,90.5,2,16,5.67,6.22,2,-2,-1.00,0
19,1997,1997-12-13,15,24.022,NYG,,WAS,W 30-10,*,13,25,52.00,125,1,2,46.2,2,15,5.00,2.20,1,4,4.00,0
20,1997,1997-12-21,16,24.030,NYG,@,DAL,W 20-7,*,8,16,50.00,129,1,0,98.2,0,0,8.06,9.31,0,0,,0
21,1998,1998-09-06,1,24.289,NYG,,WAS,W 31-24,*,15,28,53.57,159,2,1,79.3,0,0,5.68,5.50,1,-1,-1.00,0
22,1998,1998-09-13,2,24.296,NYG,@,OAK,L 17-20,*,23,33,69.70,188,2,1,91.5,3,26,5.70,5.55,2,11,5.50,0
23,1998,1998-09-21,3,24.304,NYG,,DAL,L 7-31,*,25,45,55.56,228,1,2,58.4,4,35,5.07,3.51,2,5,2.50,0
24,1998,1998-09-27,4,24.310,NYG,@,SDG,W 34-16,*,17,33,51.52,208,1,1,68.8,0,0,6.30,5.55,2,2,1.00,0
25,1998,1998-10-04,5,24.317,NYG,@,TAM,L 3-20,*,10,27,37.04,83,0,3,6.2,1,12,3.07,-1.93,1,-1,-1.00,0
26,1998,1998-10-11,6,24.324,NYG,,ATL,L 20-34,*,11,21,52.38,100,1,0,81.4,5,44,4.76,5.71,2,8,4.00,0
27,1998,1998-10-18,7,24.331,NYG,,ARI,W 34-7,*,22,36,61.11,259,3,0,110.8,1,10,7.19,8.86,0,0,,0
28,1998,1998-11-01,8,24.345,NYG,@,WAS,L 14-21,*,17,32,53.13,151,1,0,76.4,1,8,4.72,5.34,4,8,2.00,0
29,1998,1998-11-08,9,24.352,NYG,@,DAL,L 6-16,*,12,24,50.00,139,0,0,67.9,3,12,5.79,5.79,1,4,4.00,0
30,1998,1998-11-15,10,24.359,NYG,,GNB,L 3-37,*,8,20,40.00,88,0,2,14.2,3,22,4.40,-0.10,0,0,,0
31,1999,1999-09-20,2,25.303,ATL,@,DAL,L 7-24,,9,22,40.91,172,1,2,46.0,3,23,7.82,4.64,0,0,,0
32,1999,1999-10-03,4,25.316,ATL,,BAL,L 13-19,,15,33,45.45,184,1,0,73.3,1,6,5.58,6.18,0,0,,0
33,1999,1999-12-19,14,26.028,ATL,@,TEN,L 17-30,*,18,29,62.07,237,2,2,82.1,1,8,8.17,6.45,0,0,,0
34,2000,2000-09-24,4,26.308,ATL,,STL,L 20-41,,1,3,33.33,9,0,0,42.4,1,7,3.00,3.00,0,0,,0
35,2000,2000-10-01,5,26.315,ATL,@,PHI,L 10-38,,1,1,100.00,5,0,0,87.5,0,0,5.00,5.00,0,0,,0
36,2000,2000-10-08,6,26.322,ATL,,NYG,L 6-13,,15,35,42.86,166,0,1,45.7,3,21,4.74,3.46,0,0,,0
37,2000,2000-11-05,10,26.350,ATL,,TAM,L 14-27,,26,43,60.47,218,2,2,69.7,1,10,5.07,3.91,0,0,,0
38,2000,2000-11-12,11,26.357,ATL,@,DET,L 10-13,*,14,34,41.18,126,0,2,27.3,3,22,3.71,1.06,1,0,0.00,0
39,2003,2003-10-19,7,29.332,DEN,@,MIN,L 20-28,,12,18,66.67,104,1,0,100.2,,,5.78,6.89,0,0,,0
40,2003,2003-10-26,8,29.339,DEN,@,BAL,L 6-26,*,16,31,51.61,114,0,2,33.5,,24,3.68,0.77,2,9,4.50,0
41,2003,2003-11-03,9,29.347,DEN,,NWE,L 26-30,*,16,35,45.71,163,1,1,57.2,,,4.66,3.94,0,0,,0
42,2003,2003-11-16,10,29.360,DEN,,SDG,W 37-8,,0,1,0.00,0,0,1,0.0,,,0.00,-45.00,4,-4,-1.00,0
43,2003,2003-12-28,16,30.037,DEN,@,GNB,L 3-31,,9,18,50.00,61,0,1,34.7,,,3.39,0.89,0,0,,0
