ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,22.163,TAM,,CAR,W 16-10,,,,,,,,,,,,,
2,2012,2012-09-16,2,22.170,TAM,@,NYG,L 34-41,,0,0,,0,0,0,0.0,0,0,0,0,0
3,2012,2012-09-23,3,22.177,TAM,@,DAL,L 10-16,,,,,,,,,,,,,
4,2012,2012-09-30,4,22.184,TAM,,WAS,L 22-24,,,,,,,,,,,,,
5,2012,2012-10-14,5,22.198,TAM,,KAN,W 38-10,,0,0,,0,0,0,0.0,0,0,0,0,0
6,2012,2012-10-21,6,22.205,TAM,,NOR,L 28-35,,,,,,,,,,,,,
7,2012,2012-10-25,7,22.209,TAM,@,MIN,W 36-17,*,0,0,,0,0,0,0.0,2,0,1,0,0
8,2012,2012-11-04,8,22.219,TAM,@,OAK,W 42-32,,0,0,,0,0,0,0.0,5,1,1,3,0
9,2012,2012-11-11,9,22.226,TAM,,SDG,W 34-24,,0,0,,0,0,6,0.0,4,1,1,83,1
10,2012,2012-11-18,10,22.233,TAM,@,CAR,W 27-21,,0,0,,0,0,0,0.0,2,0,0,0,0
11,2012,2012-11-25,11,22.240,TAM,,ATL,L 23-24,*,0,0,,0,0,0,0.0,5,2,0,0,0
12,2012,2012-12-02,12,22.247,TAM,@,DEN,L 23-31,*,0,0,,0,0,0,0.0,2,0,0,0,0
13,2012,2012-12-09,13,22.254,TAM,,PHI,L 21-23,*,0,0,,0,0,0,0.0,3,0,0,0,0
14,2012,2012-12-16,14,22.261,TAM,@,NOR,L 0-41,,0,0,,0,0,0,0.0,2,0,0,0,0
15,2012,2012-12-23,15,22.268,TAM,,STL,L 13-28,*,0,0,,0,0,0,0.0,5,0,0,0,0
16,2012,2012-12-30,16,22.275,TAM,@,ATL,W 22-17,*,0,0,,0,0,0,0.0,2,1,0,0,0
17,2013,2013-09-08,1,23.162,TAM,@,NYJ,L 17-18,*,0,0,,0,0,0,0.0,8,1,0,0,0
18,2013,2013-09-15,2,23.169,TAM,,NOR,L 14-16,*,0,0,,0,0,0,0.0,3,0,0,0,0
19,2013,2013-09-22,3,23.176,TAM,@,NWE,L 3-23,*,0,0,,0,0,0,0.0,2,3,0,0,0
20,2013,2013-09-29,4,23.183,TAM,,ARI,L 10-13,*,0,0,,0,0,0,0.0,3,1,0,0,0
21,2013,2013-10-13,5,23.197,TAM,,PHI,L 20-31,*,0,0,,0,0,0,0.0,3,0,0,0,0
22,2013,2013-10-20,6,23.204,TAM,@,ATL,L 23-31,,0,0,,0,0,0,0.0,3,1,0,0,0
23,2013,2013-10-24,7,23.208,TAM,,CAR,L 13-31,,0,0,,0,0,0,0.0,5,0,0,0,0
24,2013,2013-11-03,8,23.218,TAM,@,SEA,L 24-27,,0,0,,0,0,0,0.0,1,1,0,0,0
25,2013,2013-11-11,9,23.226,TAM,,MIA,W 22-19,*,0,0,,0,0,0,0.0,0,0,0,0,0
26,2013,2013-11-17,10,23.232,TAM,,ATL,W 41-28,*,0,0,,0,0,0,0.0,3,2,0,0,0
27,2013,2013-11-24,11,23.239,TAM,@,DET,W 24-21,*,0,0,,0,0,6,0.0,4,3,1,48,1
28,2013,2013-12-01,12,23.246,TAM,@,CAR,L 6-27,,0,0,,0,0,0,0.0,1,1,0,0,0
29,2013,2013-12-08,13,23.253,TAM,,BUF,W 27-6,,0,0,,0,0,0,0.0,2,1,0,0,0
30,2013,2013-12-15,14,23.260,TAM,,SFO,L 14-33,,0,0,,0,0,0,0.0,2,0,0,0,0
31,2013,2013-12-22,15,23.267,TAM,@,STL,L 13-23,,0,0,,0,0,0,0.0,2,0,0,0,0
32,2013,2013-12-29,16,23.274,TAM,@,NOR,L 17-42,,0,0,,0,0,0,0.0,6,0,0,0,0
33,2014,2014-09-07,1,24.161,TAM,,CAR,L 14-20,,0,0,,0,0,0,0.0,2,0,0,0,0
34,2014,2014-09-14,2,24.168,TAM,,STL,L 17-19,,0,0,,0,0,0,0.0,0,0,0,0,0
35,2014,2014-09-18,3,24.172,TAM,@,ATL,L 14-56,,0,0,,0,0,0,0.0,3,2,0,0,0
36,2014,2014-09-28,4,24.182,TAM,@,PIT,W 27-24,,0,0,,0,0,0,0.0,4,4,0,0,0
37,2014,2014-10-05,5,24.189,TAM,@,NOR,L 31-37,,0,0,,0,0,0,0.0,3,2,0,0,0
38,2014,2014-10-12,6,24.196,TAM,,BAL,L 17-48,,,,,,,,,,,,,
39,2014,2014-10-26,7,24.210,TAM,,MIN,L 13-19,,0,0,,0,0,0,0.0,1,0,0,0,0
40,2014,2014-11-02,8,24.217,TAM,@,CLE,L 17-22,,0,0,,0,0,0,0.0,2,0,0,0,0
41,2014,2014-11-09,9,24.224,TAM,,ATL,L 17-27,,0,0,,0,0,0,0.0,0,2,0,0,0
42,2014,2014-11-16,10,24.231,TAM,@,WAS,W 27-7,,1,18,18.00,0,0,0,0.0,2,1,0,0,0
43,2014,2014-11-23,11,24.238,TAM,@,CHI,L 13-21,*,0,0,,0,0,0,0.0,1,0,0,0,0
44,2014,2014-11-30,12,24.245,TAM,,CIN,L 13-14,,0,0,,0,0,0,0.0,1,1,0,0,0
45,2014,2014-12-07,13,24.252,TAM,@,DET,L 17-34,*,0,0,,0,0,0,0.0,2,0,0,0,0
46,2014,2014-12-14,14,24.259,TAM,@,CAR,L 17-19,,0,0,,0,0,0,0.0,0,2,0,0,0
