ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1998,1998-10-04,5,22.345,SDG,@,IND,L 12-17,,,,,,0.0%,
2,1998,1998-10-11,6,22.352,SDG,@,OAK,L 6-7,1,,,,,0.0%,
3,1998,1998-10-18,7,22.359,SDG,,PHI,W 13-10,1,1,8,8.00,0,100.0%,8.00
4,1998,1998-10-25,8,23.001,SDG,,SEA,L 20-27,,,,,,0.0%,
5,1998,1998-11-08,9,23.015,SDG,@,DEN,L 10-27,1,1,2,2.00,0,100.0%,2.00
6,1998,1998-11-22,11,23.029,SDG,,KAN,W 38-37,1,1,8,8.00,0,100.0%,8.00
7,1998,1998-11-29,12,23.036,SDG,,DEN,L 16-31,,,,,,0.0%,
8,1998,1998-12-06,13,23.043,SDG,@,WAS,L 20-24,1,1,5,5.00,0,100.0%,5.00
9,1998,1998-12-13,14,23.050,SDG,@,SEA,L 17-38,,,,,,0.0%,
10,1998,1998-12-20,15,23.057,SDG,,OAK,L 10-17,,,,,,0.0%,
