ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1995,1995-10-01,5,23.087,HOU,,JAX,L 16-17,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0
2,1995,1995-10-22,7,23.108,HOU,@,CHI,L 32-35,,0,0,,0,0.0%,,0,0,,0,,,,
3,1995,1995-10-29,8,23.115,HOU,,TAM,W 19-7,,0,0,,0,0.0%,,0,0,,0,,,,
4,1995,1995-11-05,9,23.122,HOU,@,CLE,W 37-10,,0,0,,0,0.0%,,0,0,,0,,,,
5,1995,1995-11-12,10,23.129,HOU,,CIN,L 25-32,,0,0,,0,0.0%,,0,0,,0,,,,
6,1995,1995-11-19,11,23.136,HOU,@,KAN,L 13-20,0,0,0,,0,0.0%,,0,0,,0,,,,
7,1995,1995-12-03,13,23.150,HOU,@,PIT,L 7-21,0,0,0,,0,0.0%,,2,28,14.00,0,0,0,,0
8,1995,1995-12-17,15,23.164,CHI,,TAM,W 31-10,0,0,0,,0,0.0%,,1,11,11.00,0,0,0,,0
9,1995,1995-12-24,16,23.171,CHI,,PHI,W 20-14,0,0,0,,0,0.0%,,0,0,,0,1,-4,-4.00,0
