ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1960,1960-09-23,3,25.039,DEN,@,NYT,L 24-28,6,125,20.83,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
2,1960,1960-10-02,4,25.048,DEN,,OAK,W 31-14,7,101,14.43,2,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,2,12
3,1960,1960-10-16,5,25.062,DEN,,LAC,L 19-23,7,54,7.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1960,1960-10-23,6,25.069,DEN,,BOS,W 31-24,10,106,10.60,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
5,1960,1960-10-30,7,25.076,DEN,,DTX,L 14-17,3,27,9.00,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0
6,1960,1960-11-06,8,25.083,DEN,,HOU,L 25-45,10,140,14.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
7,1960,1960-11-13,9,25.090,DEN,@,DTX,L 7-34,6,42,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1960,1960-11-20,10,25.097,DEN,@,HOU,L 10-20,10,138,13.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1960,1960-11-27,11,25.104,DEN,,BUF,T 38-38,9,199,22.11,3,0,0,,0,0,0,,0,0,0,,0,0,,,3,18
10,1960,1960-12-04,12,25.111,DEN,,NYT,L 27-30,11,95,8.64,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
11,1960,1960-12-10,13,25.117,DEN,@,LAC,L 33-41,9,171,19.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
12,1960,1960-12-17,14,25.124,DEN,@,OAK,L 10-48,4,37,9.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
13,1961,1961-09-10,1,26.026,DEN,@,BUF,W 22-10,7,132,18.86,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
14,1961,1961-09-16,2,26.032,DEN,@,BOS,L 17-45,8,78,9.75,1,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,6
15,1961,1961-09-24,3,26.040,DEN,@,NYT,L 28-35,11,126,11.45,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0
16,1961,1961-10-01,4,26.047,DEN,@,OAK,L 19-33,9,118,13.11,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1961,1961-10-08,5,26.054,DEN,,DTX,L 12-19,7,120,17.14,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
18,1961,1961-10-15,6,26.061,DEN,,OAK,W 27-24,6,38,6.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1961,1961-10-22,7,26.068,DEN,,NYT,W 27-10,4,34,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
20,1961,1961-10-29,8,26.075,DEN,@,SDG,L 0-37,7,68,9.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
21,1961,1961-11-05,9,26.082,DEN,,HOU,L 14-55,8,66,8.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
22,1961,1961-11-12,10,26.089,DEN,,SDG,L 16-19,10,119,11.90,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
23,1961,1961-11-19,11,26.096,DEN,,BUF,L 10-23,5,68,13.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
