ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1971,1971-09-19,1,23.261,SDG,,KAN,W 21-14,4,50,12.50,0,0,0,,0,0,0
2,1971,1971-09-26,2,23.268,SDG,,OAK,L 0-34,5,70,14.00,0,0,0,,0,0,0
3,1971,1971-10-03,3,23.275,SDG,@,PIT,L 17-21,8,111,13.88,1,1,9,9.00,0,1,6
4,1971,1971-10-10,4,23.282,SDG,@,KAN,L 10-31,2,36,18.00,0,0,0,,0,0,0
5,1971,1971-10-17,5,23.289,SDG,@,DEN,L 16-20,6,69,11.50,0,1,54,54.00,0,0,0
6,1971,1971-10-23,6,23.295,SDG,,BUF,W 20-3,4,86,21.50,2,1,11,11.00,0,2,12
7,1971,1971-10-31,7,23.303,SDG,,NYJ,W 49-21,4,75,18.75,1,1,7,7.00,0,1,6
8,1971,1971-11-07,8,23.310,SDG,@,NYG,L 17-35,3,34,11.33,0,1,-4,-4.00,0,0,0
9,1971,1971-11-15,9,23.318,SDG,,STL,W 20-17,4,61,15.25,0,0,0,,0,0,0
10,1971,1971-11-21,10,23.324,SDG,@,OAK,L 33-34,1,17,17.00,0,0,0,,0,0,0
11,1972,1972-09-24,2,24.267,DAL,@,NYG,W 23-14,4,49,12.25,0,0,0,,0,0,0
12,1972,1972-10-01,3,24.274,DAL,@,GNB,L 13-16,,,,,,,,,,
13,1972,1972-10-08,4,24.281,DAL,,PIT,W 17-13,,,,,,,,,,
14,1972,1972-10-15,5,24.288,DAL,@,BAL,W 21-0,3,33,11.00,0,0,0,,0,0,0
15,1972,1972-10-22,6,24.295,DAL,@,WAS,L 20-24,1,18,18.00,0,0,0,,0,0,0
16,1972,1972-10-30,7,24.303,DAL,,DET,W 28-24,2,53,26.50,1,0,0,,0,1,6
17,1972,1972-11-05,8,24.309,DAL,@,SDG,W 34-28,1,23,23.00,0,0,0,,0,0,0
18,1972,1972-11-12,9,24.316,DAL,,STL,W 33-24,1,12,12.00,0,0,0,,0,0,0
19,1972,1972-11-19,10,24.323,DAL,@,PHI,W 28-7,2,40,20.00,0,0,0,,0,0,0
20,1972,1972-11-23,11,24.327,DAL,,SFO,L 10-31,4,70,17.50,0,0,0,,0,0,0
21,1972,1972-12-03,12,24.337,DAL,@,STL,W 27-6,,,,,,,,,,
22,1972,1972-12-17,14,24.351,DAL,,NYG,L 3-23,,,,,,,,,,
23,1973,1973-09-16,1,25.258,HOU,@,NYG,L 14-34,1,15,15.00,0,0,0,,0,0,0
24,1973,1973-09-23,2,25.265,HOU,@,CIN,L 10-24,1,6,6.00,0,0,0,,0,0,0
25,1973,1973-09-30,3,25.272,HOU,,PIT,L 7-36,7,80,11.43,0,0,0,,0,0,0
26,1973,1973-10-07,4,25.279,HOU,,RAM,L 26-31,7,64,9.14,0,0,0,,0,0,0
27,1973,1973-10-14,5,25.286,HOU,,DEN,L 20-48,2,20,10.00,0,0,0,,0,0,0
28,1973,1973-10-21,6,25.293,HOU,@,CLE,L 13-42,,,,,,,,,,
29,1973,1973-10-28,7,25.300,HOU,@,CHI,L 14-35,1,5,5.00,0,0,0,,0,0,0
30,1973,1973-11-04,8,25.307,HOU,@,BAL,W 31-27,5,127,25.40,1,0,0,,0,1,6
31,1973,1973-11-11,9,25.314,HOU,,CLE,L 13-23,4,51,12.75,0,0,0,,0,0,0
32,1973,1973-11-18,10,25.321,HOU,@,KAN,L 14-38,6,91,15.17,0,0,0,,0,0,0
33,1973,1973-11-25,11,25.328,HOU,,NWE,L 0-32,3,41,13.67,0,0,0,,0,0,0
34,1973,1973-12-02,12,25.335,HOU,,OAK,L 6-17,1,11,11.00,0,0,0,,0,0,0
35,1973,1973-12-09,13,25.342,HOU,@,PIT,L 7-33,,,,,,,,,,
36,1973,1973-12-16,14,25.349,HOU,,CIN,L 24-27,5,70,14.00,0,0,0,,0,0,0
37,1974,1974-09-15,1,26.257,HOU,,SDG,W 21-14,3,38,12.67,0,0,0,,0,0,0
38,1974,1974-09-22,2,26.264,HOU,@,CLE,L 7-20,2,30,15.00,0,0,0,,0,0,0
39,1974,1974-09-29,3,26.271,HOU,,KAN,L 7-17,2,35,17.50,0,0,0,,0,0,0
40,1974,1974-10-06,4,26.278,HOU,,PIT,L 7-13,1,14,14.00,0,0,0,,0,0,0
41,1974,1974-10-13,5,26.285,HOU,@,MIN,L 10-51,2,14,7.00,0,0,0,,0,0,0
42,1974,1974-10-20,6,26.292,HOU,,STL,L 27-31,3,42,14.00,0,0,0,,0,0,0
43,1974,1974-10-27,7,26.299,HOU,@,CIN,W 34-21,2,41,20.50,1,0,0,,0,1,6
44,1974,1974-11-03,8,26.306,HOU,@,NYJ,W 27-22,1,12,12.00,0,0,0,,0,0,0
45,1974,1974-11-10,9,26.313,HOU,@,BUF,W 21-9,,,,,,,,,,
46,1974,1974-11-17,10,26.320,HOU,,CIN,W 20-3,,,,,,,,,,
