ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1994,1994-09-04,1,22.059,CIN,,CLE,L 20-28,,4,3,50,16.67,1,75.0%,12.50,0,0,,0,0,0,,0,0,0,,0,,,,6,126,21.00,0,1,6
2,1994,1994-09-11,2,22.066,CIN,@,SDG,L 10-27,,4,3,31,10.33,0,75.0%,7.75,3,42,14.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
3,1994,1994-09-18,3,22.073,CIN,,NWE,L 28-31,,5,1,56,56.00,0,20.0%,11.20,0,0,,0,0,0,,0,0,0,,0,,,,7,176,25.14,0,0,0
4,1994,1994-09-25,4,22.080,CIN,@,HOU,L 13-20,,8,4,64,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
5,1994,1994-10-02,5,22.087,CIN,,MIA,L 7-23,,4,2,62,31.00,1,50.0%,15.50,2,14,7.00,0,0,0,,0,0,0,,0,,,,2,40,20.00,0,1,6
6,1994,1994-10-16,6,22.101,CIN,@,PIT,L 10-14,,6,4,69,17.25,0,66.7%,11.50,1,-3,-3.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
7,1994,1994-10-23,7,22.108,CIN,@,CLE,L 13-37,,6,3,38,12.67,0,50.0%,6.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
8,1994,1994-10-30,8,22.115,CIN,,DAL,L 20-23,,11,4,155,38.75,2,36.4%,14.09,1,13,13.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
9,1994,1994-11-06,9,22.122,CIN,@,SEA,W 20-17,,9,7,157,22.43,0,77.8%,17.44,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
10,1994,1994-11-13,10,22.129,CIN,,HOU,W 34-31,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
11,1994,1994-11-20,11,22.136,CIN,,IND,L 13-17,,12,3,32,10.67,1,25.0%,2.67,0,0,,0,1,1,100.00,53,0,0,118.7,0,0,53.00,53.00,0,0,,0,1,6
12,1994,1994-11-27,12,22.143,CIN,@,DEN,L 13-15,,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
13,1994,1994-12-04,13,22.150,CIN,,PIT,L 15-38,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
14,1994,1994-12-11,14,22.157,CIN,@,NYG,L 20-27,,10,3,46,15.33,0,30.0%,4.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
15,1994,1994-12-18,15,22.164,CIN,@,ARI,L 7-28,,8,1,8,8.00,0,12.5%,1.00,1,23,23.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
16,1994,1994-12-24,16,22.170,CIN,,PHI,W 33-30,,9,3,36,12.00,0,33.3%,4.00,1,12,12.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
17,1995,1995-09-03,1,23.058,CIN,@,IND,W 24-21,,8,5,68,13.60,0,62.5%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
18,1995,1995-09-10,2,23.065,CIN,,JAX,W 24-17,,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,1995,1995-09-17,3,23.072,CIN,@,SEA,L 21-24,,5,3,98,32.67,1,60.0%,19.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
20,1995,1995-09-24,4,23.079,CIN,,HOU,L 28-38,,11,4,125,31.25,1,36.4%,11.36,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
21,1995,1995-10-01,5,23.086,CIN,,MIA,L 23-26,,6,1,8,8.00,0,16.7%,1.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,1995,1995-10-08,6,23.093,CIN,@,TAM,L 16-19,,6,3,57,19.00,0,50.0%,9.50,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,1995,1995-10-19,7,23.104,CIN,@,PIT,W 27-9,,6,3,73,24.33,1,50.0%,12.17,1,-10,-10.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
24,1995,1995-10-29,8,23.114,CIN,,CLE,L 26-29,,5,3,62,20.67,0,60.0%,12.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
25,1995,1995-11-05,9,23.121,CIN,,OAK,L 17-20,,7,2,20,10.00,0,28.6%,2.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,1995,1995-11-12,10,23.128,CIN,@,HOU,W 32-25,,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
27,1995,1995-11-19,11,23.135,CIN,,PIT,L 31-49,,8,5,43,8.60,1,62.5%,5.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
