ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2003,2003-10-05,5,25.021,NOR,@,CAR,L 13-19,,,,,,
2,2003,2003-10-26,8,25.042,NOR,,CAR,L 20-23,,,,,,
3,2003,2003-11-02,9,25.049,NOR,@,TAM,W 17-14,,,,,,
4,2003,2003-11-16,10,25.063,NOR,,ATL,W 23-20,,,,,,
5,2003,2003-11-23,11,25.070,NOR,@,PHI,L 20-33,,,,,,
6,2003,2003-11-30,12,25.077,NOR,@,WAS,W 24-20,,,,,,
7,2003,2003-12-07,13,25.084,NOR,,TAM,L 7-14,*,,,,,
8,2003,2003-12-14,14,25.091,NOR,,NYG,W 45-7,,,,,,
9,2003,2003-12-21,15,25.098,NOR,@,JAX,L 19-20,,,,,,
10,2003,2003-12-28,16,25.105,NOR,,DAL,W 13-7,,,,,,
11,2004,2004-10-24,6,26.040,NYG,,DET,L 13-28,,,,,,
12,2004,2004-11-28,11,26.075,NYG,,PHI,L 6-27,,0,0,,0,1.0
13,2004,2004-12-05,12,26.082,NYG,@,WAS,L 7-31,,,,,,
14,2004,2004-12-12,13,26.089,NYG,@,BAL,L 14-37,*,,,,,
15,2004,2004-12-18,14,26.095,NYG,,PIT,L 30-33,*,,,,,
16,2005,2005-09-11,1,26.362,NYG,,ARI,W 42-19,,,,,,
17,2005,2005-09-19,2,27.005,NYG,@,NOR,W 27-10,,1,2,2.00,0,0.0
18,2005,2005-09-25,3,27.011,NYG,@,SDG,L 23-45,,,,,,
19,2005,2005-10-02,4,27.018,NYG,,STL,W 44-24,,,,,,
20,2005,2005-10-16,5,27.032,NYG,@,DAL,L 13-16,,,,,,
21,2005,2005-10-23,6,27.039,NYG,,DEN,W 24-23,,,,,,
22,2005,2005-10-30,7,27.046,NYG,,WAS,W 36-0,,0,0,,0,1.0
23,2005,2005-11-06,8,27.053,NYG,@,SFO,W 24-6,,,,,,
24,2005,2005-11-20,10,27.067,NYG,,PHI,W 27-17,,,,,,
25,2005,2005-12-04,12,27.081,NYG,,DAL,W 17-10,,,,,,
26,2005,2005-12-11,13,27.088,NYG,@,PHI,W 26-23,,,,,,
27,2005,2005-12-17,14,27.094,NYG,,KAN,W 27-17,,0,0,,0,1.0
28,2005,2005-12-24,15,27.101,NYG,@,WAS,L 20-35,,,,,,
29,2005,2005-12-31,16,27.108,NYG,@,OAK,W 30-21,,,,,,
30,2006,2006-09-10,1,27.361,GNB,,CHI,L 0-26,,,,,,
31,2006,2006-09-24,3,28.010,GNB,@,DET,W 31-24,,,,,,
