ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1961,1961-09-10,1,22.107,SDG,@,DTX,W 26-10,0,0,,0,0,0,,0,0,0,1,23,0
2,1961,1961-09-17,2,22.114,SDG,,OAK,W 44-0,0,0,,0,1,12,12.00,0,0,0,1,7,0
3,1961,1961-10-15,6,22.142,SDG,@,NYT,W 25-10,0,0,,0,3,36,12.00,0,0,0,0,0,0
4,1961,1961-10-22,7,22.149,SDG,@,OAK,W 41-10,1,9,9.00,0,2,35,17.50,0,0,0,2,0,0
5,1961,1961-10-29,8,22.156,SDG,,DEN,W 37-0,0,0,,0,1,37,37.00,0,0,0,0,0,0
6,1961,1961-11-05,9,22.163,SDG,,NYT,W 48-13,1,0,0.00,0,2,64,32.00,0,0,0,1,13,0
7,1961,1961-11-12,10,22.170,SDG,@,DEN,W 19-16,1,8,8.00,0,1,21,21.00,0,0,0,0,0,0
8,1961,1961-11-19,11,22.177,SDG,,DTX,W 24-14,0,0,,0,2,4,2.00,0,0,0,0,0,0
9,1961,1961-12-03,12,22.191,SDG,@,HOU,L 13-33,0,0,,0,1,0,0.00,0,0,0,0,0,0
10,1961,1961-12-10,13,22.198,SDG,,BUF,W 28-10,0,0,,0,1,0,0.00,0,0,0,0,0,0
11,1962,1962-09-07,1,23.104,SDG,@,DEN,L 21-30,0,0,,0,0,0,,0,1,6,1,37,1
12,1962,1962-09-16,2,23.113,SDG,,NYT,W 40-14,0,0,,0,0,0,,0,0,0,1,0,0
13,1962,1962-10-07,5,23.134,SDG,,DTX,W 32-28,0,0,,0,1,26,26.00,0,0,0,1,0,0
14,1962,1962-10-13,6,23.140,SDG,@,BUF,L 10-35,0,0,,0,0,0,,0,0,0,1,0,0
15,1962,1962-10-19,7,23.146,SDG,@,BOS,L 20-24,0,0,,0,0,0,,0,0,0,1,11,0
16,1962,1962-10-28,8,23.155,SDG,@,NYT,L 3-23,1,39,39.00,0,1,20,20.00,0,0,0,0,0,0
17,1962,1962-11-04,9,23.162,SDG,,DEN,L 20-23,0,0,,0,1,0,0.00,0,0,0,1,20,0
18,1962,1962-11-11,10,23.169,SDG,,BUF,L 20-40,1,16,16.00,0,2,0,0.00,0,0,0,0,0,0
19,1962,1962-11-25,11,23.183,SDG,@,HOU,L 27-33,0,0,,0,2,0,0.00,0,0,0,2,17,0
20,1962,1962-12-02,12,23.190,SDG,,OAK,W 31-21,0,0,,0,3,43,14.33,0,0,0,0,0,0
21,1963,1963-09-15,2,24.112,OAK,,BUF,W 35-17,0,0,,0,1,13,13.00,0,0,0,0,0,0
22,1963,1963-09-22,3,24.119,OAK,,BOS,L 14-20,0,0,,0,2,1,0.50,0,0,0,0,0,0
23,1963,1963-10-05,5,24.132,OAK,@,BUF,L 0-12,0,0,,0,1,0,0.00,0,0,0,1,0,0
24,1963,1963-10-11,6,24.138,OAK,@,BOS,L 14-20,0,0,,0,3,20,6.67,0,0,0,0,0,0
25,1963,1963-10-20,7,24.147,OAK,,NYJ,W 49-26,0,0,,0,3,39,13.00,0,0,0,0,0,0
26,1963,1963-10-27,8,24.154,OAK,@,SDG,W 34-33,0,0,,0,2,29,14.50,0,0,0,1,18,0
27,1963,1963-11-03,9,24.161,OAK,,KAN,W 10-7,0,0,,0,2,96,48.00,1,1,6,0,0,0
28,1963,1963-11-08,10,24.166,OAK,@,KAN,W 22-7,0,0,,0,5,8,1.60,0,0,0,0,0,0
29,1963,1963-11-28,11,24.186,OAK,@,DEN,W 26-10,0,0,,0,1,4,4.00,0,0,0,0,0,0
