ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1998,1998-12-13,14,23.354,CIN,@,IND,L 26-39,,0,0,,0,4,206,51.50,0
2,1998,1998-12-20,15,23.361,CIN,@,PIT,W 25-24,,0,0,,0,3,146,48.67,0
3,1998,1998-12-27,16,24.003,CIN,,TAM,L 0-35,,1,0,0.00,0,3,143,47.67,1
4,1999,1999-11-28,12,24.339,CIN,@,PIT,W 27-20,,0,0,,0,5,189,37.80,0
5,1999,1999-12-05,13,24.346,CIN,,SFO,W 44-30,,0,0,,0,3,92,30.67,0
6,1999,1999-12-12,14,24.353,CIN,,CLE,W 44-28,,0,0,,0,3,107,35.67,0
7,1999,1999-12-26,15,25.002,CIN,@,BAL,L 0-22,,0,0,,0,6,175,29.17,0
8,1999,2000-01-02,16,25.009,CIN,@,JAX,L 7-24,,0,0,,0,5,181,36.20,0
