ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2001,2001-10-28,7,25.060,CIN,@,DET,W 31-27,,,,,,,,,,,
2,2001,2001-11-11,8,25.074,CIN,@,JAX,L 13-30,,,,,,,,,,,
3,2001,2001-11-18,9,25.081,CIN,,TEN,L 7-20,,,,,,,,,,,
4,2001,2001-11-25,10,25.088,CIN,@,CLE,L 0-18,,,,,,,,,,,
5,2001,2001-12-02,11,25.095,CIN,,TAM,L 13-16,,,,,,,,,,,
6,2001,2001-12-09,12,25.102,CIN,,JAX,L 10-14,,0,0,,0,0.0,,,1,29,0
7,2001,2001-12-16,13,25.109,CIN,@,NYJ,L 14-15,,,,,,,,,,,
8,2001,2001-12-23,14,25.116,CIN,@,BAL,L 0-16,*,,,,,,,,,,
9,2001,2001-12-30,15,25.123,CIN,,PIT,W 26-23,*,0,0,,0,0.0,,,2,12,0
10,2001,2002-01-06,16,25.130,CIN,@,TEN,W 23-21,*,,,,,,,,,,
11,2002,2002-09-08,1,26.010,CIN,,SDG,L 6-34,,,,,,,,,,,
12,2002,2002-09-15,2,26.017,CIN,@,CLE,L 7-20,,,,,,,,,,,
13,2002,2002-09-22,3,26.024,CIN,@,ATL,L 3-30,,,,,,,,,,,
14,2002,2002-09-29,4,26.031,CIN,,TAM,L 7-35,*,,,,,,,,,,
15,2002,2002-10-06,5,26.038,CIN,@,IND,L 21-28,,,,,,,,,,,
16,2002,2002-10-13,6,26.045,CIN,,PIT,L 7-34,,0,0,,0,0.0,,,1,17,0
17,2002,2002-10-27,7,26.059,CIN,,TEN,L 24-30,,,,,,,,,,,
18,2002,2002-11-03,8,26.066,CIN,@,HOU,W 38-3,*,,,,,,,,,,
19,2002,2002-11-10,9,26.073,CIN,@,BAL,L 27-38,,,,,,,,,,,
20,2002,2002-11-17,10,26.080,CIN,,CLE,L 20-27,*,0,0,,0,0.0,,,1,0,0
21,2002,2002-11-24,11,26.087,CIN,@,PIT,L 21-29,*,,,,,,,,,,
22,2002,2002-12-01,12,26.094,CIN,,BAL,L 23-27,,,,,,,,,,,
23,2002,2002-12-08,13,26.101,CIN,@,CAR,L 31-52,,,,,,,,,,,
24,2002,2002-12-15,14,26.108,CIN,,JAX,L 15-29,*,,,,,,,,,,
25,2002,2002-12-22,15,26.115,CIN,,NOR,W 20-13,,,,,,,,,,,
26,2002,2002-12-29,16,26.122,CIN,@,BUF,L 9-27,,,,,,,,,,,
27,2003,2003-09-07,1,27.009,CIN,,DEN,L 10-30,,,,,,,,,,,
28,2003,2003-09-14,2,27.016,CIN,@,OAK,L 20-23,*,,,,,,,,,,
29,2003,2003-09-21,3,27.023,CIN,,PIT,L 10-17,,,,,,,,,,,
30,2003,2003-09-28,4,27.030,CIN,@,CLE,W 21-14,,,,,,,,,,,
31,2003,2003-10-05,5,27.037,CIN,@,BUF,L 16-22,*,,,,,,,,,,
