ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-09-12,1,22.300,CHI,,DET,L 16-20,,,,,,,,,,,,,,,,,
2,2004,2004-09-19,2,22.307,CHI,@,GNB,W 21-10,,,,,,,,,,,,,,,,,
3,2004,2004-09-26,3,22.314,CHI,@,MIN,L 22-27,,,,,,,,,,,,,,,,,
4,2004,2004-10-03,4,22.321,CHI,,PHI,L 9-19,*,0,0,,0,0,0,,0,0,0,0.0,,,1,-3,0
5,2004,2004-10-17,5,22.335,CHI,,WAS,L 10-13,*,,,,,,,,,,,,,,,,
6,2004,2004-10-24,6,22.342,CHI,@,TAM,L 7-19,*,,,,,,,,,,,,,,,,
7,2004,2004-10-31,7,22.349,CHI,,SFO,W 23-13,*,0,0,,0,0,0,,0,1,6,0.0,,,1,71,1
8,2004,2004-11-07,8,22.356,CHI,@,NYG,W 28-21,,0,0,,0,0,0,,0,0,0,0.0,,,1,41,0
9,2004,2004-11-14,9,22.363,CHI,@,TEN,W 19-17,,,,,,,,,,,,,,,,,
10,2004,2004-11-21,10,23.004,CHI,,IND,L 10-41,,0,0,,0,0,0,,0,0,0,0.0,,,1,30,0
11,2004,2004-11-25,11,23.008,CHI,@,DAL,L 7-21,*,,,,,,,,,,,,,,,,
12,2004,2004-12-05,12,23.018,CHI,,MIN,W 24-14,,,,,,,,,,,,,,,,,
13,2004,2004-12-12,13,23.025,CHI,@,JAX,L 3-22,*,0,0,,0,0,0,,0,0,0,0.0,,,1,38,0
14,2004,2004-12-19,14,23.032,CHI,,HOU,L 5-24,,,,,,,,,,,,,,,,,
15,2004,2004-12-26,15,23.039,CHI,@,DET,L 13-19,*,,,,,,,,,,,,,,,,
16,2004,2005-01-02,16,23.046,CHI,,GNB,L 14-31,,,,,,,,,,,,,,,,,
17,2005,2005-09-11,1,23.298,CHI,@,WAS,L 7-9,*,0,0,,0,0,0,,0,0,0,0.0,,,1,3,0
18,2005,2005-09-18,2,23.305,CHI,,DET,W 38-6,*,0,0,,0,0,0,,0,0,0,0.0,,,2,24,0
19,2005,2005-09-25,3,23.312,CHI,,CIN,L 7-24,*,,,,,,,,,,,,,,,,
20,2005,2005-10-09,4,23.326,CHI,@,CLE,L 10-20,,,,,,,,,,,,,,,,,
21,2005,2005-10-16,5,23.333,CHI,,MIN,W 28-3,*,,,,,,,,,,,,,,,,
22,2005,2005-10-23,6,23.340,CHI,,BAL,W 10-6,*,,,,,,,,,,,,,,,,
23,2005,2005-10-30,7,23.347,CHI,@,DET,W 19-13,*,,,,,,,,,,,,,,,,
24,2005,2005-11-06,8,23.354,CHI,@,NOR,W 20-17,*,0,0,,0,0,0,,0,0,0,0.0,,,1,5,0
25,2005,2005-11-13,9,23.361,CHI,,SFO,W 17-9,*,,,,,,,,,,,,,,,,
26,2005,2005-11-20,10,24.003,CHI,,CAR,W 13-3,*,0,0,,0,0,0,,0,0,0,0.0,,,2,68,0
27,2005,2005-11-27,11,24.010,CHI,@,TAM,W 13-10,*,,,,,,,,,,,,,,,,
28,2005,2005-12-04,12,24.017,CHI,,GNB,W 19-7,*,0,0,,0,0,0,,0,1,6,0.0,,,1,45,1
29,2005,2005-12-11,13,24.024,CHI,@,PIT,L 9-21,*,,,,,,,,,,,,,,,,
