ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2004,2004-10-24,6,23.243,IND,,JAX,L 24-27,,,,,,,
2,2004,2004-10-31,7,23.250,IND,@,KAN,L 35-45,,,,,,,
3,2004,2004-11-08,8,23.258,IND,,MIN,W 31-28,*,,,,,,
4,2004,2004-11-14,9,23.264,IND,,HOU,W 49-14,*,,,,,,
5,2004,2004-11-21,10,23.271,IND,@,CHI,W 41-10,*,,,,,,
6,2004,2005-01-02,16,23.313,IND,@,DEN,L 14-33,*,,,,,,
7,2005,2005-09-11,1,24.199,IND,@,BAL,W 24-7,*,,,,,,
8,2005,2005-09-18,2,24.206,IND,,JAX,W 10-3,*,,,,,,
9,2005,2005-09-25,3,24.213,IND,,CLE,W 13-6,*,,,,,,
10,2005,2005-10-02,4,24.220,IND,@,TEN,W 31-10,*,0.0,,,1,0,0
11,2005,2005-10-09,5,24.227,IND,@,SFO,W 28-3,*,,,,,,
12,2005,2005-10-17,6,24.235,IND,,STL,W 45-28,*,,,,,,
13,2005,2005-10-23,7,24.241,IND,@,HOU,W 38-20,*,,,,,,
14,2005,2005-11-07,8,24.256,IND,@,NWE,W 40-21,*,,,,,,
15,2005,2005-11-13,9,24.262,IND,,HOU,W 31-17,*,,,,,,
16,2005,2005-11-20,10,24.269,IND,@,CIN,W 45-37,*,,,,,,
17,2005,2005-11-28,11,24.277,IND,,PIT,W 26-7,*,,,,,,
18,2005,2005-12-04,12,24.283,IND,,TEN,W 35-3,*,,,,,,
19,2005,2005-12-11,13,24.290,IND,@,JAX,W 26-18,*,,,,,,
20,2005,2005-12-18,14,24.297,IND,,SDG,L 17-26,*,,,,,,
21,2006,2006-09-10,1,25.198,IND,@,NYG,W 26-21,*,,,,,,
22,2006,2006-09-17,2,25.205,IND,,HOU,W 43-24,*,,,,,,
23,2006,2006-11-05,8,25.254,IND,@,NWE,W 27-20,*,0.0,,,1,0,0
24,2006,2006-12-03,12,25.282,IND,@,TEN,L 17-20,*,,,,,,
25,2007,2007-09-06,1,26.194,IND,,NOR,W 41-10,*,,,,,,
26,2007,2007-09-16,2,26.204,IND,@,TEN,W 22-20,*,2.5,,,0,0,0
27,2007,2007-09-23,3,26.211,IND,@,HOU,W 30-24,*,,,,,,
28,2007,2007-09-30,4,26.218,IND,,DEN,W 38-20,*,,,,,,
29,2007,2007-10-22,6,26.240,IND,@,JAX,W 29-7,*,0.0,,,1,3,0
30,2007,2007-10-28,7,26.246,IND,@,CAR,W 31-7,*,,,,,,
31,2007,2007-11-04,8,26.253,IND,,NWE,L 20-24,*,,,,,,
32,2007,2007-11-11,9,26.260,IND,@,SDG,L 21-23,*,,,,,,
33,2007,2007-11-18,10,26.267,IND,,KAN,W 13-10,*,,,,,,
34,2007,2007-11-22,11,26.271,IND,@,ATL,W 31-13,*,,,,,,
35,2007,2007-12-02,12,26.281,IND,,JAX,W 28-25,*,,,,,,
36,2007,2007-12-09,13,26.288,IND,@,BAL,W 44-20,*,,,,,,
37,2007,2007-12-16,14,26.295,IND,@,OAK,W 21-14,*,,,,,,
38,2007,2007-12-23,15,26.302,IND,,HOU,W 38-15,*,0.0,,,1,29,0
39,2007,2007-12-30,16,26.309,IND,,TEN,L 10-16,*,1.0,,,0,0,0
40,2008,2008-09-07,1,27.196,IND,,CHI,L 13-29,*,0.0,5,4,0,0,0
41,2008,2008-09-14,2,27.203,IND,@,MIN,W 18-15,*,0.0,2,2,0,0,0
42,2008,2008-11-02,8,27.252,IND,,NWE,W 18-15,*,0.0,6,2,1,0,0
43,2008,2008-11-09,9,27.259,IND,@,PIT,W 24-20,*,0.0,3,4,0,0,0
44,2008,2008-12-07,13,27.287,IND,,CIN,W 35-3,*,0.0,6,2,0,0,0
45,2008,2008-12-18,15,27.298,IND,@,JAX,W 31-24,*,0.0,3,0,0,0,0
46,2009,2009-10-25,6,28.243,IND,@,STL,W 42-6,*,0.0,1,0,0,0,0
47,2009,2009-11-01,7,28.250,IND,,SFO,W 18-14,*,0.0,1,1,1,29,0
48,2010,2010-09-12,1,29.200,IND,@,HOU,L 24-34,*,,,,,,
49,2011,2011-09-11,1,30.199,SDG,,MIN,W 24-17,*,0.0,3,3,0,0,0
50,2011,2011-09-18,2,30.206,SDG,@,NWE,L 21-35,*,0.0,4,2,0,0,0
