ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,1999-09-12,1,23.307,NYG,@,TAM,W 17-13,*,13,24,1.85,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
2,1999,1999-09-19,2,23.314,NYG,,WAS,L 21-50,*,4,45,11.25,0,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0
3,1999,1999-09-26,3,23.321,NYG,@,NWE,L 14-16,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
4,1999,1999-10-31,8,23.356,NYG,@,PHI,W 23-17,,,,,,0,,,,,0.0%,,,,,,,
5,1999,1999-11-14,9,24.005,NYG,,IND,L 19-27,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
6,1999,1999-11-21,10,24.012,NYG,@,WAS,L 13-23,,,,,,1,,,,,0.0%,,,,,,,
7,1999,1999-11-28,11,24.019,NYG,,ARI,L 24-34,,5,16,3.20,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,6
8,1999,1999-12-05,12,24.026,NYG,,NYJ,W 41-28,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
9,1999,2000-01-02,16,24.054,NYG,@,DAL,L 18-26,,4,33,8.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2002,2002-09-05,1,26.300,NYG,,SFO,L 13-16,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,1,0,0.00,0,0,0
11,2002,2002-09-15,2,26.310,NYG,@,STL,W 26-21,,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
12,2002,2002-09-22,3,26.317,NYG,,SEA,W 9-6,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
13,2002,2002-09-29,4,26.324,NYG,@,ARI,L 7-21,,0,0,,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
14,2002,2002-10-06,5,26.331,NYG,@,DAL,W 21-17,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
15,2002,2002-10-13,6,26.338,NYG,,ATL,L 10-17,,,,,,,,,,,0.0%,,,,,,,
16,2002,2002-11-17,10,27.008,NYG,,WAS,W 19-17,,,,,,,,,,,0.0%,,,,,,,
