ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1970,1970-09-20,1,23.258,SFO,,WAS,W 26-17,1,27,27.00,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0
2,1970,1970-09-27,2,23.265,SFO,,CLE,W 34-31,0,0,,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0
3,1970,1970-10-04,3,23.272,SFO,@,ATL,L 20-21,,,,,,,,,,,,,,,,,,,,,
4,1970,1970-10-11,4,23.279,SFO,@,RAM,W 20-6,,,,,,,,,,,,,,,,,,,,,
5,1970,1970-10-18,5,23.286,SFO,,NOR,T 20-20,2,-4,-2.00,0,2,65,32.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
6,1970,1970-10-25,6,23.293,SFO,,DEN,W 19-14,5,2,0.40,0,2,59,29.50,1,0,0,,0,0,0,,0,0,,,1,6
7,1970,1970-11-01,7,23.300,SFO,,GNB,W 26-10,2,13,6.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1970,1970-11-08,8,23.307,SFO,@,CHI,W 37-16,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1970,1970-11-15,9,23.314,SFO,@,HOU,W 30-20,,,,,,,,,,,,,,,,,,,,,
10,1970,1970-11-22,10,23.321,SFO,@,DET,L 7-28,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
11,1970,1970-11-29,11,23.328,SFO,,RAM,L 13-30,,,,,,,,,,,,,,,,,,,,,
12,1970,1970-12-06,12,23.335,SFO,,ATL,W 24-20,2,7,3.50,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0
13,1970,1970-12-20,14,23.349,SFO,@,OAK,W 38-7,4,1,0.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1971,1971-09-19,1,24.257,SFO,@,ATL,L 17-20,,,,,,,,,,,,,,,,,,,,,
15,1971,1971-09-26,2,24.264,SFO,@,NOR,W 38-20,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,1971,1971-10-03,3,24.271,SFO,@,PHI,W 31-3,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1971,1971-10-10,4,24.278,SFO,,RAM,L 13-20,,,,,,,,,,,,,,,,,,,,,
18,1971,1971-10-17,5,24.285,SFO,,CHI,W 13-0,,,,,,,,,,,,,,,,,,,,,
19,1971,1971-10-24,6,24.292,SFO,@,STL,W 26-14,,,,,,,,,,,,,,,,,,,,,
20,1971,1971-10-31,7,24.299,SFO,,NWE,W 27-10,,,,,,,,,,,,,,,,,,,,,
21,1971,1971-11-07,8,24.306,SFO,@,MIN,W 13-9,,,,,,,,,,,,,,,,,,,,,
22,1971,1971-11-14,9,24.313,SFO,,NOR,L 20-26,,,,,,,,,,,,,,,,,,,,,
23,1971,1971-11-21,10,24.320,SFO,@,RAM,L 6-17,,,,,,,,,,,,,,,,,,,,,
24,1971,1971-11-28,11,24.327,SFO,@,NYJ,W 24-21,,,,,,,,,,,,,,,,,,,,,
25,1971,1971-12-06,12,24.335,SFO,,KAN,L 17-26,,,,,,,,,,,,,,,,,,,,,
26,1971,1971-12-12,13,24.341,SFO,,ATL,W 24-3,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
27,1971,1971-12-19,14,24.348,SFO,,DET,W 31-27,,,,,,,,,,,,,,,,,,,,,
28,1972,1972-09-17,1,25.256,SFO,,SDG,W 34-3,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
29,1972,1972-09-24,2,25.263,SFO,@,BUF,L 20-27,,,,,,,,,,,,,,,,,,,,,
30,1972,1972-10-01,3,25.270,SFO,@,NOR,W 37-2,,,,,,,,,,,,,,,,,,,,,
31,1972,1972-10-08,4,25.277,SFO,@,RAM,L 7-31,,,,,,,,,,,,,,,,,,,,,
32,1972,1972-10-15,5,25.284,SFO,,NYG,L 17-23,,,,,,,,,,,,,,,,,,,,,
33,1972,1972-10-22,6,25.291,SFO,,NOR,T 20-20,0,0,,0,2,54,27.00,1,0,0,,0,0,0,,0,0,,,1,6
34,1972,1972-10-29,7,25.298,SFO,@,ATL,W 49-14,,,,,,,,,,,,,,,,,,,,,
35,1972,1972-11-05,8,25.305,SFO,@,GNB,L 24-34,,,,,,,,,,,,,,,,,,,,,
36,1972,1972-11-12,9,25.312,SFO,,BAL,W 24-21,,,,,,,,,,,,,,,,,,,,,
37,1972,1972-11-19,10,25.319,SFO,@,CHI,W 34-21,,,,,,,,,,,,,,,,,,,,,
38,1972,1972-11-23,11,25.323,SFO,@,DAL,W 31-10,,,,,,,,,,,,,,,,,,,,,
39,1972,1972-12-04,12,25.334,SFO,,RAM,L 16-26,,,,,,,,,,,,,,,,,,,,,
40,1972,1972-12-10,13,25.340,SFO,,ATL,W 20-0,,,,,,,,,,,,,,,,,,,,,
41,1972,1972-12-16,14,25.346,SFO,,MIN,W 20-17,2,12,6.00,0,1,12,12.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
42,1973,1973-09-16,1,26.254,SFO,@,MIA,L 13-21,,,,,,,,,,,,,,,,,,,,,
43,1973,1973-09-23,2,26.261,SFO,@,DEN,W 36-34,0,0,,0,3,6,2.00,0,1,1,100.00,48,0,0,118.7,0,0,48.00,48.00,0,0
44,1973,1973-09-30,3,26.268,SFO,,RAM,L 20-40,0,0,,0,3,32,10.67,0,0,0,,0,0,0,,0,0,,,0,0
45,1973,1973-10-07,4,26.275,SFO,@,ATL,W 13-9,,,,,,,,,,,,,,,,,,,,,
46,1973,1973-10-14,5,26.282,SFO,,MIN,L 13-17,,,,,,,,,,,,,,,,,,,,,
47,1973,1973-10-21,6,26.289,SFO,,NOR,W 40-0,0,0,,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0
48,1973,1973-10-28,7,26.296,SFO,,ATL,L 3-17,0,0,,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0
49,1973,1973-11-04,8,26.303,SFO,@,DET,L 20-30,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
50,1973,1973-11-11,9,26.310,SFO,@,WAS,L 9-33,,,,,,,,,,,,,,,,,,,,,
51,1973,1973-11-18,10,26.317,SFO,@,RAM,L 13-31,,,,,,,,,,,,,,,,,,,,,
52,1973,1973-11-26,11,26.325,SFO,,GNB,W 20-6,,,,,,,,,,,,,,,,,,,,,
53,1973,1973-12-02,12,26.331,SFO,,PHI,W 38-28,,,,,,,,,,,,,,,,,,,,,
54,1973,1973-12-09,13,26.338,SFO,@,NOR,L 10-16,,,,,,,,,,,,,,,,,,,,,
55,1973,1973-12-15,14,26.344,SFO,,PIT,L 14-37,,,,,,,,,,,,,,,,,,,,,
