ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1978,1978-09-10,2,22.039,DAL,@,NYG,W 34-24,,,,,,,,
2,1978,1978-09-17,3,22.046,DAL,@,RAM,L 14-27,,,,,,,,
3,1978,1978-09-24,4,22.053,DAL,,STL,W 21-12,,,,,,,,
4,1978,1978-10-08,6,22.067,DAL,,NYG,W 24-3,,,,,,,,
5,1978,1978-10-15,7,22.074,DAL,@,STL,W 24-21,,,,,,,,
6,1978,1978-10-22,8,22.081,DAL,,PHI,W 14-7,,,,,,,,
7,1978,1978-10-26,9,22.085,DAL,,MIN,L 10-21,,,,,,,,
8,1978,1978-11-05,10,22.095,DAL,@,MIA,L 16-23,,,,,,,,
9,1978,1978-11-12,11,22.102,DAL,@,GNB,W 42-14,,,,,,,,
10,1978,1978-11-19,12,22.109,DAL,,NOR,W 27-7,,,,,,,,
11,1978,1978-11-23,13,22.113,DAL,,WAS,W 37-10,,,,,,,,
12,1978,1978-12-03,14,22.123,DAL,,NWE,W 17-10,,,,,,,,
13,1978,1978-12-10,15,22.130,DAL,@,PHI,W 31-13,,,,,,,,
14,1978,1978-12-17,16,22.137,DAL,@,NYJ,W 30-7,,,,,,,,
15,1979,1979-09-02,1,23.031,MIN,,SFO,W 28-22,,,,,,,,
16,1979,1979-09-09,2,23.038,MIN,@,CHI,L 7-26,,,,,,,,
17,1979,1979-09-16,3,23.045,MIN,,MIA,L 12-27,,,,,,,,
18,1979,1979-09-23,4,23.052,MIN,,GNB,W 27-21,,,,,,,,
19,1979,1979-09-30,5,23.059,MIN,@,DET,W 13-10,,,,,,,,
20,1979,1979-10-07,6,23.066,MIN,,DAL,L 20-36,0,0,,0,1,0,0.00,0
21,1979,1979-10-15,7,23.074,MIN,@,NYJ,L 7-14,,,,,,,,
22,1979,1979-10-21,8,23.080,MIN,,CHI,W 30-27,,,,,,,,
23,1979,1979-10-28,9,23.087,MIN,,TAM,L 10-12,,,,,,,,
24,1979,1979-11-04,10,23.094,MIN,@,STL,L 7-37,1,10,10.00,0,0,0,,0
25,1979,1979-11-11,11,23.101,MIN,@,GNB,L 7-19,,,,,,,,
26,1979,1979-11-18,12,23.108,MIN,,DET,W 14-7,,,,,,,,
27,1979,1979-11-25,13,23.115,MIN,@,TAM,W 23-22,,,,,,,,
28,1979,1979-12-02,14,23.122,MIN,@,RAM,L 21-27,,,,,,,,
29,1979,1979-12-09,15,23.129,MIN,,BUF,W 10-3,,,,,,,,
30,1979,1979-12-16,16,23.136,MIN,@,NWE,L 23-27,,,,,,,,
