ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,22.229,SEA,@,CLE,W 9-6,*,,,,,,,,,,,,
2,2001,2001-09-23,2,22.243,SEA,,PHI,L 3-27,*,,,,,,,,,,,,
3,2001,2001-09-30,3,22.250,SEA,@,OAK,L 14-38,*,,,,,,,,,,,,
4,2001,2001-10-07,4,22.257,SEA,,JAX,W 24-15,*,,,,,,,,,,,,
5,2001,2001-10-14,5,22.264,SEA,,DEN,W 34-21,,,,,,,,,,,,,
6,2001,2001-10-28,6,22.278,SEA,,MIA,L 20-24,,,,,,,,,,,,,
7,2001,2001-11-04,7,22.285,SEA,@,WAS,L 14-27,,,,,,,,,,,,,
8,2001,2001-11-11,8,22.292,SEA,,OAK,W 34-27,,,,,,,,,,,,,
9,2001,2001-11-18,9,22.299,SEA,@,BUF,W 23-20,,,,,,,,,,,,,
10,2001,2001-11-25,10,22.306,SEA,@,KAN,L 7-19,,,,,,,,,,,,,
11,2001,2001-12-02,11,22.313,SEA,,SDG,W 13-10,*,,,,,,,,,,,,
12,2001,2001-12-09,12,22.320,SEA,@,DEN,L 7-20,*,,,,,,,,,,,,
13,2001,2001-12-16,13,22.327,SEA,,DAL,W 29-3,*,,,,,,,,,,,,
14,2001,2001-12-23,14,22.334,SEA,@,NYG,L 24-27,,,,,,,,,,,,,
15,2001,2001-12-30,15,22.341,SEA,@,SDG,W 25-22,*,0,0,,0,0,0,0.0,,,1,0,0
16,2001,2002-01-06,16,22.348,SEA,,KAN,W 21-18,,,,,,,,,,,,,
17,2002,2002-09-08,1,23.228,SEA,@,OAK,L 17-31,*,,,,,,,,,,,,
18,2002,2002-09-15,2,23.235,SEA,,ARI,L 13-24,*,,,,,,,,,,,,
19,2002,2002-09-22,3,23.242,SEA,@,NYG,L 6-9,*,,,,,,,,,,,,
20,2002,2002-09-29,4,23.249,SEA,,MIN,W 48-23,*,,,,,,,,,,,,
21,2002,2002-10-14,5,23.264,SEA,,SFO,L 21-28,*,,,,,,,,,,,,
22,2002,2002-10-20,6,23.270,SEA,@,STL,L 20-37,*,,,,,,,,,,,,
23,2002,2002-10-27,7,23.277,SEA,@,DAL,W 17-14,*,,,,,,,,,,,,
