ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1966,1966-09-04,1,25.004,BUF,@,SDG,L 7-27,1,2,2.00,0,0,0,,0
2,1966,1966-10-16,7,25.046,BUF,,SDG,T 17-17,,,,,0,3,,0
3,1970,1970-09-20,1,29.020,BUF,,DEN,L 10-25,,,,,,,,
4,1970,1970-09-27,2,29.027,BUF,,RAM,L 0-19,,,,,,,,
5,1970,1970-10-04,3,29.034,BUF,,NYJ,W 34-31,,,,,,,,
6,1970,1970-10-11,4,29.041,BUF,@,PIT,L 10-23,,,,,,,,
7,1970,1970-10-18,5,29.048,BUF,,MIA,L 14-33,,,,,,,,
8,1970,1970-10-25,6,29.055,BUF,@,NYJ,W 10-6,,,,,,,,
9,1970,1970-11-01,7,29.062,BUF,@,BOS,W 45-10,,,,,,,,
10,1970,1970-11-08,8,29.069,BUF,,CIN,L 14-43,,,,,,,,
11,1970,1970-11-15,9,29.076,BUF,@,BAL,T 17-17,,,,,,,,
12,1970,1970-11-22,10,29.083,BUF,@,CHI,L 13-31,,,,,,,,
13,1970,1970-11-29,11,29.090,BUF,,BOS,L 10-14,,,,,,,,
14,1970,1970-12-06,12,29.097,BUF,@,NYG,L 6-20,,,,,,,,
15,1970,1970-12-13,13,29.104,BUF,,BAL,L 14-20,,,,,,,,
16,1970,1970-12-20,14,29.111,BUF,@,MIA,L 7-45,,,,,,,,
17,1971,1971-09-19,1,30.019,BUF,,DAL,L 37-49,,,,,,,,
18,1971,1971-09-26,2,30.026,BUF,,MIA,L 14-29,,,,,,,,
19,1971,1971-10-03,3,30.033,BUF,@,MIN,L 0-19,,,,,,,,
20,1971,1971-10-10,4,30.040,BUF,,BAL,L 0-43,,,,,,,,
21,1971,1971-10-17,5,30.047,BUF,@,NYJ,L 17-28,,,,,,,,
22,1971,1971-10-23,6,30.053,BUF,@,SDG,L 3-20,,,,,,,,
23,1971,1971-10-31,7,30.061,BUF,,STL,L 23-28,,,,,,,,
