ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1999,1999-10-03,3,23.005,SDG,,KAN,W 21-14,,,,,,,,,
2,1999,1999-10-10,4,23.012,SDG,@,DET,W 20-10,,,,,,,,,
3,1999,1999-10-17,5,23.019,SDG,,SEA,W 13-10,,,,,,,,,
4,1999,1999-10-24,6,23.026,SDG,,GNB,L 3-31,,,,,,,,,
5,1999,1999-10-31,7,23.033,SDG,@,KAN,L 0-34,,,,,,,,,
6,1999,1999-11-07,8,23.040,SDG,,DEN,L 17-33,,,,,,,,,
7,1999,1999-11-14,9,23.047,SDG,@,OAK,L 9-28,,,,,,,,,
8,1999,1999-11-21,10,23.054,SDG,,CHI,L 20-23,,,,,,,,,
9,1999,1999-11-28,11,23.061,SDG,@,MIN,L 27-35,,,,,,,,,
10,1999,1999-12-05,12,23.068,SDG,,CLE,W 23-10,,,,,,,,,
11,1999,1999-12-12,13,23.075,SDG,@,SEA,W 19-16,,,,,,,,,
12,1999,1999-12-19,14,23.082,SDG,@,MIA,L 9-12,,,,,,,,,
13,1999,1999-12-26,15,23.089,SDG,,OAK,W 23-20,,,,,,,,,
14,1999,2000-01-02,16,23.096,SDG,@,DEN,W 12-6,,,,,,,,,
15,2000,2000-09-03,1,23.341,SDG,@,OAK,L 6-9,*,,,,,,,,
16,2000,2000-09-10,2,23.348,SDG,,NOR,L 27-28,,0,0,,0,0.0,1,18,0
17,2000,2000-09-17,3,23.355,SDG,@,KAN,L 10-42,,,,,,,,,
18,2000,2000-09-24,4,23.362,SDG,,SEA,L 12-20,*,,,,,,,,
19,2000,2000-10-01,5,24.003,SDG,@,STL,L 31-57,*,,,,,,,,
20,2000,2000-10-08,6,24.010,SDG,,DEN,L 7-21,*,,,,,,,,
21,2000,2000-10-15,7,24.017,SDG,@,BUF,L 24-27,,,,,,,,,
22,2000,2000-10-29,8,24.031,SDG,,OAK,L 13-15,,,,,,,,,
23,2000,2000-11-05,9,24.038,SDG,@,SEA,L 15-17,,,,,,,,,
24,2000,2000-11-12,10,24.045,SDG,,MIA,L 7-17,,,,,,,,,
25,2000,2000-11-19,11,24.052,SDG,@,DEN,L 37-38,,,,,,,,,
26,2000,2000-11-26,12,24.059,SDG,,KAN,W 17-16,,,,,,,,,
27,2000,2000-12-03,13,24.066,SDG,,SFO,L 17-45,,,,,,,,,
28,2000,2000-12-10,14,24.073,SDG,@,BAL,L 3-24,*,,,,,,,,
29,2000,2000-12-17,15,24.080,SDG,@,CAR,L 22-30,*,,,,,,,,
30,2000,2000-12-24,16,24.087,SDG,,PIT,L 21-34,,,,,,,,,
31,2001,2001-09-09,1,24.346,SDG,,WAS,W 30-3,*,0,0,,0,1.0,0,0,0
32,2001,2001-09-23,2,24.360,SDG,@,DAL,W 32-21,*,,,,,,,,
33,2001,2001-09-30,3,25.002,SDG,,CIN,W 28-14,*,,,,,,,,
34,2001,2001-10-07,4,25.009,SDG,@,CLE,L 16-20,*,,,,,,,,
35,2001,2001-10-14,5,25.016,SDG,@,NWE,L 26-29,,,,,,,,,
36,2001,2001-10-21,6,25.023,SDG,,DEN,W 27-10,*,,,,,,,,
37,2001,2001-10-28,7,25.030,SDG,,BUF,W 27-24,*,,,,,,,,
38,2001,2001-11-04,8,25.037,SDG,,KAN,L 20-25,*,,,,,,,,
39,2001,2001-11-11,9,25.044,SDG,@,DEN,L 16-26,*,,,,,,,,
40,2001,2001-11-18,10,25.051,SDG,@,OAK,L 24-34,*,,,,,,,,
41,2001,2001-11-25,11,25.058,SDG,,ARI,L 17-20,*,,,,,,,,
42,2001,2001-12-02,12,25.065,SDG,@,SEA,L 10-13,*,,,,,,,,
